,Team,ID,Nationality,Country,Birthdate,Region,Short
4237,Liberty,Avenger,,Brazil,2001-05-14,Brazil,LBR
4238,Liberty,carlins,,Brazil,2002-04-16,Brazil,LBR
4239,Liberty,Eryon,,Brazil,1989-03-23,Brazil,LBR
4240,Liberty,Juliera,,Brazil,,Brazil,LBR
4241,Liberty,Kiari,,Brazil,,Brazil,LBR
4242,Liberty,Wos,,Brazil,1995-05-14,Brazil,LBR
4243,Liberty Academy,Cavalo,,Brazil,,Brazil,LBR.A
4244,Liberty Academy,Drake,,Brazil,,Brazil,LBR.A
4245,Liberty Academy,k0ga,,Brazil,1994-12-15,Brazil,LBR.A
4246,Liberty Academy,Lukshy,,Brazil,,Brazil,LBR.A
4247,Liberty Academy,Momochi,,Brazil,,Brazil,LBR.A
4248,Liberty Academy,Piloto,,Brazil,,Brazil,LBR.A
4249,Liberty Academy,Reaper,,Brazil,,Brazil,LBR.A
4250,Liberty Academy,SkB,,Brazil,,Brazil,LBR.A
4251,Liiv SANDBOX,Burdol,,South Korea,2003-12-25,Korea,LSB
4252,Liiv SANDBOX,Clozer,,South Korea,2003-07-27,Korea,LSB
4253,Liiv SANDBOX,Kael,,South Korea,2004-02-11,Korea,LSB
4254,Liiv SANDBOX,Lyn,,South Korea,1996-08-25,Korea,LSB
4255,Liiv SANDBOX,Ryu,,South Korea,1994-01-28,Korea,LSB
4256,Liiv SANDBOX,Seobi,,South Korea,,Korea,LSB
4257,Liiv SANDBOX,Teddy,,South Korea,1998-03-15,Korea,LSB
4258,Liiv SANDBOX,Willer,,South Korea,2003-04-24,Korea,LSB
4259,Liiv SANDBOX,YamatoCannon,,Sweden,1995-12-30,Korea,LSB
4260,Liiv SANDBOX Academy,Cypher,,South Korea,2006-01-20,Korea,LSB.A
4261,Liiv SANDBOX Academy,Hervy,,South Korea,2004-11-21,Korea,LSB.A
4262,Liiv SANDBOX Academy,JubSSal,,South Korea,,Korea,LSB.A
4263,Liiv SANDBOX Academy,Kania,,South Korea,2004-07-19,Korea,LSB.A
4264,Liiv SANDBOX Youth,Clear,,South Korea,2002-11-19,Korea,LSB.Y
4265,Liiv SANDBOX Youth,DangMoo,,South Korea,2001-07-30,Korea,LSB.Y
4266,Liiv SANDBOX Youth,DDahyuk,,South Korea,2004-09-04,Korea,LSB.Y
4267,Liiv SANDBOX Youth,Diable,,South Korea,2007-10-17,Korea,LSB.Y
4268,Liiv SANDBOX Youth,DooTi,,South Korea,1991-11-03,Korea,LSB.Y
4269,Liiv SANDBOX Youth,Guti,,South Korea,2004-04-09,Korea,LSB.Y
4270,Liiv SANDBOX Youth,PlanB,,South Korea,2006-01-19,Korea,LSB.Y
4271,Liiv SANDBOX Youth,Simpson,,South Korea,,Korea,LSB.Y
4272,Liiv SANDBOX Youth,Vincenzo,,South Korea,2004-04-03,Korea,LSB.Y
4273,Lille Esport,Alan,,France,,EMEA,LIL
4274,Lille Esport,Blacksky,,Germany,1996-12-12,EMEA,LIL
4275,Lille Esport,Cerecof,,France,,EMEA,LIL
4276,Lille Esport,FROZENNN,,France,1998-10-19,EMEA,LIL
4277,Lille Esport,Karim kt,,France,1997-03-19,EMEA,LIL
4278,Lille Esport,Smurfe,,Norway,2004-09-27,EMEA,LIL
4279,Lille Esport,Vespa,,France,2002-12-02,EMEA,LIL
4280,Lille Esport,xKenzuke,"Germany,Turkey",Germany,1999-06-17,EMEA,LIL
4281,LiT Esports,Chaye,,United States,,North America,LIT
4282,LiT Esports,Dragoon,,United States,2002-04-18,North America,LIT
4283,LiT Esports,Fawn,,United States,2002-06-24,North America,LIT
4284,LiT Esports,Kisno,,United States,,North America,LIT
4285,LiT Esports,Messages,,United States,2001-04-25,North America,LIT
4286,LiT Esports,Plux,,United States,2001-03-18,North America,LIT
4287,LiT Esports,sajed,,United States,2004-04-10,North America,LIT
4288,LNG Academy,5K,,China,,China,LNG.A
4289,LNG Academy,Darwin,,China,,China,LNG.A
4290,LNG Academy,dbh,,China,,China,LNG.A
4291,LNG Academy,healer,,China,,China,LNG.A
4292,LNG Academy,Mysun,,China,,China,LNG.A
4293,LNG Academy,Summer,,China,,China,LNG.A
4294,LNG Academy,Uneasy,,China,2003-05-13,China,LNG.A
4295,LNG Academy,Vicii,,China,,China,LNG.A
4296,LNG Academy,xzy,,China,2002-07-28,China,LNG.A
4297,LNG Academy,Yummy,,China,,China,LNG.A
4298,LNG Academy,Yuzhang,,China,,China,LNG.A
4299,LNG Esports,GALA,,China,2001-02-14,China,LNG
4300,LNG Esports,Hang,,China,2003-02-05,China,LNG
4301,LNG Esports,Poppy,,Taiwan,1991-09-06,China,LNG
4302,LNG Esports,Scout,,South Korea,1998-03-14,China,LNG
4303,LNG Esports,Tarzan,,South Korea,1999-08-23,China,LNG
4304,LNG Esports,U,,China,1993-09-04,China,LNG
4305,LNG Esports,Wly,,China,,China,LNG
4306,LNG Esports,Yuekai,,China,2002-07-27,China,LNG
4307,LNG Esports,Zika,,China,2003-07-07,China,LNG
4308,London Esports,Viperoon,,United Kingdom,1996-10-13,Europe,LDN
4309,Los Grandes,Boal,,Brazil,2002-12-04,Brazil,LOS
4310,Los Grandes,Lava,,South Korea,1999-07-14,Brazil,LOS
4311,Los Grandes,Neki,,Brazil,1995-11-18,Brazil,LOS
4312,Los Grandes,Netuno,,Brazil,,Brazil,LOS
4313,Los Grandes,Ranger,,Brazil,1995-11-28,Brazil,LOS
4314,Los Grandes,Riyev,,Brazil,1996-09-28,Brazil,LOS
4315,Los Grandes,Stardust,,South Korea,1990-05-27,Brazil,LOS
4316,Los Grandes,Trick,,South Korea,1995-07-11,Brazil,LOS
4317,Los Grandes Academy,Allezs,,Brazil,,Brazil,LOS.A
4318,Los Grandes Academy,Celo,,Brazil,2000-07-31,Brazil,LOS.A
4319,Los Grandes Academy,CrjaY,,Brazil,,Brazil,LOS.A
4320,Los Grandes Academy,enel1,,Brazil,,Brazil,LOS.A
4321,Los Grandes Academy,Hidan,,Brazil,2002-03-28,Brazil,LOS.A
4322,Los Grandes Academy,Mido,,Brazil,2000-05-05,Brazil,LOS.A
4323,Los Grandes Academy,neyzz,,Brazil,,Brazil,LOS.A
4324,Los Grandes Academy,Samyy,,Brazil,1996-10-07,Brazil,LOS.A
4325,Lost Esports,Moki,,United Arab Emirates,,MENA,LE
4326,Lotus Exiles,Cryo,,Vietnam,2007-01-20,North America,LE
4327,Lotus Exiles,Doubtful,,United States,2005-04-12,North America,LE
4328,Lotus Exiles,Haine,,United States,,North America,LE
4329,Lotus Exiles,kkytj,,China,1999-04-25,North America,LE
4330,Lotus Exiles,Klexo,,United States,2003-08-04,North America,LE
4331,Lotus Exiles,Shift,,United States,,North America,LE
4332,Lotus Exiles,TheKeyboarder,,Canada,2001-08-28,North America,LE
4333,LOUD,BeellzY,,Brazil,1994-03-02,Brazil,LLL
4334,LOUD,Ceos,,Brazil,1998-08-08,Brazil,LLL
4335,LOUD,Croc,,South Korea,,Brazil,LLL
4336,LOUD,Liz,,Brazil,1999-10-09,Brazil,LLL
4337,LOUD,Mytka,,Brazil,,Brazil,LLL
4338,LOUD,Robo,,Brazil,1998-04-22,Brazil,LLL
4339,LOUD,Route,,South Korea,1999-01-05,Brazil,LLL
4340,LOUD,Shaquinn,,Brazil,,Brazil,LLL
4341,LOUD,Storm,,Brazil,,Brazil,LLL
4342,LOUD,tinowns,,Brazil,1997-05-06,Brazil,LLL
4343,LOUD Academy,Hugato,,Brazil,2003-09-04,Brazil,LLL.A
4344,LOUD Academy,Makes,,Brazil,,Brazil,LLL.A
4345,LOUD Academy,Ryaan,,Brazil,2005-04-15,Brazil,LLL.A
4346,LOUD Academy,Sant,,Brazil,,Brazil,LLL.A
4347,LOUD Academy,Sephis,,Brazil,1997-11-19,Brazil,LLL.A
4348,LOUD Academy,Vahvel,,Brazil,,Brazil,LLL.A
4349,Lourdes University,Ardyn,,United States,,North America,LU
4350,Lourdes University,Lyons,,United States,,North America,LU
4351,Lourdes University,Poryu,,United States,,North America,LU
4352,Lourdes University,Rogue,,United States,,North America,LU
4353,Lourdes University,Shinsei,,United States,,North America,LU
4354,Lourdes University,snorlaxin,,United States,,North America,LU
4355,Lourdes University,srgntcam,,United States,,North America,LU
4356,Lourdes University,venkon,,United States,,North America,LU
4357,LP Gaming,Aihgn,,Vietnam,,Vietnam,LPG
4358,LP Gaming,bByYoO,,Vietnam,,Vietnam,LPG
4359,LP Gaming,Escanor,,Vietnam,,Vietnam,LPG
4360,LP Gaming,Tofu,,Vietnam,,Vietnam,LPG
4361,LP Gaming,Twice,,Vietnam,,Vietnam,LPG
4362,Lunary,Cobble,France,,,EMEA,LNY
4363,Lunary,Le Roi Bisou,,France,1991-10-18,EMEA,LNY
4364,Lunary,Narkuss,,France,,EMEA,LNY
4365,Lunary,Sharkk,,France,,EMEA,LNY
4366,Lunary,Tioo,,France,,EMEA,LNY
4367,Lundqvist Lightside,Aqsept,,Sweden,2002-09-09,EMEA,LLS
4368,Lundqvist Lightside,Buchi,,Sweden,2005-11-24,EMEA,LLS
4369,Lundqvist Lightside,cracky,,Portugal,2001-02-01,EMEA,LLS
4370,Lundqvist Lightside,DrChaos,,Switzerland,2001-06-09,EMEA,LLS
4371,Lundqvist Lightside,Emp,,Sweden,2000-11-13,EMEA,LLS
4372,Lundqvist Lightside,Jakke13,,Sweden,,EMEA,LLS
4373,Lundqvist Lightside,Lofti,,Sweden,,EMEA,LLS
4374,Lundqvist Lightside,Nitjit,,France,,EMEA,LLS
4375,Lundqvist Lightside,Painful,,Sweden,,EMEA,LLS
4376,Machi Esports,BigBrother,"Taiwan,United States",Taiwan,1972-11-07,PCS,MCX
4377,Macko Academy,Corriragazzo,,Italy,2002-05-25,EMEA,MCK.A
4378,Macko Academy,Fiery,Italy,,,EMEA,MCK.A
4379,Macko Academy,Jokah,,Italy,2000-11-14,EMEA,MCK.A
4380,Macko Academy,Lawmoi,Italy,,2004-01-30,EMEA,MCK.A
4381,Macko Academy,Shakio,Italy,,,EMEA,MCK.A
4382,Macko Academy,xHikama,Italy,,2003-07-01,EMEA,MCK.A
4383,Macko Esports,ACD,,Estonia,2000-06-24,EMEA,MCK
4384,Macko Esports,Cboi,,Denmark,1998-08-19,EMEA,MCK
4385,Macko Esports,Click,,Italy,1997-11-22,EMEA,MCK
4386,Macko Esports,Rharesh,,Italy,1995-07-27,EMEA,MCK
4387,Macko Esports,Six10,,Sweden,,EMEA,MCK
4388,Macko Esports,Tash,,United Kingdom,,EMEA,MCK
4389,Macko Esports,Vzz,,Bulgaria,,EMEA,MCK
4390,Macko Esports,Zest,,Italy,,EMEA,MCK
4391,Mad Kings,Alex Mercer,,Peru,,Latin America,MKE
4392,Mad Kings,Drakarys,,Argentina,,Latin America,MKE
4393,Mad Kings,Get Gosu,,Peru,,Latin America,MKE
4394,Mad Kings,Yoyomax,,Peru,,Latin America,MKE
4395,MAD Lions,Aagie,,Spain,1996-12-29,EMEA,MAD
4396,MAD Lions,Achuu,,Denmark,1994-06-06,EMEA,MAD
4397,MAD Lions,Carzzy,,Czech Republic,2002-01-31,EMEA,MAD
4398,MAD Lions,Chasy,,South Korea,2001-04-20,EMEA,MAD
4399,MAD Lions,Elyoya,,Spain,2000-03-13,EMEA,MAD
4400,MAD Lions,Hylissang,,Bulgaria,1995-04-30,EMEA,MAD
4401,MAD Lions,Mac,,United Kingdom,1994-02-13,EMEA,MAD
4402,MAD Lions,Nisqy,"Belgium,Turkey",Belgium,1998-07-28,EMEA,MAD
4403,MAD Lions,Orome,,Romania,1998-01-16,EMEA,MAD
4404,MAD Lions,Pad,,Denmark,1993-02-27,EMEA,MAD
4405,MAD Lions,Zeph,,France,,EMEA,MAD
4406,MAGAZA,Becomin,,South Korea,,EMEA,MGZ
4407,MAGAZA,Matterhorn,,Bulgaria,,EMEA,MGZ
4408,MAGAZA,Piggy,,Portugal,2000-06-18,EMEA,MGZ
4409,MAGAZA,Rickju,,Costa Rica,1995-09-23,EMEA,MGZ
4410,MAGAZA,Simbz,,Bulgaria,,EMEA,MGZ
4411,MAGAZA,taetsu,Germany,South Korea,,EMEA,MGZ
4412,MAGAZA,v1SaG3,,Bulgaria,,EMEA,MGZ
4413,Malvinas Rise,asta,,Brazil,2001-06-29,Latin America,MVG
4414,Malvinas Rise,Luco,,Argentina,1998-09-14,Latin America,MVG
4415,Malvinas Rise,Lyg,,Chile,2002-02-23,Latin America,MVG
4416,Malvinas Rise,Madge,,Brazil,,Latin America,MVG
4417,Malvinas Rise,Neadz,,Chile,2004-05-28,Latin America,MVG
4418,Malvinas Rise,Pipo,,Argentina,,Latin America,MVG
4419,Malvinas Rise,Zecas,,Brazil,2002-06-11,Latin America,MVG
4420,MAMMOTH,Chayon,,China,2000-08-20,PCS,MEC
4421,MAMMOTH,DaJeung,"South Korea,Australia",,,PCS,MEC
4422,MAMMOTH,District1,,Australia,,PCS,MEC
4423,MAMMOTH,Edubbay,,Australia,,PCS,MEC
4424,MAMMOTH,Entrust,"Taiwan,South Korea",Taiwan,,PCS,MEC
4425,MAMMOTH,Hexflash,,Australia,2001-12-05,PCS,MEC
4426,MAMMOTH,Sahil,,Australia,,PCS,MEC
4427,MAMMOTH,Souli,,Australia,,PCS,MEC
4428,MAMMOTH,Thien,,Australia,,PCS,MEC
4429,MAMMOTH,Yursan,,Taiwan,2001-05-22,PCS,MEC
4430,Maryville University,Azog,,United States,1997-08-14,North America,MU
4431,Maryville University,Getback,,Australia,,North America,MU
4432,Maryville University,Kachu,Canada,South Korea,2003-08-12,North America,MU
4433,Maryville University,Kind Jungle,,United States,2000-09-04,North America,MU
4434,Maryville University,Niles,,United States,1999-08-06,North America,MU
4435,Maryville University,OddOrange,,United States,1998-04-17,North America,MU
4436,Maryville University,ScaryJerry,,United States,,North America,MU
4437,Maryville University,Shady,,United States,,North America,MU
4438,Maryville University,TEEJ,,United States,,North America,MU
4439,Maryville University,wallflower,,United States,1998-09-25,North America,MU
4440,Maryville University,Zyko,,United States,,North America,MU
4441,Masonic,Raxon,,Denmark,,Europe,MSC
4442,Maturalni Forsaken,GotzY,,Portugal,,EMEA,MFSK
4443,Maturalni Forsaken,Hyper,,Poland,,EMEA,MFSK
4444,Maturalni Forsaken,Jovian,,Greece,,EMEA,MFSK
4445,Maturalni Forsaken,KroMAX,,Slovenia,,EMEA,MFSK
4446,Maturalni Forsaken,LastSurvivor,,Poland,1999-10-01,EMEA,MFSK
4447,Maturalni Forsaken,Lord,,Poland,,EMEA,MFSK
4448,Maturalni Forsaken,nicolaiy,,Bulgaria,,EMEA,MFSK
4449,Maturalni Forsaken,Ribu,,Poland,,EMEA,MFSK
4450,Maturalni Forsaken,Zora,,Poland,2001-08-19,EMEA,MFSK
4451,Maturalni Forsaken Academy,Gienek,,Poland,2003-07-05,EMEA,MFA
4452,Maturalni Forsaken Academy,HeavyDream,,Poland,,EMEA,MFA
4453,Maturalni Forsaken Academy,Mikkel,,Poland,2003-08-14,EMEA,MFA
4454,Maturalni Forsaken Academy,MNT,,Poland,,EMEA,MFA
4455,Maturalni Forsaken Academy,Raiser,,Poland,,EMEA,MFA
4456,Maturalni Forsaken Academy,Syntex,,Poland,,EMEA,MFA
4457,Maturalni Forsaken Academy,Toxicness,,Poland,1997-08-10,EMEA,MFA
4458,Maturalni Forsaken Academy,Witek,,Poland,,EMEA,MFA
4459,Maximal,Jerry,,Vietnam,2001-01-20,Vietnam,MAX
4460,Mayan Esports,Lenpace,,Guatemala,,Latin America,MYN
4461,Mayan Esports,Pablol,,Colombia,,Latin America,MYN
4462,Maycam Evolve,Capi1,,Argentina,,Latin America,EV
4463,Maycam Evolve,griff,,Brazil,,Latin America,EV
4464,Maycam Evolve,JackMarx,,Brazil,1993-11-16,Latin America,EV
4465,Maycam Evolve,kuuhaku,,Brazil,,Latin America,EV
4466,Maycam Evolve,Xam,,Argentina,,Latin America,EV
4467,Maze Gaming,Antimagic,,Chile,2002-05-06,Latin America,MAZ
4468,mCon esports,Boykuh,,Netherlands,2000-12-29,EMEA,MCON
4469,mCon esports,DoNotBlameMe,,Netherlands,1997-01-09,EMEA,MCON
4470,mCon esports,jbdutchowns,,Netherlands,1996-04-01,EMEA,MCON
4471,mCon esports,Jormag,,Belgium,2002-06-21,EMEA,MCON
4472,mCon esports,Kiss me,,Netherlands,,EMEA,MCON
4473,mCon esports,Mahonix,,Netherlands,2002-03-20,EMEA,MCON
4474,mCon esports,MaiYuk,Netherlands,China,2002-01-14,EMEA,MCON
4475,mCon esports,MrSleepzz,,Netherlands,1995-01-20,EMEA,MCON
4476,mCon esports,Slyv3r,,Netherlands,1992-12-21,EMEA,MCON
4477,Meavedron,buffi,,Poland,,EMEA,MVE
4478,Meavedron,Fikkle,,Poland,,EMEA,MVE
4479,Meavedron,GGiler,,Poland,,EMEA,MVE
4480,Meavedron,KoxTroll,,Poland,2003-10-16,EMEA,MVE
4481,Meavedron,MysticYikes,,Poland,,EMEA,MVE
4482,Meavedron,Silixelf,,Poland,,EMEA,MVE
4483,Meavedron,Valuta,,Poland,1999-06-06,EMEA,MVE
4484,Meavedron,Viroosky,,Poland,2002-05-02,EMEA,MVE
4485,Meavedron,XerRay,,Poland,,EMEA,MVE
4486,Meta Gaming,FIare,,Uruguay,1998-12-18,Latin America,MG
4487,Meta Gaming,Manifest,,Chile,2004-12-19,Latin America,MG
4488,Meta Gaming,Ocean,,Chile,,Latin America,MG
4489,Meta Gaming,Prodi,,Argentina,1994-05-10,Latin America,MG
4490,Meta Gaming,Pyl,,Chile,,Latin America,MG
4491,Meta Gaming,SyaL,,Chile,2000-12-23,Latin America,MG
4492,Meta Gaming,VIC,,Spain,1988-10-07,Latin America,MG
4493,Meta Gaming,Warangelus,,Chile,1998-04-09,Latin America,MG
4494,Mezexis Esports,Gonti,,Peru,,Latin America,MZS
4495,Mezexis Esports,Guachi,,Dominican Republic,1996-09-28,Latin America,MZS
4496,Mezexis Esports,Kastiel,,Dominican Republic,,Latin America,MZS
4497,Mezexis Esports,MadBlade,,Costa Rica,1998-05-13,Latin America,MZS
4498,Mezexis Esports,Peluchin,,Mexico,1993-09-14,Latin America,MZS
4499,MGN Box Esports,Emo,,Vietnam,2005-07-15,Vietnam,MBE
4500,MGN Box Esports,NoAtz,,Vietnam,1997-02-23,Vietnam,MBE
4501,MGN Box Esports,Nugu,,Vietnam,2004-10-07,Vietnam,MBE
4502,MGN Box Esports,Slowz,,Vietnam,,Vietnam,MBE
4503,MGN Box Esports,Zodiac,,Vietnam,2001-03-26,Vietnam,MBE
4504,MHSC Esport,Frostsize,,Bulgaria,2003-10-29,EMEA,MHSC
4505,MHSC Esport,PiOk,,Slovakia,,EMEA,MHSC
4506,MHSC Esport,S0bek,,France,,EMEA,MHSC
4507,MHSC Esport,Sénéchou,France,,,EMEA,MHSC
4508,MHSC Esport,SplitDis,,Romania,,EMEA,MHSC
4509,MHSC Esport,Stormax,,France,2001-04-19,EMEA,MHSC
4510,MHSC Esport,Zaremba,,Poland,,EMEA,MHSC
4511,Miami University,Beans,,United States,,North America,MU
4512,Miami University,BelugaWaill,,United States,,North America,MU
4513,Miami University,Evil Lobster,,United States,,North America,MU
4514,Miami University,Quegert,,United States,,North America,MU
4515,Miami University,Shark Chili,United States,,,North America,MU
4516,Miami University,Troy,,South Korea,,North America,MU
4517,Michigan State University,Classified,,United States,,North America,MSU
4518,Michigan State University,Cylainius,,United States,,North America,MSU
4519,Michigan State University,Incon,,United States,,North America,MSU
4520,Michigan State University,lanse,,United States,,North America,MSU
4521,Michigan State University,Livatious,,United States,,North America,MSU
4522,Michigan State University,Zethal,,United States,2002-10-08,North America,MSU
4523,Mirage Alliance,Allorim,"United States,Republic of Ireland",United States,1995-09-05,North America,MIRG
4524,Mirage Alliance,Chad,,United States,2001-08-20,North America,MIRG
4525,Mirage Alliance,Neo,,Vietnam,1999-10-10,North America,MIRG
4526,Mirage Alliance,Normology,,United States,1998-08-16,North America,MIRG
4527,Mirage Alliance,Roffamau,,United States,,North America,MIRG
4528,Mirage Alliance,Sudzzi,,Canada,,North America,MIRG
4529,Mirage Alliance,yung van,,United States,,North America,MIRG
4530,Misfits Gaming,Deficio,,Denmark,1991-08-22,Europe,MSF
4531,Misfits Gaming,Moose,"Pakistan,Canada",United Arab Emirates,,Europe,MSF
4532,Misfits Gaming,Valkrin,,United States,,Europe,MSF
4533,MOUZ,Alexx,,Sweden,1998-12-10,EMEA,MOUZ
4534,MOUZ,Carlsen,,Denmark,2005-12-15,EMEA,MOUZ
4535,MOUZ,Donby,,Denmark,1997-09-10,EMEA,MOUZ
4536,MOUZ,Glowing,,Germany,,EMEA,MOUZ
4537,MOUZ,Kynetic,,Germany,2000-05-24,EMEA,MOUZ
4538,MOUZ,Sencux,,Denmark,1998-09-17,EMEA,MOUZ
4539,MOUZ,Tore,,Norway,1999-12-27,EMEA,MOUZ
4540,Movistar Optix,Mila,,Chile,,Latin America,MOX
4541,Movistar R7,Bong,,South Korea,2001-08-30,Latin America,R7
4542,Movistar R7,Ceo,,Argentina,2004-01-13,Latin America,R7
4543,Movistar R7,Khynm,,Argentina,1995-05-15,Latin America,R7
4544,Movistar R7,Kun,,South Korea,1995-12-08,Latin America,R7
4545,Movistar R7,Lyonz,,Argentina,,Latin America,R7
4546,Movistar R7,MarioMe,,Mexico,1993-10-21,Latin America,R7
4547,Movistar R7,Mireu,,South Korea,2001-09-20,Latin America,R7
4548,Movistar R7,Oddie,,Peru,1997-08-28,Latin America,R7
4549,Movistar R7,Pointless,,Argentina,1997-01-18,Latin America,R7
4550,Movistar R7,Soyoyo,,Mexico,,Latin America,R7
4551,Movistar Riders,Alvaro,,Spain,2003-07-15,EMEA,MRS
4552,Movistar Riders,Deilor,,Spain,1986-08-27,EMEA,MRS
4553,Movistar Riders,Disgrace,,Spain,1997-10-18,EMEA,MRS
4554,Movistar Riders,Fresskowy,,Poland,1999-11-26,EMEA,MRS
4555,Movistar Riders,Hydra,,Spain,,EMEA,MRS
4556,Movistar Riders,Isma,"France,Belgium",,,EMEA,MRS
4557,Movistar Riders,Marky,,Spain,2002-09-23,EMEA,MRS
4558,Movistar Riders,Melzhet,,Spain,,EMEA,MRS
4559,Movistar Riders,Supa,,Spain,2000-10-23,EMEA,MRS
4560,Movistar Riders,Unai,China,Spain,2006-08-13,EMEA,MRS
4561,MS Company,Addusto,,Germany,2005-12-16,EMEA,MS
4562,MS Company,Damon,,France,1995-05-29,EMEA,MS
4563,MS Company,Fallen,,North Macedonia,1998-05-27,EMEA,MS
4564,MS Company,Kuroneel,,France,,EMEA,MS
4565,MS Company,Kyoukai,,France,,EMEA,MS
4566,MS Company,Rayming,,France,,EMEA,MS
4567,MS Company,Senpai,,France,,EMEA,MS
4568,MS Company,Zimba,,Finland,,EMEA,MS
4569,MTP Esport,JudasMan,,France,1995-01-17,EMEA,MTP
4570,MTP Esport,M4GiKe,France,,,EMEA,MTP
4571,MTP Esport,Mixsi,,Denmark,2004-12-12,EMEA,MTP
4572,Munster Rugby Gaming,Composites,,Denmark,2005-01-19,EMEA,MRG
4573,Munster Rugby Gaming,Daemon,,Republic of Ireland,,EMEA,MRG
4574,Munster Rugby Gaming,Kaga,,France,,EMEA,MRG
4575,Munster Rugby Gaming,Moosey,,Netherlands,,EMEA,MRG
4576,Myth Esports,Aliplane,,Netherlands,2003-04-01,EMEA,MYTH
4577,Myth Esports,Darkxo,,Netherlands,1997-06-13,EMEA,MYTH
4578,Myth Esports,Emiel,,Netherlands,2001-07-03,EMEA,MYTH
4579,Myth Esports,Harm,,Puerto Rico,,EMEA,MYTH
4580,Myth Esports,Jadko,,Denmark,2000-07-24,EMEA,MYTH
4581,Myth Esports,LorLor,,Israel,2002-12-03,EMEA,MYTH
4582,Myth Esports,TheRealMJ,,Netherlands,1999-07-10,EMEA,MYTH
4583,Myth Esports,TR1NKET,,Sweden,2004-07-31,EMEA,MYTH
4584,Myth Esports,Wind,,Denmark,2001-06-17,EMEA,MYTH
4585,Myth Esports,Zarrix,,Italy,1999-06-16,EMEA,MYTH
4586,NARCIS,Dolis,,Czech Republic,,EMEA,NRC
4587,NARCIS,Haklbery,,Czech Republic,,EMEA,NRC
4588,NARCIS,Pact,,Czech Republic,,EMEA,NRC
4589,NARCIS,Petipino,,Czech Republic,,EMEA,NRC
4590,NARCIS,Pongo,,Slovakia,,EMEA,NRC
4591,NARCIS,Sysak,,Czech Republic,,EMEA,NRC
4592,NARCIS,Worthless,,Czech Republic,,EMEA,NRC
4593,NARCIS,Zelvicka,,Czech Republic,,EMEA,NRC
4594,NASR eSports Turkey,Copy Catt,,Turkey,1999-03-30,EMEA,NSR
4595,NASR eSports Turkey,fabFabulous,,Turkey,1996-02-15,EMEA,NSR
4596,NASR eSports Turkey,Pades,,Turkey,,EMEA,NSR
4597,NASR eSports Turkey,Patch,,South Korea,2001-09-22,EMEA,NSR
4598,NASR eSports Turkey,Scorth,,Turkey,,EMEA,NSR
4599,NASR eSports Turkey,Typhoon,,Turkey,,EMEA,NSR
4600,NASR eSports Turkey,Uberq,,Turkey,,EMEA,NSR
4601,NASR eSports Turkey,Whistle,,South Korea,2003-07-05,EMEA,NSR
4602,Native Gaming,Fanatiik,,Canada,2001-05-22,North America,N8V
4603,Native Gaming,Just,Canada,South Korea,2002-04-17,North America,N8V
4604,Native Gaming,Rain1,,China,,North America,N8V
4605,Native Gaming,Scoooped,,Canada,,North America,N8V
4606,Native Gaming,Shockey,,China,2005-11-17,North America,N8V
4607,Native Gaming,Takimon,,Guyana,,North America,N8V
4608,Nativz,DenVoksne,,Denmark,2001-07-15,EMEA,NT
4609,Nativz,Rnglol,,United Kingdom,1989-12-19,EMEA,NT
4610,Nativz,ScottyMcScoot,,Denmark,,EMEA,NT
4611,Nativz,Shikari,,United Kingdom,1999-06-16,EMEA,NT
4612,Nativz,Stefan,,Serbia,,EMEA,NT
4613,Nativz,Twiizt,,Sweden,,EMEA,NT
4614,Nativz,Vladi,,Greece,2005-08-12,EMEA,NT
4615,Newell's Esports,DySuo,,Argentina,2004-02-17,Latin America,NOB
4616,Newell's Esports,ETHALEXAN,,Argentina,,Latin America,NOB
4617,Newell's Esports,Julian9,,Argentina,,Latin America,NOB
4618,Newell's Esports,Maximo,,Argentina,,Latin America,NOB
4619,Newstar,Higny,,Chile,,Latin America,N5R
4620,Newstar,IceBox,,Chile,1998-01-29,Latin America,N5R
4621,Newstar,KearZy,,Chile,,Latin America,N5R
4622,Newstar,Kiara,,Argentina,,Latin America,N5R
4623,Newstar,Lion,,Brazil,,Latin America,N5R
4624,Nigma Galaxy Male,Boda,,Egypt,,EMEA,NGX
4625,Nigma Galaxy Male,Ceres,,Australia,,EMEA,NGX
4626,Nigma Galaxy Male,Dehaste,,Croatia,2000-07-20,EMEA,NGX
4627,Nigma Galaxy Male,KlownZ,,Jordan,,EMEA,NGX
4628,Nigma Galaxy Male,Lunatic,,Egypt,1999-10-10,EMEA,NGX
4629,Nigma Galaxy Male,Pabu,,Australia,1999-12-12,EMEA,NGX
4630,Nigma Galaxy Male,Robben,,Egypt,,EMEA,NGX
4631,Nigma Galaxy Male,Rust,,United Arab Emirates,1999-10-19,EMEA,NGX
4632,Nigma Galaxy Male,Vansu,,Philippines,1998-04-29,EMEA,NGX
4633,NNO Prime,Flamer,,Germany,1998-10-13,EMEA,NNO
4634,NNO Prime,Lamabear,,Germany,1998-07-21,EMEA,NNO
4635,NNO Prime,Matislaw,,Poland,1996-03-17,EMEA,NNO
4636,NNO Prime,Notiko,,Germany,2001-09-27,EMEA,NNO
4637,NNO Prime,Pandar,,Germany,1995-02-16,EMEA,NNO
4638,NNO Prime,Saviour,Netherlands,Russia,1997-09-24,EMEA,NNO
