,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
3285,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-13 18:00:00,Fnatic,Team Vitality,1,0,1
8908,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-13 18:00:00,INTZ,paiN Gaming,0,1,2
8909,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-13 19:00:00,Flamengo Esports,FURIA,0,1,2
3286,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-13 19:00:00,G2 Esports,Origen,0,1,2
2189,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-13 20:00:00,Evil Geniuses.NA,Counter Logic Gaming,1,0,1
2190,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-13 21:00:00,TSM,Team Liquid,0,1,2
2191,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-13 22:00:00,Immortals,FlyQuest,0,1,2
2192,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-13 23:00:00,Golden Guardians,Dignitas,1,0,1
7231,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-14 09:00:00,Suning,Invictus Gaming,0,2,2
15270,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-14 11:00:00,Royal Youth,Dark Passage,0,1,2
7232,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-14 11:00:00,JD Gaming,Top Esports,0,2,2
15271,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-14 12:00:00,Galakticos,Istanbul Wildcats,1,0,1
15272,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-14 13:00:00,Galatasaray Esports,Team AURORA,1,0,1
15273,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-14 14:00:00,5 Ronin,Papara SuperMassive,1,0,1
3287,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-14 15:00:00,SK Gaming,MAD Lions,0,1,2
15274,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-14 15:00:00,Beşiktaş Esports,Fenerbahçe Esports,1,0,1
8910,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-14 16:00:00,INTZ,Santos e-Sports,0,1,2
3288,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-14 16:00:00,FC Schalke 04 Esports,Rogue (European Team),0,1,2
8911,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-14 17:00:00,paiN Gaming,Vivo Keyd,1,0,1
3289,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-14 17:00:00,Origen,Misfits Gaming,0,1,2
8912,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-14 18:00:00,Prodigy Esports,Flamengo Esports,0,1,2
3290,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-14 18:00:00,G2 Esports,Team Vitality,0,1,2
8913,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-14 19:00:00,FURIA,KaBuM! Esports,0,1,2
3291,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-14 19:00:00,Fnatic,Excel Esports,1,0,1
2193,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-14 20:00:00,Cloud9,100 Thieves,1,0,1
2194,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-14 21:00:00,Dignitas,TSM,0,1,2
2195,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-14 22:00:00,Team Liquid,Golden Guardians,1,0,1
2196,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-14 23:00:00,Counter Logic Gaming,Immortals,1,0,1
7233,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-15 09:00:00,Bilibili Gaming,eStar (Chinese Team),2,1,1
7234,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-15 11:00:00,Vici Gaming,Team WE,0,2,2
7235,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-16 09:00:00,LGD Gaming,Dominus Esports,2,0,1
7236,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-16 11:00:00,Top Esports,Oh My God,2,1,1
4792,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-17 08:00:00,Afreeca Freecs,SANDBOX Gaming,2,0,1
7237,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-17 09:00:00,Invictus Gaming,Rogue Warriors,2,0,1
7238,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-17 11:00:00,EDward Gaming,Suning,2,1,1
4793,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-17 11:00:00,DRX,T1,2,1,1
4794,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-18 08:00:00,KT Rolster,Team Dynamics,0,2,2
7239,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-18 09:00:00,Victory Five,Bilibili Gaming,2,1,1
4795,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-18 11:00:00,SeolHaeOne Prince,Hanwha Life Esports,2,1,1
7240,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-18 11:00:00,JD Gaming,Royal Never Give Up,1,2,2
12718,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-19 06:00:00,Dire Wolves,Gravitas,1,0,1
12719,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-19 07:00:00,Chiefs Esports Club,MAMMOTH,1,0,1
4796,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-19 08:00:00,SANDBOX Gaming,DAMWON Gaming,0,2,2
12720,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-19 08:00:00,Legacy Esports,Pentanet.GG,1,0,1
7241,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-19 09:00:00,eStar (Chinese Team),LNG Esports,2,0,1
12721,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-19 09:00:00,ORDER,Avant Gaming,0,1,2
13849,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-19 10:00:00,Saigon Buffalo,OverPower Esports,1,2,2
4797,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-19 11:00:00,DRX,Gen.G,2,1,1
7242,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-19 11:00:00,FunPlus Phoenix,Team WE,2,1,1
13850,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-19 13:00:00,Team Flash.Vietnam,Percent Esports,0,2,2
3292,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-19 16:00:00,Team Vitality,Rogue (European Team),0,1,2
3293,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-19 17:00:00,Misfits Gaming,SK Gaming,0,1,2
3294,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-19 18:00:00,G2 Esports,FC Schalke 04 Esports,1,0,1
3295,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-19 19:00:00,Origen,Excel Esports,1,0,1
3296,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-19 20:00:00,Fnatic,MAD Lions,0,1,2
2197,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-20 01:00:00,Golden Guardians,Counter Logic Gaming,0,1,2
2198,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-20 02:00:00,Immortals,TSM,0,1,2
10894,LJL 2020 Summer,LoL Japan League,LJL,2020-06-20 04:00:00,Sengoku Gaming,Fukuoka SoftBank HAWKS gaming,1,0,1
10895,LJL 2020 Summer,LoL Japan League,LJL,2020-06-20 05:15:00,V3 Esports,Sengoku Gaming,1,0,1
12722,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-20 06:00:00,ORDER,MAMMOTH,1,0,1
10896,LJL 2020 Summer,LoL Japan League,LJL,2020-06-20 06:30:00,Crest Gaming Act,V3 Esports,0,1,2
12723,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-20 07:00:00,Pentanet.GG,Gravitas,1,0,1
10897,LJL 2020 Summer,LoL Japan League,LJL,2020-06-20 07:45:00,Fukuoka SoftBank HAWKS gaming,Crest Gaming Act,0,1,2
12724,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-20 08:00:00,Legacy Esports,Avant Gaming,1,0,1
4798,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-20 08:00:00,Afreeca Freecs,Team Dynamics,2,1,1
10898,LJL 2020 Summer,LoL Japan League,LJL,2020-06-20 09:00:00,Rascal Jester,DetonatioN FocusMe,0,1,2
12896,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-20 09:00:00,PSG Talon,Machi Esports,1,0,1
7243,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-20 09:00:00,Dominus Esports,Oh My God,0,2,2
12725,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-20 09:00:00,Chiefs Esports Club,Dire Wolves,1,0,1
12897,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-20 10:00:00,Alpha Esports,J Team,0,1,2
13851,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-20 10:00:00,Team Secret (Vietnamese Team),CERBERUS Esports (Vietnamese Team),0,2,2
10899,LJL 2020 Summer,LoL Japan League,LJL,2020-06-20 10:15:00,Burning Core,Rascal Jester,1,0,1
4799,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-20 11:00:00,T1,Hanwha Life Esports,2,1,1
15275,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-20 11:00:00,Papara SuperMassive,Galakticos,1,0,1
12898,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-20 11:00:00,PSG Talon,Nova Esports (Thai Team),1,0,1
7244,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-20 11:00:00,LGD Gaming,Top Esports,0,2,2
10900,LJL 2020 Summer,LoL Japan League,LJL,2020-06-20 11:30:00,AXIZ,Burning Core,0,1,2
15276,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-20 12:00:00,Beşiktaş Esports,Galatasaray Esports,1,0,1
12899,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-20 12:00:00,Resurgence,Machi Esports,0,1,2
10901,LJL 2020 Summer,LoL Japan League,LJL,2020-06-20 12:45:00,DetonatioN FocusMe,AXIZ,1,0,1
10127,LCL 2020 Summer,LoL Continental League,LCL,2020-06-20 13:00:00,RoX (2014 CIS Team),Unicorns of Love.CIS,0,1,2
15277,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-20 13:00:00,Istanbul Wildcats,Dark Passage,0,1,2
13852,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-20 13:00:00,GAM Esports,EVOS Esports,2,1,1
12900,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-20 13:00:00,Liyab Esports,Hong Kong Attitude,0,1,2
12901,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-20 14:00:00,ahq eSports Club,Berjaya Dragons,1,0,1
15278,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-20 14:00:00,Fenerbahçe Esports,5 Ronin,0,1,2
10128,LCL 2020 Summer,LoL Continental League,LCL,2020-06-20 14:00:00,Vega Squadron,One Breath Gaming,0,1,2
10129,LCL 2020 Summer,LoL Continental League,LCL,2020-06-20 15:00:00,Gambit Esports,CrowCrowd,1,0,1
15279,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-20 15:00:00,Team AURORA,Royal Youth,1,0,1
3297,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-20 15:00:00,SK Gaming,Excel Esports,0,1,2
3298,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-20 16:00:00,Misfits Gaming,FC Schalke 04 Esports,1,0,1
10130,LCL 2020 Summer,LoL Continental League,LCL,2020-06-20 16:00:00,Elements Pro Gaming,Dragon Army,0,1,2
8914,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-20 16:00:00,Santos e-Sports,FURIA,0,1,2
3299,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-20 17:00:00,Team Vitality,MAD Lions,0,1,2
8915,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-20 17:00:00,Flamengo Esports,Vivo Keyd,1,0,1
3300,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-20 18:00:00,G2 Esports,Rogue (European Team),1,0,1
8916,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-20 18:00:00,KaBuM! Esports,paiN Gaming,0,1,2
3301,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-20 19:00:00,Fnatic,Origen,0,1,2
8917,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-20 19:00:00,INTZ,Prodigy Esports,1,0,1
2199,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-20 20:00:00,100 Thieves,Team Liquid,0,1,2
11533,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-20 20:00:00,Isurus,All Knights,0,1,2
11534,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-20 21:00:00,XTEN Esports,Furious Gaming,1,0,1
2200,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-20 21:00:00,FlyQuest,TSM,1,0,1
11535,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-20 22:00:00,Pixel Esports Club,INFINITY,0,1,2
2201,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-20 22:00:00,Cloud9,Evil Geniuses.NA,1,0,1
2202,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-20 23:00:00,Counter Logic Gaming,Dignitas,1,0,1
11536,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-20 23:00:00,Rainbow7,Azules Esports,0,1,2
4800,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-21 08:00:00,KT Rolster,Gen.G,1,2,2
7245,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-21 09:00:00,Suning,Rogue Warriors,2,0,1
12902,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-21 09:00:00,Resurgence,Nova Esports (Thai Team),0,1,2
12903,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-21 10:00:00,J Team,ahq eSports Club,1,0,1
13853,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-21 10:00:00,CERBERUS Esports (Vietnamese Team),Team Flash.Vietnam,2,0,1
4801,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-21 11:00:00,SeolHaeOne Prince,DAMWON Gaming,0,2,2
12904,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-21 11:00:00,Resurgence,Berjaya Dragons,1,0,1
15280,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-21 11:00:00,Galakticos,5 Ronin,0,1,2
7246,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-21 11:00:00,Invictus Gaming,EDward Gaming,2,1,1
15281,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-21 12:00:00,Royal Youth,Beşiktaş Esports,0,1,2
12905,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-21 12:00:00,Liyab Esports,PSG Talon,0,1,2
13854,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-21 13:00:00,EVOS Esports,Team Secret (Vietnamese Team),0,2,2
10131,LCL 2020 Summer,LoL Continental League,LCL,2020-06-21 13:00:00,CrowCrowd,Unicorns of Love.CIS,0,1,2
15282,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-21 13:00:00,Istanbul Wildcats,Team AURORA,1,0,1
12906,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-21 13:00:00,Berjaya Dragons,Machi Esports,0,1,2
15283,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-21 14:00:00,Dark Passage,Papara SuperMassive,0,1,2
10132,LCL 2020 Summer,LoL Continental League,LCL,2020-06-21 14:00:00,Vega Squadron,Elements Pro Gaming,0,1,2
12907,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-21 14:00:00,Hong Kong Attitude,Alpha Esports,0,1,2
10133,LCL 2020 Summer,LoL Continental League,LCL,2020-06-21 15:00:00,One Breath Gaming,Dragon Army,1,0,1
15284,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-21 15:00:00,Galatasaray Esports,Fenerbahçe Esports,0,1,2
8918,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-21 16:00:00,KaBuM! Esports,Flamengo Esports,0,1,2
10134,LCL 2020 Summer,LoL Continental League,LCL,2020-06-21 16:00:00,Gambit Esports,RoX (2014 CIS Team),1,0,1
8919,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-21 17:00:00,Prodigy Esports,Santos e-Sports,0,1,2
8920,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-21 18:00:00,paiN Gaming,FURIA,1,0,1
8921,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-21 19:00:00,Vivo Keyd,INTZ,1,0,1
11537,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-21 20:00:00,Pixel Esports Club,Isurus,0,1,2
2203,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-21 20:00:00,Team Liquid,Evil Geniuses.NA,0,1,2
2204,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-21 21:00:00,FlyQuest,Dignitas,1,0,1
11538,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-21 21:00:00,XTEN Esports,Azules Esports,0,1,2
11539,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-21 22:00:00,INFINITY,Furious Gaming,1,0,1
2205,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-21 22:00:00,Golden Guardians,Cloud9,0,1,2
2206,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-21 23:00:00,100 Thieves,Immortals,1,0,1
11540,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-21 23:00:00,Rainbow7,All Knights,0,1,2
7247,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-22 09:00:00,Victory Five,Vici Gaming,2,0,1
7248,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-22 11:00:00,eStar (Chinese Team),Royal Never Give Up,1,2,2
7249,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-23 09:00:00,Dominus Esports,JD Gaming,0,2,2
7250,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-23 11:00:00,LGD Gaming,Invictus Gaming,2,1,1
4802,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-24 08:00:00,Team Dynamics,SeolHaeOne Prince,2,1,1
7251,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-24 09:00:00,Oh My God,LNG Esports,2,0,1
4803,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-24 11:00:00,KT Rolster,Hanwha Life Esports,2,0,1
7252,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-24 11:00:00,Bilibili Gaming,Top Esports,0,2,2
4804,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-25 08:00:00,DRX,SANDBOX Gaming,2,1,1
7253,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-25 09:00:00,Royal Never Give Up,Victory Five,0,2,2
7254,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-25 11:00:00,FunPlus Phoenix,Invictus Gaming,1,2,2
4805,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-25 11:00:00,DAMWON Gaming,Gen.G,1,2,2
12726,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-26 06:00:00,Avant Gaming,Pentanet.GG,0,1,2
12727,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-26 07:00:00,ORDER,Dire Wolves,0,1,2
12728,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-26 08:00:00,Gravitas,MAMMOTH,0,1,2
4806,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-26 08:00:00,Afreeca Freecs,T1,1,2,2
12729,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-26 09:00:00,Chiefs Esports Club,Legacy Esports,0,1,2
7255,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-26 09:00:00,Rogue Warriors,Team WE,0,2,2
13855,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-26 10:00:00,OverPower Esports,GAM Esports,1,2,2
7256,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-26 11:00:00,Top Esports,EDward Gaming,2,1,1
4807,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-26 11:00:00,Team Dynamics,Hanwha Life Esports,2,0,1
13856,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-26 13:00:00,Percent Esports,Saigon Buffalo,0,2,2
3302,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-26 16:00:00,FC Schalke 04 Esports,Excel Esports,0,1,2
3303,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-26 17:00:00,Team Vitality,Misfits Gaming,0,1,2
3304,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-26 18:00:00,G2 Esports,SK Gaming,0,1,2
3305,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-26 19:00:00,MAD Lions,Origen,1,0,1
3306,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-26 20:00:00,Fnatic,Rogue (European Team),0,1,2
2207,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-27 01:00:00,FlyQuest,Counter Logic Gaming,1,0,1
2208,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-27 02:00:00,Team Liquid,Cloud9,0,1,2
12730,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-27 06:00:00,Chiefs Esports Club,Pentanet.GG,0,1,2
12731,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-27 07:00:00,Avant Gaming,MAMMOTH,1,0,1
12732,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-27 08:00:00,ORDER,Gravitas,1,0,1
4808,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-27 08:00:00,SeolHaeOne Prince,Gen.G,0,2,2
7257,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-27 09:00:00,Suning,Dominus Esports,2,1,1
12733,OPL 2020 Split 2,Oceanic Pro League,OPL,2020-06-27 09:00:00,Legacy Esports,Dire Wolves,1,0,1
12908,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-27 09:00:00,Hong Kong Attitude,Resurgence,1,0,1
13857,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-27 10:00:00,GAM Esports,Percent Esports,0,2,2
12909,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-27 10:00:00,Berjaya Dragons,Liyab Esports,1,0,1
4809,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-27 11:00:00,KT Rolster,DAMWON Gaming,0,2,2
7258,LPL 2020 Summer,Tencent LoL Pro League,LPL,2020-06-27 11:00:00,eStar (Chinese Team),FunPlus Phoenix,0,2,2
15285,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-27 11:00:00,Papara SuperMassive,Team AURORA,1,0,1
12910,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-27 11:00:00,PSG Talon,Hong Kong Attitude,0,1,2
15286,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-27 12:00:00,Galatasaray Esports,Royal Youth,1,0,1
12911,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-27 12:00:00,Machi Esports,J Team,0,1,2
15287,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-27 13:00:00,Fenerbahçe Esports,Galakticos,0,1,2
10135,LCL 2020 Summer,LoL Continental League,LCL,2020-06-27 13:00:00,Gambit Esports,Elements Pro Gaming,1,0,1
12912,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-27 13:00:00,Alpha Esports,ahq eSports Club,0,1,2
13858,VCS 2020 Summer,Vietnam Championship Series,VCS,2020-06-27 13:00:00,Team Secret (Vietnamese Team),OverPower Esports,2,0,1
15288,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-27 14:00:00,Beşiktaş Esports,Istanbul Wildcats,0,1,2
12913,PCS 2020 Summer,Pacific Championship Series,PCS,2020-06-27 14:00:00,Nova Esports (Thai Team),J Team,0,1,2
10136,LCL 2020 Summer,LoL Continental League,LCL,2020-06-27 14:00:00,CrowCrowd,Vega Squadron,1,0,1
10137,LCL 2020 Summer,LoL Continental League,LCL,2020-06-27 15:00:00,Dragon Army,Unicorns of Love.CIS,0,1,2
3307,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-27 15:00:00,Team Vitality,SK Gaming,1,0,1
15289,TCL 2020 Summer,Turkish Championship League,TCL,2020-06-27 15:00:00,5 Ronin,Dark Passage,0,1,2
10138,LCL 2020 Summer,LoL Continental League,LCL,2020-06-27 16:00:00,One Breath Gaming,RoX (2014 CIS Team),1,0,1
3308,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-27 16:00:00,Misfits Gaming,Excel Esports,1,0,1
8922,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-27 16:00:00,paiN Gaming,Prodigy Esports,1,0,1
3309,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-27 17:00:00,Origen,FC Schalke 04 Esports,1,0,1
8923,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-27 17:00:00,INTZ,KaBuM! Esports,1,0,1
8924,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-27 18:00:00,Flamengo Esports,Santos e-Sports,1,0,1
3310,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-27 18:00:00,MAD Lions,Rogue (European Team),1,0,1
8925,CBLOL 2020 Split 2,Circuit Brazilian League of Legends,CBLOL,2020-06-27 19:00:00,FURIA,Vivo Keyd,1,0,1
3311,LEC 2020 Summer,LoL EMEA Championship,LEC,2020-06-27 19:00:00,G2 Esports,Fnatic,1,0,1
11541,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-27 20:00:00,INFINITY,Azules Esports,0,1,2
2209,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-27 20:00:00,100 Thieves,Counter Logic Gaming,0,1,2
11542,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-27 21:00:00,Isurus,Furious Gaming,0,1,2
2210,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-27 21:00:00,TSM,Evil Geniuses.NA,1,0,1
2211,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-27 22:00:00,Team Liquid,Dignitas,1,0,1
11543,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-27 22:00:00,XTEN Esports,Rainbow7,0,1,2
2212,LCS 2020 Summer,League of Legends Championship Series,LCS,2020-06-27 23:00:00,Golden Guardians,Immortals,0,1,2
11544,LLA 2020 Closing,Liga Latinoamerica,LLA,2020-06-27 23:00:00,Pixel Esports Club,All Knights,0,1,2
10902,LJL 2020 Summer,LoL Japan League,LJL,2020-06-28 04:00:00,Fukuoka SoftBank HAWKS gaming,Burning Core,1,0,1
10903,LJL 2020 Summer,LoL Japan League,LJL,2020-06-28 05:15:00,V3 Esports,Fukuoka SoftBank HAWKS gaming,1,0,1
10904,LJL 2020 Summer,LoL Japan League,LJL,2020-06-28 06:30:00,DetonatioN FocusMe,V3 Esports,0,1,2
10905,LJL 2020 Summer,LoL Japan League,LJL,2020-06-28 07:45:00,Burning Core,DetonatioN FocusMe,0,1,2
4810,LCK 2020 Summer,LoL Champions Korea,LCK,2020-06-28 08:00:00,DRX,Afreeca Freecs,2,0,1
