,Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
19489,LCK 2019 Summer Playoffs,LCK,2019-08-25 08:06:00,DAMWON Gaming,SK Telecom T1,SK Telecom T1,10.0,19.0,67530.0,81853.0,2.0,4.0,0.0,2.0,0.0,1.0,4.0,10.0,1.0,2.0,2019,DK,KR,T1,KR,T1,KR,Red
19493,LCK 2019 Summer Playoffs,LCK,2019-08-25 09:13:00,DAMWON Gaming,SK Telecom T1,SK Telecom T1,5.0,27.0,44072.0,60501.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,2019,DK,KR,T1,KR,T1,KR,Red
19529,LCK 2019 Summer Playoffs,LCK,2019-08-31 05:22:00,SK Telecom T1,Griffin (Korean Team),SK Telecom T1,10.0,0.0,66249.0,55753.0,4.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2019,T1,KR,GRF,KR,T1,KR,Blue
19532,LCK 2019 Summer Playoffs,LCK,2019-08-31 07:42:00,SK Telecom T1,Griffin (Korean Team),SK Telecom T1,8.0,2.0,67808.0,58904.0,3.0,2.0,2.0,0.0,0.0,1.0,10.0,3.0,1.0,0.0,2019,T1,KR,GRF,KR,T1,KR,Blue
19537,LCK 2019 Summer Playoffs,LCK,2019-08-31 08:54:00,SK Telecom T1,Griffin (Korean Team),Griffin (Korean Team),4.0,12.0,58058.0,69588.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,2.0,2019,T1,KR,GRF,KR,GRF,KR,Red
19542,LCK 2019 Summer Playoffs,LCK,2019-08-31 09:51:00,SK Telecom T1,Griffin (Korean Team),SK Telecom T1,21.0,4.0,59402.0,44488.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,3.0,0.0,2019,T1,KR,GRF,KR,T1,KR,Blue
19658,LCK 2020 Spring Promotion,LCK,2019-09-09 03:28:00,APK Prince,Hanwha Life Esports,APK Prince,19.0,7.0,74155.0,59652.0,5.0,1.0,2.0,0.0,1.0,0.0,10.0,2.0,2.0,0.0,2019,,NA,HLE,KR,,NA,Blue
19659,LCK 2020 Spring Promotion,LCK,2019-09-09 04:57:00,APK Prince,Hanwha Life Esports,Hanwha Life Esports,7.0,8.0,52959.0,61945.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,3.0,2019,,NA,HLE,KR,HLE,KR,Red
19660,LCK 2020 Spring Promotion,LCK,2019-09-09 05:53:00,Hanwha Life Esports,APK Prince,APK Prince,4.0,12.0,42127.0,48231.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,8.0,0.0,1.0,2019,HLE,KR,,NA,,NA,Red
19661,LCK 2020 Spring Promotion,LCK,2019-09-09 06:59:00,Jin Air Green Wings,Team Dynamics,Jin Air Green Wings,11.0,3.0,69427.0,56967.0,4.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,3.0,0.0,2019,JAG,KR,DYN,KR,JAG,KR,Blue
19662,LCK 2020 Spring Promotion,LCK,2019-09-09 08:11:00,Team Dynamics,Jin Air Green Wings,Jin Air Green Wings,13.0,21.0,66939.0,67962.0,2.0,3.0,1.0,0.0,1.0,0.0,7.0,7.0,1.0,2.0,2019,DYN,KR,JAG,KR,JAG,KR,Red
19663,LCK 2020 Spring Promotion,LCK,2019-09-10 02:43:00,Jin Air Green Wings,APK Prince,Jin Air Green Wings,17.0,7.0,64688.0,57064.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,2019,JAG,KR,,NA,JAG,KR,Blue
19664,LCK 2020 Spring Promotion,LCK,2019-09-10 03:54:00,Jin Air Green Wings,APK Prince,APK Prince,20.0,15.0,69055.0,70114.0,2.0,3.0,0.0,0.0,1.0,0.0,6.0,7.0,1.0,1.0,2019,JAG,KR,,NA,,NA,Red
19665,LCK 2020 Spring Promotion,LCK,2019-09-10 04:58:00,Jin Air Green Wings,APK Prince,APK Prince,4.0,17.0,47379.0,62023.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,11.0,0.0,2.0,2019,JAG,KR,,NA,,NA,Red
19666,LCK 2020 Spring Promotion,LCK,2019-09-10 05:51:00,Jin Air Green Wings,APK Prince,APK Prince,6.0,11.0,61748.0,70356.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,1.0,2019,JAG,KR,,NA,,NA,Red
19667,LCK 2020 Spring Promotion,LCK,2019-09-10 07:00:00,Hanwha Life Esports,Team Dynamics,Hanwha Life Esports,10.0,3.0,48891.0,40576.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2019,HLE,KR,DYN,KR,HLE,KR,Blue
19668,LCK 2020 Spring Promotion,LCK,2019-09-10 08:46:00,Hanwha Life Esports,Team Dynamics,Team Dynamics,8.0,21.0,56139.0,62379.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,1.0,2019,HLE,KR,DYN,KR,DYN,KR,Red
19669,LCK 2020 Spring Promotion,LCK,2019-09-10 09:42:00,Hanwha Life Esports,Team Dynamics,Hanwha Life Esports,21.0,10.0,61680.0,52623.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,2019,HLE,KR,DYN,KR,HLE,KR,Blue
19670,LCK 2020 Spring Promotion,LCK,2019-09-10 10:40:00,Hanwha Life Esports,Team Dynamics,Hanwha Life Esports,14.0,9.0,79541.0,72013.0,3.0,3.0,1.0,1.0,1.0,0.0,8.0,3.0,1.0,0.0,2019,HLE,KR,DYN,KR,HLE,KR,Blue
19671,LCK 2020 Spring Promotion,LCK,2019-09-11 05:51:00,Hanwha Life Esports,Jin Air Green Wings,Hanwha Life Esports,18.0,10.0,78861.0,70049.0,4.0,3.0,1.0,0.0,0.0,1.0,11.0,4.0,4.0,0.0,2019,HLE,KR,JAG,KR,HLE,KR,Blue
19672,LCK 2020 Spring Promotion,LCK,2019-09-11 08:02:00,Hanwha Life Esports,Jin Air Green Wings,Hanwha Life Esports,13.0,9.0,73872.0,69552.0,2.0,4.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,2019,HLE,KR,JAG,KR,HLE,KR,Blue
19673,LCK 2020 Spring Promotion,LCK,2019-09-11 09:04:00,Hanwha Life Esports,Jin Air Green Wings,Hanwha Life Esports,16.0,9.0,79913.0,66398.0,5.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,0.0,2019,HLE,KR,JAG,KR,HLE,KR,Blue
19976,LCK 2020 Spring,LCK,2020-02-05 06:34:00,T1,DAMWON Gaming,DAMWON Gaming,14.0,20.0,71879.0,75398.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,8.0,1.0,1.0,2020,T1,KR,DK,KR,DK,KR,Red
19977,LCK 2020 Spring,LCK,2020-02-05 09:00:00,DAMWON Gaming,T1,T1,10.0,18.0,80159.0,86655.0,3.0,4.0,1.0,1.0,2.0,0.0,7.0,9.0,0.0,1.0,2020,DK,KR,T1,KR,T1,KR,Red
19978,LCK 2020 Spring,LCK,2020-02-05 10:14:00,T1,DAMWON Gaming,T1,9.0,7.0,86098.0,82303.0,5.0,2.0,1.0,2.0,2.0,0.0,11.0,6.0,3.0,0.0,2020,T1,KR,DK,KR,T1,KR,Blue
19979,LCK 2020 Spring,LCK,2020-02-05 11:33:00,KT Rolster,Gen.G,KT Rolster,11.0,2.0,52942.0,43176.0,4.0,0.0,1.0,0.0,1.0,1.0,9.0,3.0,1.0,0.0,2020,KT,KR,GEN,KR,KT,KR,Blue
19980,LCK 2020 Spring,LCK,2020-02-05 13:10:00,Gen.G,KT Rolster,Gen.G,8.0,0.0,49933.0,40106.0,4.0,0.0,1.0,0.0,2.0,0.0,9.0,2.0,2.0,0.0,2020,GEN,KR,KT,KR,GEN,KR,Blue
19981,LCK 2020 Spring,LCK,2020-02-05 13:54:00,KT Rolster,Gen.G,Gen.G,5.0,12.0,47845.0,56780.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,10.0,0.0,2.0,2020,KT,KR,GEN,KR,GEN,KR,Red
19982,LCK 2020 Spring,LCK,2020-02-06 07:48:00,SANDBOX Gaming,APK Prince,SANDBOX Gaming,16.0,4.0,43588.0,32962.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,2020,,NA,,NA,,NA,Blue
19983,LCK 2020 Spring,LCK,2020-02-06 08:42:00,APK Prince,SANDBOX Gaming,SANDBOX Gaming,5.0,21.0,42197.0,59345.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,2.0,2020,,NA,,NA,,NA,Red
19984,LCK 2020 Spring,LCK,2020-02-06 10:47:00,Griffin (Korean Team),Afreeca Freecs,Afreeca Freecs,11.0,10.0,77401.0,84652.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,8.0,1.0,1.0,2020,GRF,KR,KDF,KR,KDF,KR,Red
19985,LCK 2020 Spring,LCK,2020-02-06 12:03:00,Afreeca Freecs,Griffin (Korean Team),Afreeca Freecs,23.0,18.0,72867.0,62815.0,4.0,1.0,2.0,0.0,0.0,1.0,10.0,2.0,2.0,0.0,2020,KDF,KR,GRF,KR,KDF,KR,Blue
19989,LCK 2020 Spring,LCK,2020-02-07 07:23:00,Hanwha Life Esports,T1,Hanwha Life Esports,20.0,6.0,71588.0,60051.0,4.0,2.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,2020,HLE,KR,T1,KR,HLE,KR,Blue
19991,LCK 2020 Spring,LCK,2020-02-07 08:57:00,T1,Hanwha Life Esports,T1,7.0,4.0,51117.0,47928.0,2.0,2.0,1.0,0.0,1.0,1.0,10.0,6.0,2.0,0.0,2020,T1,KR,HLE,KR,T1,KR,Blue
19992,LCK 2020 Spring,LCK,2020-02-07 09:40:00,Hanwha Life Esports,T1,Hanwha Life Esports,16.0,10.0,71003.0,71956.0,4.0,2.0,1.0,1.0,2.0,0.0,8.0,6.0,1.0,0.0,2020,HLE,KR,T1,KR,HLE,KR,Blue
19995,LCK 2020 Spring,LCK,2020-02-07 11:00:00,DragonX,KT Rolster,KT Rolster,7.0,16.0,54220.0,63313.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,9.0,0.0,2.0,2020,,NA,KT,KR,KT,KR,Red
19997,LCK 2020 Spring,LCK,2020-02-07 12:27:00,KT Rolster,DragonX,DragonX,2.0,20.0,50478.0,65602.0,1.0,4.0,0.0,1.0,2.0,0.0,3.0,11.0,0.0,2.0,2020,KT,KR,,NA,,NA,Red
19999,LCK 2020 Spring,LCK,2020-02-07 13:25:00,DragonX,KT Rolster,DragonX,13.0,5.0,66593.0,59313.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,4.0,3.0,0.0,2020,,NA,KT,KR,,NA,Blue
20012,LCK 2020 Spring,LCK,2020-02-08 06:53:00,APK Prince,DAMWON Gaming,DAMWON Gaming,15.0,12.0,57011.0,56169.0,4.0,1.0,1.0,0.0,2.0,0.0,5.0,8.0,1.0,1.0,2020,,NA,DK,KR,DK,KR,Red
20015,LCK 2020 Spring,LCK,2020-02-08 08:44:00,DAMWON Gaming,APK Prince,DAMWON Gaming,24.0,8.0,57883.0,43797.0,3.0,1.0,0.0,0.0,2.0,0.0,10.0,1.0,1.0,0.0,2020,DK,KR,,NA,DK,KR,Blue
20018,LCK 2020 Spring,LCK,2020-02-08 10:09:00,Gen.G,Griffin (Korean Team),Gen.G,8.0,0.0,52442.0,42628.0,4.0,0.0,1.0,0.0,2.0,0.0,11.0,3.0,3.0,0.0,2020,GEN,KR,GRF,KR,GEN,KR,Blue
20022,LCK 2020 Spring,LCK,2020-02-08 11:38:00,Griffin (Korean Team),Gen.G,Gen.G,7.0,13.0,60596.0,69944.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,10.0,0.0,2.0,2020,GRF,KR,GEN,KR,GEN,KR,Red
20044,LCK 2020 Spring,LCK,2020-02-09 07:27:00,SANDBOX Gaming,DragonX,SANDBOX Gaming,13.0,5.0,67176.0,55803.0,2.0,3.0,2.0,0.0,1.0,1.0,10.0,1.0,2.0,0.0,2020,,NA,,NA,,NA,Blue
20045,LCK 2020 Spring,LCK,2020-02-09 08:48:00,DragonX,SANDBOX Gaming,DragonX,17.0,9.0,61927.0,52815.0,1.0,3.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,2020,,NA,,NA,,NA,Blue
20047,LCK 2020 Spring,LCK,2020-02-09 09:44:00,SANDBOX Gaming,DragonX,DragonX,8.0,18.0,75240.0,86315.0,4.0,3.0,0.0,2.0,0.0,2.0,5.0,10.0,2.0,2.0,2020,,NA,,NA,,NA,Red
20050,LCK 2020 Spring,LCK,2020-02-09 11:03:00,Afreeca Freecs,Hanwha Life Esports,Hanwha Life Esports,8.0,18.0,54042.0,60724.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,7.0,0.0,1.0,2020,KDF,KR,HLE,KR,HLE,KR,Red
20053,LCK 2020 Spring,LCK,2020-02-09 12:31:00,Hanwha Life Esports,Afreeca Freecs,Afreeca Freecs,4.0,16.0,42056.0,52830.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,9.0,0.0,1.0,2020,HLE,KR,KDF,KR,KDF,KR,Red
20056,LCK 2020 Spring,LCK,2020-02-09 13:22:00,Afreeca Freecs,Hanwha Life Esports,Afreeca Freecs,15.0,10.0,69249.0,60167.0,4.0,2.0,2.0,0.0,2.0,0.0,11.0,1.0,3.0,0.0,2020,KDF,KR,HLE,KR,KDF,KR,Blue
20077,LCK 2020 Spring,LCK,2020-02-12 07:05:00,APK Prince,Afreeca Freecs,Afreeca Freecs,12.0,13.0,67474.0,71738.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,7.0,0.0,1.0,2020,,NA,KDF,KR,KDF,KR,Red
20078,LCK 2020 Spring,LCK,2020-02-12 09:06:00,Afreeca Freecs,APK Prince,APK Prince,4.0,17.0,56486.0,69499.0,1.0,4.0,0.0,2.0,0.0,2.0,3.0,11.0,0.0,3.0,2020,KDF,KR,,NA,,NA,Red
20079,LCK 2020 Spring,LCK,2020-02-12 09:55:00,APK Prince,Afreeca Freecs,Afreeca Freecs,2.0,12.0,41144.0,52400.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,1.0,2020,,NA,KDF,KR,KDF,KR,Red
20080,LCK 2020 Spring,LCK,2020-02-12 10:52:00,Griffin (Korean Team),SANDBOX Gaming,SANDBOX Gaming,3.0,9.0,59961.0,69956.0,1.0,5.0,0.0,1.0,2.0,0.0,3.0,10.0,0.0,2.0,2020,GRF,KR,,NA,,NA,Red
20081,LCK 2020 Spring,LCK,2020-02-12 12:29:00,SANDBOX Gaming,Griffin (Korean Team),Griffin (Korean Team),16.0,21.0,66543.0,69845.0,4.0,2.0,0.0,0.0,1.0,1.0,5.0,8.0,0.0,1.0,2020,,NA,GRF,KR,GRF,KR,Red
20082,LCK 2020 Spring,LCK,2020-02-12 13:31:00,Griffin (Korean Team),SANDBOX Gaming,Griffin (Korean Team),12.0,3.0,62849.0,58366.0,3.0,1.0,1.0,0.0,1.0,1.0,7.0,4.0,1.0,0.0,2020,GRF,KR,,NA,GRF,KR,Blue
20083,LCK 2020 Spring,LCK,2020-02-13 07:52:00,KT Rolster,T1,T1,3.0,12.0,49632.0,60148.0,1.0,4.0,0.0,1.0,2.0,0.0,2.0,11.0,0.0,3.0,2020,KT,KR,T1,KR,T1,KR,Red
20084,LCK 2020 Spring,LCK,2020-02-13 08:43:00,T1,KT Rolster,T1,9.0,3.0,52274.0,40689.0,3.0,0.0,1.0,0.0,1.0,1.0,10.0,2.0,2.0,0.0,2020,T1,KR,KT,KR,T1,KR,Blue
20085,LCK 2020 Spring,LCK,2020-02-13 09:38:00,DragonX,Hanwha Life Esports,DragonX,11.0,3.0,48342.0,37499.0,3.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,2020,,NA,HLE,KR,,NA,Blue
20086,LCK 2020 Spring,LCK,2020-02-13 11:32:00,Hanwha Life Esports,DragonX,DragonX,10.0,23.0,47786.0,59563.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,8.0,0.0,1.0,2020,HLE,KR,,NA,,NA,Red
20088,LCK 2020 Spring,LCK,2020-02-14 05:50:00,DAMWON Gaming,Gen.G,Gen.G,0.0,7.0,49286.0,57016.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,8.0,0.0,1.0,2020,DK,KR,GEN,KR,GEN,KR,Red
20092,LCK 2020 Spring,LCK,2020-02-14 08:45:00,Gen.G,DAMWON Gaming,Gen.G,19.0,5.0,56748.0,45407.0,3.0,1.0,1.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2020,GEN,KR,DK,KR,GEN,KR,Blue
20093,LCK 2020 Spring,LCK,2020-02-14 09:36:00,Griffin (Korean Team),APK Prince,Griffin (Korean Team),16.0,6.0,70059.0,63665.0,4.0,3.0,0.0,0.0,0.0,2.0,7.0,3.0,1.0,0.0,2020,GRF,KR,,NA,GRF,KR,Blue
20096,LCK 2020 Spring,LCK,2020-02-14 11:59:00,APK Prince,Griffin (Korean Team),APK Prince,26.0,21.0,71199.0,68478.0,4.0,2.0,0.0,2.0,2.0,0.0,9.0,4.0,3.0,0.0,2020,,NA,GRF,KR,,NA,Blue
20098,LCK 2020 Spring,LCK,2020-02-14 12:53:00,Griffin (Korean Team),APK Prince,Griffin (Korean Team),13.0,9.0,79631.0,78190.0,5.0,3.0,0.0,2.0,1.0,0.0,7.0,6.0,1.0,0.0,2020,GRF,KR,,NA,GRF,KR,Blue
20113,LCK 2020 Spring,LCK,2020-02-15 07:46:00,Afreeca Freecs,DragonX,Afreeca Freecs,14.0,4.0,67465.0,58488.0,2.0,3.0,2.0,0.0,1.0,0.0,10.0,3.0,3.0,0.0,2020,KDF,KR,,NA,KDF,KR,Blue
20115,LCK 2020 Spring,LCK,2020-02-15 08:50:00,DragonX,Afreeca Freecs,DragonX,11.0,12.0,62217.0,54781.0,1.0,3.0,1.0,0.0,2.0,0.0,9.0,3.0,1.0,0.0,2020,,NA,KDF,KR,,NA,Blue
20118,LCK 2020 Spring,LCK,2020-02-15 09:51:00,Afreeca Freecs,DragonX,DragonX,3.0,8.0,41979.0,46251.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,7.0,0.0,1.0,2020,KDF,KR,,NA,,NA,Red
20120,LCK 2020 Spring,LCK,2020-02-15 10:37:00,Hanwha Life Esports,SANDBOX Gaming,Hanwha Life Esports,24.0,12.0,78324.0,73333.0,4.0,2.0,1.0,1.0,1.0,1.0,8.0,5.0,1.0,1.0,2020,HLE,KR,,NA,HLE,KR,Blue
20125,LCK 2020 Spring,LCK,2020-02-15 12:20:00,SANDBOX Gaming,Hanwha Life Esports,Hanwha Life Esports,16.0,14.0,79465.0,78846.0,3.0,4.0,1.0,2.0,2.0,0.0,6.0,7.0,0.0,1.0,2020,,NA,HLE,KR,HLE,KR,Red
20145,LCK 2020 Spring,LCK,2020-02-16 06:06:00,DAMWON Gaming,KT Rolster,DAMWON Gaming,17.0,2.0,58878.0,43020.0,4.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,3.0,0.0,2020,DK,KR,KT,KR,DK,KR,Blue
20146,LCK 2020 Spring,LCK,2020-02-16 08:40:00,KT Rolster,DAMWON Gaming,DAMWON Gaming,7.0,13.0,52976.0,62235.0,1.0,4.0,0.0,2.0,0.0,2.0,6.0,9.0,0.0,1.0,2020,KT,KR,DK,KR,DK,KR,Red
20148,LCK 2020 Spring,LCK,2020-02-16 10:35:00,T1,Gen.G,T1,12.0,4.0,74385.0,67749.0,5.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,0.0,2020,T1,KR,GEN,KR,T1,KR,Blue
20153,LCK 2020 Spring,LCK,2020-02-16 12:02:00,Gen.G,T1,Gen.G,8.0,1.0,56886.0,47145.0,3.0,1.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,2020,GEN,KR,T1,KR,GEN,KR,Blue
20156,LCK 2020 Spring,LCK,2020-02-16 12:54:00,T1,Gen.G,T1,9.0,4.0,66853.0,63363.0,4.0,2.0,0.0,0.0,2.0,0.0,8.0,3.0,1.0,0.0,2020,T1,KR,GEN,KR,T1,KR,Blue
20168,LCK 2020 Spring,LCK,2020-02-19 06:49:00,Gen.G,Hanwha Life Esports,Gen.G,16.0,4.0,62580.0,49778.0,4.0,0.0,1.0,0.0,2.0,0.0,9.0,1.0,1.0,0.0,2020,GEN,KR,HLE,KR,GEN,KR,Blue
20169,LCK 2020 Spring,LCK,2020-02-19 08:44:00,Hanwha Life Esports,Gen.G,Gen.G,4.0,20.0,42723.0,55875.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,11.0,0.0,3.0,2020,HLE,KR,GEN,KR,GEN,KR,Red
20170,LCK 2020 Spring,LCK,2020-02-19 10:40:00,DragonX,T1,T1,6.0,19.0,55026.0,64255.0,1.0,4.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,2.0,2020,,NA,T1,KR,T1,KR,Red
20171,LCK 2020 Spring,LCK,2020-02-19 11:44:00,T1,DragonX,DragonX,5.0,15.0,53546.0,67569.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,3.0,2020,T1,KR,,NA,,NA,Red
20172,LCK 2020 Spring,LCK,2020-02-19 12:42:00,DragonX,T1,T1,3.0,14.0,58927.0,64060.0,2.0,3.0,1.0,0.0,1.0,1.0,5.0,7.0,0.0,1.0,2020,,NA,T1,KR,T1,KR,Red
20173,LCK 2020 Spring,LCK,2020-02-20 07:40:00,Griffin (Korean Team),DAMWON Gaming,Griffin (Korean Team),13.0,1.0,66378.0,55738.0,5.0,0.0,2.0,0.0,1.0,0.0,10.0,4.0,1.0,0.0,2020,GRF,KR,DK,KR,GRF,KR,Blue
20174,LCK 2020 Spring,LCK,2020-02-20 08:45:00,DAMWON Gaming,Griffin (Korean Team),DAMWON Gaming,6.0,2.0,54451.0,43157.0,3.0,1.0,1.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2020,DK,KR,GRF,KR,DK,KR,Blue
20175,LCK 2020 Spring,LCK,2020-02-20 09:38:00,Griffin (Korean Team),DAMWON Gaming,DAMWON Gaming,5.0,12.0,45843.0,54972.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,2.0,2020,GRF,KR,DK,KR,DK,KR,Red
20176,LCK 2020 Spring,LCK,2020-02-20 10:39:00,KT Rolster,APK Prince,APK Prince,10.0,14.0,64678.0,70044.0,3.0,4.0,0.0,1.0,2.0,0.0,5.0,6.0,0.0,1.0,2020,KT,KR,,NA,,NA,Red
20177,LCK 2020 Spring,LCK,2020-02-20 12:10:00,APK Prince,KT Rolster,APK Prince,13.0,6.0,60410.0,54405.0,3.0,2.0,1.0,0.0,1.0,1.0,8.0,4.0,1.0,0.0,2020,,NA,KT,KR,,NA,Blue
20181,LCK 2020 Spring,LCK,2020-02-21 07:19:00,SANDBOX Gaming,Afreeca Freecs,Afreeca Freecs,11.0,17.0,73702.0,77965.0,2.0,4.0,2.0,1.0,1.0,1.0,6.0,8.0,0.0,1.0,2020,,NA,KDF,KR,KDF,KR,Red
20183,LCK 2020 Spring,LCK,2020-02-21 09:00:00,Afreeca Freecs,SANDBOX Gaming,SANDBOX Gaming,7.0,13.0,53580.0,62019.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,1.0,2020,KDF,KR,,NA,,NA,Red
20184,LCK 2020 Spring,LCK,2020-02-21 09:52:00,SANDBOX Gaming,Afreeca Freecs,Afreeca Freecs,6.0,16.0,48441.0,58055.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,8.0,0.0,1.0,2020,,NA,KDF,KR,KDF,KR,Red
20186,LCK 2020 Spring,LCK,2020-02-21 11:26:00,DragonX,Gen.G,DragonX,11.0,2.0,67574.0,57337.0,4.0,1.0,1.0,0.0,2.0,0.0,10.0,3.0,3.0,0.0,2020,,NA,GEN,KR,,NA,Blue
20188,LCK 2020 Spring,LCK,2020-02-21 12:27:00,Gen.G,DragonX,Gen.G,19.0,3.0,60911.0,49179.0,3.0,1.0,1.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2020,GEN,KR,,NA,GEN,KR,Blue
20190,LCK 2020 Spring,LCK,2020-02-21 13:23:00,DragonX,Gen.G,Gen.G,8.0,26.0,50682.0,60741.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,7.0,0.0,1.0,2020,,NA,GEN,KR,GEN,KR,Red
20200,LCK 2020 Spring,LCK,2020-02-22 06:09:00,Hanwha Life Esports,Griffin (Korean Team),Hanwha Life Esports,11.0,5.0,66155.0,56529.0,5.0,1.0,2.0,0.0,1.0,1.0,9.0,3.0,2.0,0.0,2020,HLE,KR,GRF,KR,HLE,KR,Blue
20203,LCK 2020 Spring,LCK,2020-02-22 08:46:00,Griffin (Korean Team),Hanwha Life Esports,Griffin (Korean Team),12.0,4.0,71525.0,58641.0,6.0,0.0,0.0,1.0,2.0,0.0,9.0,1.0,1.0,0.0,2020,GRF,KR,HLE,KR,GRF,KR,Blue
20205,LCK 2020 Spring,LCK,2020-02-22 09:53:00,Hanwha Life Esports,Griffin (Korean Team),Hanwha Life Esports,19.0,6.0,56578.0,43530.0,4.0,0.0,1.0,0.0,2.0,0.0,9.0,1.0,1.0,0.0,2020,HLE,KR,GRF,KR,HLE,KR,Blue
20207,LCK 2020 Spring,LCK,2020-02-22 10:34:00,APK Prince,T1,T1,5.0,10.0,50083.0,57132.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,9.0,0.0,2.0,2020,,NA,T1,KR,T1,KR,Red
20211,LCK 2020 Spring,LCK,2020-02-22 12:10:00,T1,APK Prince,T1,17.0,7.0,71020.0,58242.0,1.0,4.0,1.0,0.0,0.0,1.0,10.0,2.0,2.0,0.0,2020,T1,KR,,NA,T1,KR,Blue
20236,LCK 2020 Spring,LCK,2020-02-23 06:08:00,Afreeca Freecs,KT Rolster,KT Rolster,3.0,23.0,49244.0,63084.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,10.0,0.0,1.0,2020,KDF,KR,KT,KR,KT,KR,Red
20239,LCK 2020 Spring,LCK,2020-02-23 08:46:00,KT Rolster,Afreeca Freecs,Afreeca Freecs,6.0,19.0,58023.0,68261.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,8.0,0.0,1.0,2020,KT,KR,KDF,KR,KDF,KR,Red
20241,LCK 2020 Spring,LCK,2020-02-23 09:44:00,Afreeca Freecs,KT Rolster,KT Rolster,5.0,15.0,57177.0,67312.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,9.0,0.0,2.0,2020,KDF,KR,KT,KR,KT,KR,Red
20246,LCK 2020 Spring,LCK,2020-02-23 11:01:00,SANDBOX Gaming,DAMWON Gaming,SANDBOX Gaming,12.0,5.0,55867.0,51188.0,3.0,2.0,0.0,1.0,0.0,1.0,7.0,3.0,1.0,0.0,2020,,NA,DK,KR,,NA,Blue
20250,LCK 2020 Spring,LCK,2020-02-23 12:21:00,DAMWON Gaming,SANDBOX Gaming,SANDBOX Gaming,10.0,23.0,61338.0,65367.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,9.0,0.0,3.0,2020,DK,KR,,NA,,NA,Red
