,Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
6652,LCK 2016 Summer,LCK,2016-06-07 12:17:00,CJ Entus,Longzhu Gaming,CJ Entus,10.0,6.0,87700.0,78700.0,3.0,2.0,2.0,1.0,1.0,0.0,11.0,6.0,,,2016,CJ,KR,LZ,KR,CJ,KR,Blue
6653,LCK 2016 Summer,LCK,2016-06-07 13:37:00,Longzhu Gaming,CJ Entus,CJ Entus,6.0,11.0,61400.0,73300.0,0.0,5.0,0.0,2.0,0.0,0.0,4.0,11.0,,,2016,LZ,KR,CJ,KR,CJ,KR,Red
6654,LCK 2016 Summer,LCK,2016-06-08 07:53:00,Samsung Galaxy,Jin Air Green Wings,Samsung Galaxy,9.0,2.0,93600.0,85700.0,4.0,0.0,2.0,1.0,0.0,0.0,11.0,5.0,,,2016,SSG,KR,JAG,KR,SSG,KR,Blue
6656,LCK 2016 Summer,LCK,2016-06-08 09:05:00,Jin Air Green Wings,Samsung Galaxy,Samsung Galaxy,13.0,17.0,82400.0,84300.0,2.0,3.0,2.0,1.0,1.0,0.0,6.0,7.0,,,2016,JAG,KR,SSG,KR,SSG,KR,Red
6658,LCK 2016 Summer,LCK,2016-06-08 10:43:00,KT Rolster,ROX Tigers,ROX Tigers,1.0,9.0,51300.0,67800.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,10.0,,,2016,KT,KR,ROX,KR,ROX,KR,Red
6659,LCK 2016 Summer,LCK,2016-06-08 11:53:00,ROX Tigers,KT Rolster,KT Rolster,14.0,23.0,70100.0,82200.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,9.0,,,2016,ROX,KR,KT,KR,KT,KR,Red
6660,LCK 2016 Summer,LCK,2016-06-08 13:00:00,KT Rolster,ROX Tigers,ROX Tigers,4.0,13.0,54600.0,66300.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,11.0,,,2016,KT,KR,ROX,KR,ROX,KR,Red
6668,LCK 2016 Summer,LCK,2016-06-09 10:54:00,ESC Ever,Longzhu Gaming,Longzhu Gaming,1.0,16.0,58400.0,75500.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,11.0,,,2016,ESC,KR,LZ,KR,LZ,KR,Red
6671,LCK 2016 Summer,LCK,2016-06-09 12:01:00,Longzhu Gaming,ESC Ever,Longzhu Gaming,13.0,2.0,63300.0,46400.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,,,2016,LZ,KR,ESC,KR,LZ,KR,Blue
6690,LCK 2016 Summer,LCK,2016-06-10 07:38:00,CJ Entus,Jin Air Green Wings,Jin Air Green Wings,4.0,10.0,64400.0,77600.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,9.0,,,2016,CJ,KR,JAG,KR,JAG,KR,Red
6692,LCK 2016 Summer,LCK,2016-06-10 09:01:00,Jin Air Green Wings,CJ Entus,Jin Air Green Wings,3.0,3.0,75100.0,70800.0,2.0,2.0,1.0,1.0,1.0,0.0,11.0,5.0,,,2016,JAG,KR,CJ,KR,JAG,KR,Blue
6696,LCK 2016 Summer,LCK,2016-06-10 10:53:00,KT Rolster,Afreeca Freecs,KT Rolster,21.0,10.0,70000.0,54400.0,4.0,0.0,2.0,0.0,1.0,0.0,11.0,4.0,,,2016,KT,KR,KDF,KR,KT,KR,Blue
6701,LCK 2016 Summer,LCK,2016-06-10 11:53:00,Afreeca Freecs,KT Rolster,KT Rolster,7.0,17.0,52300.0,69100.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,10.0,,,2016,KDF,KR,KT,KR,KT,KR,Red
6720,LCK 2016 Summer,LCK,2016-06-11 04:51:00,MVP,ESC Ever,MVP,11.0,6.0,89900.0,80200.0,3.0,2.0,2.0,0.0,1.0,0.0,11.0,5.0,,,2016,MVP,KR,ESC,KR,MVP,KR,Blue
6723,LCK 2016 Summer,LCK,2016-06-11 06:10:00,ESC Ever,MVP,MVP,5.0,18.0,54600.0,64800.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,7.0,,,2016,ESC,KR,MVP,KR,MVP,KR,Red
6726,LCK 2016 Summer,LCK,2016-06-11 07:53:00,SK Telecom T1,Samsung Galaxy,SK Telecom T1,14.0,4.0,60100.0,50100.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,4.0,,,2016,T1,KR,SSG,KR,T1,KR,Blue
6727,LCK 2016 Summer,LCK,2016-06-11 08:48:00,Samsung Galaxy,SK Telecom T1,SK Telecom T1,6.0,18.0,62700.0,74400.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,9.0,,,2016,SSG,KR,T1,KR,T1,KR,Red
6793,LCK 2016 Summer,LCK,2016-06-13 10:41:00,SK Telecom T1,MVP,SK Telecom T1,18.0,0.0,48900.0,28400.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,,,2016,T1,KR,MVP,KR,T1,KR,Blue
6794,LCK 2016 Summer,LCK,2016-06-13 11:44:00,MVP,SK Telecom T1,SK Telecom T1,5.0,13.0,43700.0,60200.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,,,2016,MVP,KR,T1,KR,T1,KR,Red
6802,LCK 2016 Summer,LCK,2016-06-14 10:38:00,Jin Air Green Wings,Afreeca Freecs,Jin Air Green Wings,11.0,6.0,82400.0,73000.0,4.0,1.0,1.0,0.0,0.0,1.0,11.0,2.0,,,2016,JAG,KR,KDF,KR,JAG,KR,Blue
6805,LCK 2016 Summer,LCK,2016-06-14 12:01:00,Afreeca Freecs,Jin Air Green Wings,Jin Air Green Wings,12.0,11.0,75600.0,73500.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,11.0,,,2016,KDF,KR,JAG,KR,JAG,KR,Red
6807,LCK 2016 Summer,LCK,2016-06-15 07:51:00,ROX Tigers,CJ Entus,CJ Entus,6.0,24.0,65400.0,75500.0,1.0,3.0,1.0,2.0,1.0,0.0,4.0,11.0,,,2016,ROX,KR,CJ,KR,CJ,KR,Red
6808,LCK 2016 Summer,LCK,2016-06-15 08:56:00,CJ Entus,ROX Tigers,ROX Tigers,13.0,18.0,68100.0,81700.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,11.0,,,2016,CJ,KR,ROX,KR,ROX,KR,Red
6810,LCK 2016 Summer,LCK,2016-06-15 09:58:00,ROX Tigers,CJ Entus,ROX Tigers,20.0,4.0,59300.0,40400.0,2.0,1.0,1.0,0.0,1.0,0.0,11.0,2.0,,,2016,ROX,KR,CJ,KR,ROX,KR,Blue
6812,LCK 2016 Summer,LCK,2016-06-15 10:40:00,Samsung Galaxy,Longzhu Gaming,Longzhu Gaming,4.0,13.0,112000.0,118900.0,3.0,4.0,1.0,2.0,0.0,1.0,7.0,10.0,,,2016,SSG,KR,LZ,KR,LZ,KR,Red
6813,LCK 2016 Summer,LCK,2016-06-15 12:26:00,Longzhu Gaming,Samsung Galaxy,Longzhu Gaming,18.0,5.0,73700.0,58400.0,2.0,1.0,2.0,0.0,1.0,0.0,11.0,1.0,,,2016,LZ,KR,SSG,KR,LZ,KR,Blue
6821,LCK 2016 Summer,LCK,2016-06-16 10:42:00,Afreeca Freecs,ESC Ever,ESC Ever,15.0,20.0,98400.0,106000.0,2.0,3.0,1.0,1.0,0.0,0.0,6.0,8.0,,,2016,KDF,KR,ESC,KR,ESC,KR,Red
6825,LCK 2016 Summer,LCK,2016-06-16 12:20:00,ESC Ever,Afreeca Freecs,ESC Ever,12.0,0.0,72800.0,51700.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,,,2016,ESC,KR,KDF,KR,ESC,KR,Blue
6848,LCK 2016 Summer,LCK,2016-06-17 07:59:00,Jin Air Green Wings,SK Telecom T1,Jin Air Green Wings,11.0,4.0,62900.0,56200.0,2.0,2.0,1.0,0.0,0.0,1.0,8.0,4.0,,,2016,JAG,KR,T1,KR,JAG,KR,Blue
6849,LCK 2016 Summer,LCK,2016-06-17 08:51:00,SK Telecom T1,Jin Air Green Wings,SK Telecom T1,12.0,3.0,65500.0,47100.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,,,2016,T1,KR,JAG,KR,T1,KR,Blue
6852,LCK 2016 Summer,LCK,2016-06-17 09:44:00,Jin Air Green Wings,SK Telecom T1,Jin Air Green Wings,14.0,4.0,70700.0,65600.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,,,2016,JAG,KR,T1,KR,JAG,KR,Blue
6855,LCK 2016 Summer,LCK,2016-06-17 11:01:00,ROX Tigers,Longzhu Gaming,ROX Tigers,9.0,9.0,73500.0,74700.0,1.0,4.0,1.0,1.0,0.0,0.0,7.0,7.0,,,2016,ROX,KR,LZ,KR,ROX,KR,Blue
6859,LCK 2016 Summer,LCK,2016-06-17 12:16:00,Longzhu Gaming,ROX Tigers,ROX Tigers,6.0,16.0,44600.0,58100.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,10.0,,,2016,LZ,KR,ROX,KR,ROX,KR,Red
6884,LCK 2016 Summer,LCK,2016-06-18 06:12:00,ESC Ever,KT Rolster,KT Rolster,9.0,19.0,50500.0,66800.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,11.0,,,2016,ESC,KR,KT,KR,KT,KR,Red
6886,LCK 2016 Summer,LCK,2016-06-18 07:01:00,KT Rolster,ESC Ever,KT Rolster,14.0,3.0,60000.0,43700.0,4.0,0.0,1.0,0.0,1.0,0.0,11.0,2.0,,,2016,KT,KR,ESC,KR,KT,KR,Blue
6888,LCK 2016 Summer,LCK,2016-06-18 08:02:00,CJ Entus,Samsung Galaxy,Samsung Galaxy,18.0,22.0,79400.0,89300.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,11.0,,,2016,CJ,KR,SSG,KR,SSG,KR,Red
6891,LCK 2016 Summer,LCK,2016-06-18 09:23:00,Samsung Galaxy,CJ Entus,CJ Entus,2.0,11.0,66600.0,83200.0,2.0,4.0,0.0,2.0,0.0,1.0,2.0,11.0,,,2016,SSG,KR,CJ,KR,CJ,KR,Red
6895,LCK 2016 Summer,LCK,2016-06-18 10:32:00,CJ Entus,Samsung Galaxy,Samsung Galaxy,10.0,11.0,67200.0,74800.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,10.0,,,2016,CJ,KR,SSG,KR,SSG,KR,Red
6955,LCK 2016 Summer,LCK,2016-06-20 10:34:00,Jin Air Green Wings,MVP,MVP,2.0,9.0,53600.0,67300.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,11.0,,,2016,JAG,KR,MVP,KR,MVP,KR,Red
6957,LCK 2016 Summer,LCK,2016-06-20 11:52:00,MVP,Jin Air Green Wings,MVP,9.0,5.0,74800.0,57800.0,3.0,2.0,2.0,0.0,0.0,0.0,11.0,1.0,,,2016,MVP,KR,JAG,KR,MVP,KR,Blue
6965,LCK 2016 Summer,LCK,2016-06-21 10:30:00,Samsung Galaxy,KT Rolster,KT Rolster,0.0,15.0,56100.0,69300.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,9.0,,,2016,SSG,KR,KT,KR,KT,KR,Red
6968,LCK 2016 Summer,LCK,2016-06-21 12:20:00,KT Rolster,Samsung Galaxy,KT Rolster,26.0,14.0,104600.0,96900.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,5.0,,,2016,KT,KR,SSG,KR,KT,KR,Blue
6970,LCK 2016 Summer,LCK,2016-06-22 07:50:00,SK Telecom T1,Afreeca Freecs,Afreeca Freecs,0.0,13.0,38000.0,54700.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,,,2016,T1,KR,KDF,KR,KDF,KR,Red
6971,LCK 2016 Summer,LCK,2016-06-22 08:44:00,Afreeca Freecs,SK Telecom T1,Afreeca Freecs,17.0,6.0,66900.0,58700.0,3.0,1.0,1.0,1.0,0.0,0.0,9.0,4.0,,,2016,KDF,KR,T1,KR,KDF,KR,Blue
6974,LCK 2016 Summer,LCK,2016-06-22 10:35:00,MVP,CJ Entus,MVP,11.0,0.0,60300.0,47100.0,2.0,2.0,1.0,0.0,0.0,1.0,11.0,2.0,,,2016,MVP,KR,CJ,KR,MVP,KR,Blue
6976,LCK 2016 Summer,LCK,2016-06-22 11:49:00,CJ Entus,MVP,MVP,7.0,15.0,48400.0,59600.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,9.0,,,2016,CJ,KR,MVP,KR,MVP,KR,Red
6983,LCK 2016 Summer,LCK,2016-06-23 10:53:00,Jin Air Green Wings,ROX Tigers,ROX Tigers,1.0,11.0,46300.0,57800.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,10.0,,,2016,JAG,KR,ROX,KR,ROX,KR,Red
6985,LCK 2016 Summer,LCK,2016-06-23 11:48:00,ROX Tigers,Jin Air Green Wings,ROX Tigers,15.0,5.0,71000.0,58800.0,3.0,2.0,1.0,0.0,1.0,0.0,9.0,2.0,,,2016,ROX,KR,JAG,KR,ROX,KR,Blue
7003,LCK 2016 Summer,LCK,2016-06-24 07:56:00,ESC Ever,Samsung Galaxy,ESC Ever,10.0,1.0,82900.0,65300.0,3.0,1.0,2.0,0.0,0.0,0.0,11.0,1.0,,,2016,ESC,KR,SSG,KR,ESC,KR,Blue
7005,LCK 2016 Summer,LCK,2016-06-24 09:12:00,Samsung Galaxy,ESC Ever,Samsung Galaxy,13.0,1.0,86600.0,68800.0,4.0,0.0,1.0,1.0,1.0,0.0,10.0,1.0,,,2016,SSG,KR,ESC,KR,SSG,KR,Blue
7009,LCK 2016 Summer,LCK,2016-06-24 10:11:00,ESC Ever,Samsung Galaxy,Samsung Galaxy,10.0,19.0,66900.0,87300.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,11.0,,,2016,ESC,KR,SSG,KR,SSG,KR,Red
7012,LCK 2016 Summer,LCK,2016-06-24 11:11:00,Longzhu Gaming,SK Telecom T1,SK Telecom T1,7.0,8.0,68100.0,81700.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,11.0,,,2016,LZ,KR,T1,KR,T1,KR,Red
7017,LCK 2016 Summer,LCK,2016-06-24 12:39:00,SK Telecom T1,Longzhu Gaming,SK Telecom T1,13.0,6.0,75100.0,66700.0,3.0,1.0,1.0,0.0,0.0,1.0,7.0,4.0,,,2016,T1,KR,LZ,KR,T1,KR,Blue
7037,LCK 2016 Summer,LCK,2016-06-25 04:58:00,CJ Entus,KT Rolster,KT Rolster,7.0,17.0,51200.0,67400.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,11.0,,,2016,CJ,KR,KT,KR,KT,KR,Red
7039,LCK 2016 Summer,LCK,2016-06-25 05:57:00,KT Rolster,CJ Entus,CJ Entus,3.0,8.0,59600.0,69900.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,9.0,,,2016,KT,KR,CJ,KR,CJ,KR,Red
7041,LCK 2016 Summer,LCK,2016-06-25 06:55:00,CJ Entus,KT Rolster,KT Rolster,13.0,15.0,90400.0,93600.0,4.0,1.0,1.0,1.0,0.0,0.0,8.0,9.0,,,2016,CJ,KR,KT,KR,KT,KR,Red
7044,LCK 2016 Summer,LCK,2016-06-25 08:21:00,ROX Tigers,Afreeca Freecs,ROX Tigers,19.0,10.0,68700.0,53000.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,,,2016,ROX,KR,KDF,KR,ROX,KR,Blue
7047,LCK 2016 Summer,LCK,2016-06-25 09:37:00,Afreeca Freecs,ROX Tigers,ROX Tigers,10.0,22.0,62000.0,71700.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,9.0,,,2016,KDF,KR,ROX,KR,ROX,KR,Red
7114,LCK 2016 Summer,LCK,2016-06-27 10:31:00,MVP,Longzhu Gaming,MVP,13.0,13.0,107300.0,99300.0,3.0,3.0,2.0,1.0,0.0,0.0,10.0,5.0,,,2016,MVP,KR,LZ,KR,MVP,KR,Blue
7115,LCK 2016 Summer,LCK,2016-06-27 12:16:00,Longzhu Gaming,MVP,MVP,13.0,15.0,77200.0,83700.0,1.0,5.0,2.0,0.0,0.0,0.0,6.0,10.0,,,2016,LZ,KR,MVP,KR,MVP,KR,Red
7123,LCK 2016 Summer,LCK,2016-06-28 10:31:00,KT Rolster,Jin Air Green Wings,Jin Air Green Wings,17.0,12.0,128400.0,119900.0,4.0,2.0,2.0,1.0,1.0,0.0,8.0,7.0,,,2016,KT,KR,JAG,KR,JAG,KR,Red
7127,LCK 2016 Summer,LCK,2016-06-28 13:51:00,Jin Air Green Wings,KT Rolster,KT Rolster,3.0,7.0,63100.0,76300.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,11.0,,,2016,JAG,KR,KT,KR,KT,KR,Red
7128,LCK 2016 Summer,LCK,2016-06-28 14:56:00,KT Rolster,Jin Air Green Wings,KT Rolster,14.0,10.0,94900.0,90900.0,4.0,1.0,1.0,2.0,0.0,0.0,8.0,8.0,,,2016,KT,KR,JAG,KR,KT,KR,Blue
7129,LCK 2016 Summer,LCK,2016-06-29 07:56:00,Afreeca Freecs,MVP,Afreeca Freecs,13.0,4.0,59300.0,44100.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,,,2016,KDF,KR,MVP,KR,KDF,KR,Blue
7130,LCK 2016 Summer,LCK,2016-06-29 08:49:00,MVP,Afreeca Freecs,MVP,21.0,16.0,53000.0,50700.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,,,2016,MVP,KR,KDF,KR,MVP,KR,Blue
7132,LCK 2016 Summer,LCK,2016-06-29 09:38:00,Afreeca Freecs,MVP,Afreeca Freecs,21.0,12.0,61500.0,43000.0,1.0,2.0,1.0,0.0,1.0,0.0,11.0,1.0,,,2016,KDF,KR,MVP,KR,KDF,KR,Blue
7134,LCK 2016 Summer,LCK,2016-06-29 10:22:00,SK Telecom T1,ESC Ever,ESC Ever,4.0,17.0,62200.0,75700.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,10.0,,,2016,T1,KR,ESC,KR,ESC,KR,Red
7135,LCK 2016 Summer,LCK,2016-06-29 11:55:00,ESC Ever,SK Telecom T1,SK Telecom T1,10.0,10.0,52300.0,61800.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,8.0,,,2016,ESC,KR,T1,KR,T1,KR,Red
7136,LCK 2016 Summer,LCK,2016-06-29 12:57:00,SK Telecom T1,ESC Ever,ESC Ever,3.0,11.0,61800.0,78000.0,0.0,5.0,0.0,3.0,1.0,0.0,2.0,11.0,,,2016,T1,KR,ESC,KR,ESC,KR,Red
7216,LCK 2016 Summer,LCK,2016-07-04 10:32:00,Afreeca Freecs,KT Rolster,KT Rolster,9.0,15.0,73400.0,83000.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,10.0,,,2016,KDF,KR,KT,KR,KT,KR,Red
7219,LCK 2016 Summer,LCK,2016-07-04 12:08:00,KT Rolster,Afreeca Freecs,Afreeca Freecs,5.0,14.0,58000.0,69500.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,9.0,,,2016,KT,KR,KDF,KR,KDF,KR,Red
7221,LCK 2016 Summer,LCK,2016-07-04 13:11:00,Afreeca Freecs,KT Rolster,Afreeca Freecs,16.0,10.0,64000.0,56500.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,4.0,,,2016,KDF,KR,KT,KR,KDF,KR,Blue
7230,LCK 2016 Summer,LCK,2016-07-05 10:42:00,Longzhu Gaming,MVP,MVP,12.0,19.0,59400.0,73500.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,10.0,,,2016,LZ,KR,MVP,KR,MVP,KR,Red
7232,LCK 2016 Summer,LCK,2016-07-05 11:51:00,MVP,Longzhu Gaming,MVP,19.0,8.0,59100.0,41800.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,,,2016,MVP,KR,LZ,KR,MVP,KR,Blue
7234,LCK 2016 Summer,LCK,2016-07-06 07:53:00,Samsung Galaxy,ESC Ever,Samsung Galaxy,13.0,7.0,76100.0,68000.0,0.0,3.0,1.0,1.0,0.0,0.0,8.0,4.0,,,2016,SSG,KR,ESC,KR,SSG,KR,Blue
7236,LCK 2016 Summer,LCK,2016-07-06 08:57:00,ESC Ever,Samsung Galaxy,Samsung Galaxy,4.0,9.0,53100.0,62600.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,8.0,,,2016,ESC,KR,SSG,KR,SSG,KR,Red
7241,LCK 2016 Summer,LCK,2016-07-06 10:45:00,Jin Air Green Wings,CJ Entus,CJ Entus,8.0,13.0,74600.0,91600.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,11.0,,,2016,JAG,KR,CJ,KR,CJ,KR,Red
7242,LCK 2016 Summer,LCK,2016-07-06 12:03:00,CJ Entus,Jin Air Green Wings,CJ Entus,22.0,16.0,90600.0,76700.0,5.0,0.0,2.0,1.0,0.0,1.0,11.0,4.0,,,2016,CJ,KR,JAG,KR,CJ,KR,Blue
7249,LCK 2016 Summer,LCK,2016-07-07 10:54:00,SK Telecom T1,ROX Tigers,SK Telecom T1,16.0,6.0,82500.0,68700.0,3.0,2.0,1.0,0.0,1.0,0.0,11.0,3.0,,,2016,T1,KR,ROX,KR,T1,KR,Blue
7251,LCK 2016 Summer,LCK,2016-07-07 12:03:00,ROX Tigers,SK Telecom T1,SK Telecom T1,25.0,24.0,77300.0,89500.0,1.0,3.0,0.0,2.0,0.0,0.0,5.0,11.0,,,2016,ROX,KR,T1,KR,T1,KR,Red
7258,LCK 2016 Summer,LCK,2016-07-08 07:45:00,Longzhu Gaming,Samsung Galaxy,Samsung Galaxy,12.0,16.0,79800.0,86800.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,11.0,,,2016,LZ,KR,SSG,KR,SSG,KR,Red
7260,LCK 2016 Summer,LCK,2016-07-08 09:05:00,Samsung Galaxy,Longzhu Gaming,Samsung Galaxy,11.0,10.0,66500.0,55100.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,2.0,,,2016,SSG,KR,LZ,KR,SSG,KR,Blue
7264,LCK 2016 Summer,LCK,2016-07-08 10:41:00,CJ Entus,MVP,CJ Entus,12.0,8.0,81000.0,78100.0,4.0,0.0,0.0,2.0,0.0,0.0,9.0,5.0,,,2016,CJ,KR,MVP,KR,CJ,KR,Blue
7266,LCK 2016 Summer,LCK,2016-07-08 12:02:00,MVP,CJ Entus,MVP,12.0,3.0,46600.0,35300.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,3.0,,,2016,MVP,KR,CJ,KR,MVP,KR,Blue
7268,LCK 2016 Summer,LCK,2016-07-08 12:51:00,CJ Entus,MVP,MVP,6.0,11.0,46200.0,59100.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,11.0,,,2016,CJ,KR,MVP,KR,MVP,KR,Red
7284,LCK 2016 Summer,LCK,2016-07-09 04:54:00,SK Telecom T1,KT Rolster,KT Rolster,7.0,17.0,50000.0,62200.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,9.0,,,2016,T1,KR,KT,KR,KT,KR,Red
7286,LCK 2016 Summer,LCK,2016-07-09 05:51:00,KT Rolster,SK Telecom T1,SK Telecom T1,9.0,18.0,61800.0,72400.0,2.0,3.0,0.0,2.0,1.0,0.0,3.0,11.0,,,2016,KT,KR,T1,KR,T1,KR,Red
7288,LCK 2016 Summer,LCK,2016-07-09 06:55:00,SK Telecom T1,KT Rolster,SK Telecom T1,15.0,7.0,54600.0,47900.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,3.0,,,2016,T1,KR,KT,KR,T1,KR,Blue
7290,LCK 2016 Summer,LCK,2016-07-09 07:45:00,ROX Tigers,Jin Air Green Wings,ROX Tigers,13.0,7.0,68800.0,56300.0,3.0,1.0,1.0,0.0,1.0,0.0,11.0,3.0,,,2016,ROX,KR,JAG,KR,ROX,KR,Blue
7293,LCK 2016 Summer,LCK,2016-07-09 09:10:00,Jin Air Green Wings,ROX Tigers,Jin Air Green Wings,16.0,8.0,53500.0,41800.0,2.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,,,2016,JAG,KR,ROX,KR,JAG,KR,Blue
7298,LCK 2016 Summer,LCK,2016-07-09 10:00:00,ROX Tigers,Jin Air Green Wings,ROX Tigers,16.0,18.0,77600.0,72700.0,2.0,3.0,1.0,1.0,0.0,0.0,7.0,5.0,,,2016,ROX,KR,JAG,KR,ROX,KR,Blue
7375,LCK 2016 Summer,LCK,2016-07-11 10:45:00,MVP,SK Telecom T1,SK Telecom T1,12.0,21.0,52100.0,63300.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,11.0,,,2016,MVP,KR,T1,KR,T1,KR,Red
7376,LCK 2016 Summer,LCK,2016-07-11 11:49:00,SK Telecom T1,MVP,SK Telecom T1,17.0,9.0,71700.0,62500.0,3.0,0.0,1.0,1.0,0.0,0.0,11.0,2.0,,,2016,T1,KR,MVP,KR,T1,KR,Blue
7386,LCK 2016 Summer,LCK,2016-07-12 10:47:00,Jin Air Green Wings,Samsung Galaxy,Samsung Galaxy,2.0,11.0,62800.0,83200.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,,,2016,JAG,KR,SSG,KR,SSG,KR,Red
7389,LCK 2016 Summer,LCK,2016-07-12 11:53:00,Samsung Galaxy,Jin Air Green Wings,Samsung Galaxy,7.0,7.0,72100.0,60600.0,5.0,0.0,1.0,0.0,1.0,0.0,11.0,4.0,,,2016,SSG,KR,JAG,KR,SSG,KR,Blue
7395,LCK 2016 Summer,LCK,2016-07-13 07:40:00,ROX Tigers,KT Rolster,ROX Tigers,17.0,11.0,73400.0,66500.0,3.0,2.0,1.0,1.0,1.0,0.0,7.0,3.0,,,2016,ROX,KR,KT,KR,ROX,KR,Blue
7396,LCK 2016 Summer,LCK,2016-07-13 09:00:00,KT Rolster,ROX Tigers,ROX Tigers,7.0,16.0,49600.0,65200.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,11.0,,,2016,KT,KR,ROX,KR,ROX,KR,Red
7399,LCK 2016 Summer,LCK,2016-07-13 10:51:00,ESC Ever,Afreeca Freecs,ESC Ever,14.0,1.0,62900.0,45300.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,,,2016,ESC,KR,KDF,KR,ESC,KR,Blue
7400,LCK 2016 Summer,LCK,2016-07-13 11:56:00,Afreeca Freecs,ESC Ever,Afreeca Freecs,22.0,15.0,74200.0,62900.0,2.0,2.0,1.0,0.0,1.0,0.0,11.0,1.0,,,2016,KDF,KR,ESC,KR,KDF,KR,Blue
7401,LCK 2016 Summer,LCK,2016-07-13 13:00:00,ESC Ever,Afreeca Freecs,ESC Ever,11.0,2.0,58200.0,48700.0,1.0,2.0,1.0,0.0,0.0,1.0,9.0,3.0,,,2016,ESC,KR,KDF,KR,ESC,KR,Blue
7412,LCK 2016 Summer,LCK,2016-07-14 10:55:00,CJ Entus,Longzhu Gaming,Longzhu Gaming,0.0,8.0,45400.0,63100.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,,,2016,CJ,KR,LZ,KR,LZ,KR,Red
7416,LCK 2016 Summer,LCK,2016-07-14 12:20:00,Longzhu Gaming,CJ Entus,Longzhu Gaming,8.0,3.0,63900.0,53100.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,3.0,,,2016,LZ,KR,CJ,KR,LZ,KR,Blue
