Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
Worlds 2017 Main Event,WCS,2017-10-21 09:10:00,Fnatic,Royal Never Give Up,Royal Never Give Up,9.0,5.0,80400.0,79300.0,3.0,2.0,1.0,2.0,0.0,1.0,6.0,8.0,0.0,1.0,2017,FNC,EMEA,RNG,CN,RNG,CN,Red
Worlds 2017 Main Event,WCS,2017-10-21 10:24:00,Fnatic,Royal Never Give Up,Fnatic,12.0,27.0,100300.0,107300.0,4.0,2.0,2.0,2.0,0.0,1.0,11.0,8.0,8.0,1.0,2017,FNC,EMEA,RNG,CN,FNC,EMEA,Blue
Worlds 2017 Main Event,WCS,2017-10-21 11:41:00,Fnatic,Royal Never Give Up,Royal Never Give Up,6.0,10.0,69000.0,76200.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,7.0,0.0,1.0,2017,FNC,EMEA,RNG,CN,RNG,CN,Red
Worlds 2017 Main Event,WCS,2017-10-22 05:01:00,Team WE,Cloud9,Team WE,14.0,11.0,99800.0,97000.0,2.0,4.0,3.0,0.0,0.0,1.0,10.0,6.0,4.0,0.0,2017,WE,CN,C9,NA,WE,CN,Blue
Worlds 2017 Main Event,WCS,2017-10-22 09:25:00,Cloud9,Team WE,Cloud9,18.0,7.0,64800.0,56100.0,2.0,1.0,2.0,0.0,1.0,0.0,9.0,6.0,2.0,0.0,2017,C9,NA,WE,CN,C9,NA,Blue
Worlds 2017 Main Event,WCS,2017-10-22 10:19:00,Team WE,Cloud9,Cloud9,5.0,10.0,36500.0,50200.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,2017,WE,CN,C9,NA,C9,NA,Red
Worlds 2017 Main Event,WCS,2017-10-22 11:06:00,Cloud9,Team WE,Team WE,6.0,15.0,53700.0,67400.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,11.0,0.0,4.0,2017,C9,NA,WE,CN,WE,CN,Red
Worlds 2017 Main Event,WCS,2017-10-22 12:01:00,Team WE,Cloud9,Team WE,8.0,7.0,64500.0,52900.0,3.0,1.0,2.0,0.0,1.0,0.0,11.0,1.0,4.0,0.0,2017,WE,CN,C9,NA,WE,CN,Blue
Worlds 2017 Main Event,WCS,2017-10-28 06:50:00,Royal Never Give Up,SK Telecom T1,Royal Never Give Up,18.0,7.0,79900.0,65000.0,3.0,1.0,2.0,0.0,1.0,0.0,9.0,3.0,1.0,0.0,2017,RNG,CN,T1,KR,RNG,CN,Blue
Worlds 2017 Main Event,WCS,2017-10-28 08:43:00,SK Telecom T1,Royal Never Give Up,SK Telecom T1,15.0,8.0,60900.0,47100.0,4.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,2.0,0.0,2017,T1,KR,RNG,CN,T1,KR,Blue
Worlds 2017 Main Event,WCS,2017-10-28 09:35:00,Royal Never Give Up,SK Telecom T1,Royal Never Give Up,12.0,3.0,45000.0,38000.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0,5.0,1.0,0.0,2017,RNG,CN,T1,KR,RNG,CN,Blue
Worlds 2017 Main Event,WCS,2017-10-28 10:22:00,SK Telecom T1,Royal Never Give Up,SK Telecom T1,9.0,6.0,63200.0,54400.0,2.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,1.0,0.0,2017,T1,KR,RNG,CN,T1,KR,Blue
Worlds 2017 Main Event,WCS,2017-10-28 11:23:00,Royal Never Give Up,SK Telecom T1,SK Telecom T1,1.0,10.0,69000.0,81300.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,10.0,0.0,2.0,2017,RNG,CN,T1,KR,T1,KR,Red
Worlds 2017 Main Event,WCS,2017-10-29 07:08:00,Team WE,Samsung Galaxy,Team WE,14.0,1.0,57000.0,41500.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,2.0,0.0,2017,WE,CN,SSG,KR,WE,CN,Blue
Worlds 2017 Main Event,WCS,2017-10-29 08:33:00,Samsung Galaxy,Team WE,Samsung Galaxy,11.0,7.0,59000.0,46500.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2017,SSG,KR,WE,CN,SSG,KR,Blue
Worlds 2017 Main Event,WCS,2017-10-29 09:23:00,Team WE,Samsung Galaxy,Samsung Galaxy,1.0,10.0,58600.0,75600.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,11.0,0.0,3.0,2017,WE,CN,SSG,KR,SSG,KR,Red
Worlds 2017 Main Event,WCS,2017-10-29 10:23:00,Samsung Galaxy,Team WE,Samsung Galaxy,10.0,7.0,62900.0,53400.0,2.0,1.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,2017,SSG,KR,WE,CN,SSG,KR,Blue
Worlds 2017 Main Event,WCS,2017-11-04 06:52:00,Samsung Galaxy,SK Telecom T1,Samsung Galaxy,7.0,0.0,75300.0,61800.0,4.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,3.0,0.0,2017,SSG,KR,T1,KR,SSG,KR,Blue
Worlds 2017 Main Event,WCS,2017-11-04 08:10:00,Samsung Galaxy,SK Telecom T1,Samsung Galaxy,9.0,3.0,69100.0,57700.0,1.0,2.0,2.0,0.0,0.0,1.0,11.0,2.0,3.0,0.0,2017,SSG,KR,T1,KR,SSG,KR,Blue
Worlds 2017 Main Event,WCS,2017-11-04 09:04:00,Samsung Galaxy,SK Telecom T1,Samsung Galaxy,16.0,13.0,73500.0,72900.0,0.0,5.0,1.0,1.0,0.0,1.0,8.0,6.0,2.0,0.0,2017,SSG,KR,T1,KR,SSG,KR,Blue
Worlds 2018 Play-In,WCS,2018-10-01 07:45:00,Cloud9,KaBuM! Esports,Cloud9,13.0,6.0,61161.0,47104.0,1.0,2.0,1.0,0.0,1.0,0.0,10.0,1.0,2.0,0.0,2018,C9,NA,KBM,BR,C9,NA,Blue
Worlds 2018 Play-In,WCS,2018-10-01 08:47:00,Gambit Esports,G-Rex,G-Rex,9.0,19.0,53137.0,66965.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,2.0,2018,GMB,INT,GRX,PCS,GRX,PCS,Red
Worlds 2018 Play-In,WCS,2018-10-01 09:53:00,DetonatioN FocusMe,KaBuM! Esports,DetonatioN FocusMe,17.0,10.0,57025.0,48385.0,1.0,2.0,1.0,0.0,0.0,1.0,9.0,4.0,2.0,0.0,2018,DFM,JP,KBM,BR,DFM,JP,Blue
Worlds 2018 Play-In,WCS,2018-10-01 10:54:00,G-Rex,Kaos Latin Gamers,G-Rex,16.0,2.0,48742.0,36475.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,2018,GRX,PCS,KLG,LAT,GRX,PCS,Blue
Worlds 2018 Play-In,WCS,2018-10-01 11:43:00,DetonatioN FocusMe,Cloud9,Cloud9,14.0,18.0,76260.0,78999.0,2.0,3.0,2.0,1.0,1.0,0.0,9.0,8.0,4.0,1.0,2018,DFM,JP,C9,NA,C9,NA,Red
Worlds 2018 Play-In,WCS,2018-10-01 12:51:00,Gambit Esports,Kaos Latin Gamers,Gambit Esports,13.0,3.0,57653.0,43468.0,2.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,2018,GMB,INT,KLG,LAT,GMB,INT,Blue
Worlds 2018 Play-In,WCS,2018-10-02 07:40:00,EDward Gaming,INFINITY,EDward Gaming,20.0,2.0,54077.0,35433.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,2018,EDG,CN,INF,LAT,EDG,CN,Blue
Worlds 2018 Play-In,WCS,2018-10-02 08:37:00,G2 Esports,SuperMassive Esports,SuperMassive Esports,1.0,5.0,48130.0,57672.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,3.0,2018,G2,EMEA,SUP,EMEA,SUP,EMEA,Red
Worlds 2018 Play-In,WCS,2018-10-02 09:36:00,Dire Wolves,INFINITY,Dire Wolves,9.0,4.0,62739.0,54435.0,2.0,2.0,2.0,0.0,0.0,1.0,9.0,3.0,2.0,0.0,2018,DW,PCS,INF,LAT,DW,PCS,Blue
Worlds 2018 Play-In,WCS,2018-10-02 10:35:00,Ascension Gaming,SuperMassive Esports,SuperMassive Esports,4.0,9.0,46170.0,55456.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,2018,ASC,PCS,SUP,EMEA,SUP,EMEA,Red
Worlds 2018 Play-In,WCS,2018-10-02 11:28:00,Dire Wolves,EDward Gaming,EDward Gaming,7.0,11.0,56026.0,66507.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,10.0,0.0,2.0,2018,DW,PCS,EDG,CN,EDG,CN,Red
Worlds 2018 Play-In,WCS,2018-10-02 12:26:00,Ascension Gaming,G2 Esports,G2 Esports,7.0,13.0,41127.0,53479.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,10.0,0.0,2.0,2018,ASC,PCS,G2,EMEA,G2,EMEA,Red
Worlds 2018 Play-In,WCS,2018-10-03 07:32:00,G-Rex,Gambit Esports,G-Rex,18.0,4.0,58338.0,44856.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,2018,GRX,PCS,GMB,INT,GRX,PCS,Blue
Worlds 2018 Play-In,WCS,2018-10-03 08:39:00,KaBuM! Esports,DetonatioN FocusMe,KaBuM! Esports,16.0,6.0,70148.0,51664.0,2.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,3.0,0.0,2018,KBM,BR,DFM,JP,KBM,BR,Blue
Worlds 2018 Play-In,WCS,2018-10-03 09:42:00,Kaos Latin Gamers,Gambit Esports,Gambit Esports,11.0,14.0,58416.0,64267.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,11.0,0.0,3.0,2018,KLG,LAT,GMB,INT,GMB,INT,Red
Worlds 2018 Play-In,WCS,2018-10-03 10:36:00,KaBuM! Esports,Cloud9,Cloud9,8.0,18.0,55680.0,65868.0,1.0,3.0,0.0,1.0,1.0,0.0,4.0,8.0,0.0,1.0,2018,KBM,BR,C9,NA,C9,NA,Red
Worlds 2018 Play-In,WCS,2018-10-03 11:33:00,Kaos Latin Gamers,G-Rex,G-Rex,16.0,28.0,56161.0,60151.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,8.0,0.0,1.0,2018,KLG,LAT,GRX,PCS,GRX,PCS,Red
Worlds 2018 Play-In,WCS,2018-10-03 12:28:00,Cloud9,DetonatioN FocusMe,Cloud9,14.0,9.0,69499.0,63512.0,2.0,2.0,0.0,1.0,0.0,1.0,9.0,5.0,1.0,0.0,2018,C9,NA,DFM,JP,C9,NA,Blue
Worlds 2018 Play-In,WCS,2018-10-03 13:30:00,DetonatioN FocusMe,KaBuM! Esports,DetonatioN FocusMe,7.0,0.0,46233.0,36542.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,4.0,2.0,0.0,2018,DFM,JP,KBM,BR,DFM,JP,Blue
Worlds 2018 Play-In,WCS,2018-10-04 07:43:00,SuperMassive Esports,G2 Esports,G2 Esports,10.0,16.0,57346.0,70922.0,1.0,4.0,0.0,2.0,0.0,1.0,3.0,11.0,0.0,1.0,2018,SUP,EMEA,G2,EMEA,G2,EMEA,Red
Worlds 2018 Play-In,WCS,2018-10-04 08:43:00,INFINITY,EDward Gaming,INFINITY,15.0,11.0,51499.0,49067.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,4.0,1.0,0.0,2018,INF,LAT,EDG,CN,INF,LAT,Blue
Worlds 2018 Play-In,WCS,2018-10-04 09:35:00,SuperMassive Esports,Ascension Gaming,SuperMassive Esports,18.0,9.0,53929.0,44026.0,2.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,2018,SUP,EMEA,ASC,PCS,SUP,EMEA,Blue
Worlds 2018 Play-In,WCS,2018-10-04 10:38:00,INFINITY,Dire Wolves,INFINITY,24.0,13.0,68893.0,59108.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,2018,INF,LAT,DW,PCS,INF,LAT,Blue
Worlds 2018 Play-In,WCS,2018-10-04 11:35:00,G2 Esports,Ascension Gaming,G2 Esports,22.0,9.0,58595.0,40740.0,2.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,3.0,0.0,2018,G2,EMEA,ASC,PCS,G2,EMEA,Blue
Worlds 2018 Play-In,WCS,2018-10-04 12:24:00,EDward Gaming,Dire Wolves,EDward Gaming,18.0,2.0,52365.0,34890.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,2018,EDG,CN,DW,PCS,EDG,CN,Blue
Worlds 2018 Play-In,WCS,2018-10-04 13:16:00,G2 Esports,SuperMassive Esports,G2 Esports,16.0,3.0,62119.0,43977.0,3.0,0.0,1.0,0.0,0.0,1.0,11.0,2.0,2.0,0.0,2018,G2,EMEA,SUP,EMEA,G2,EMEA,Blue
Worlds 2018 Play-In,WCS,2018-10-06 03:09:00,Cloud9,Gambit Esports,Cloud9,13.0,5.0,53458.0,40518.0,1.0,2.0,1.0,0.0,0.0,1.0,10.0,1.0,2.0,0.0,2018,C9,NA,GMB,INT,C9,NA,Blue
Worlds 2018 Play-In,WCS,2018-10-06 04:42:00,Gambit Esports,Cloud9,Gambit Esports,18.0,6.0,62585.0,58273.0,4.0,0.0,0.0,1.0,1.0,0.0,8.0,3.0,2.0,0.0,2018,GMB,INT,C9,NA,GMB,INT,Blue
Worlds 2018 Play-In,WCS,2018-10-06 05:38:00,Cloud9,Gambit Esports,Cloud9,18.0,7.0,58713.0,42223.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,3.0,0.0,2018,C9,NA,GMB,INT,C9,NA,Blue
Worlds 2018 Play-In,WCS,2018-10-06 06:31:00,Gambit Esports,Cloud9,Gambit Esports,17.0,8.0,54269.0,45582.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2018,GMB,INT,C9,NA,GMB,INT,Blue
Worlds 2018 Play-In,WCS,2018-10-06 07:27:00,Cloud9,Gambit Esports,Cloud9,17.0,8.0,60178.0,43748.0,1.0,3.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,2018,C9,NA,GMB,INT,C9,NA,Blue
Worlds 2018 Play-In,WCS,2018-10-06 08:15:00,DetonatioN FocusMe,EDward Gaming,EDward Gaming,2.0,20.0,39951.0,57746.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,9.0,0.0,1.0,2018,DFM,JP,EDG,CN,EDG,CN,Red
Worlds 2018 Play-In,WCS,2018-10-06 09:07:00,EDward Gaming,DetonatioN FocusMe,EDward Gaming,16.0,2.0,46900.0,31220.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,2018,EDG,CN,DFM,JP,EDG,CN,Blue
Worlds 2018 Play-In,WCS,2018-10-06 09:53:00,DetonatioN FocusMe,EDward Gaming,EDward Gaming,10.0,23.0,47655.0,62815.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,2.0,2018,DFM,JP,EDG,CN,EDG,CN,Red
Worlds 2018 Play-In,WCS,2018-10-07 03:16:00,G2 Esports,INFINITY,INFINITY,11.0,10.0,70864.0,69715.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,8.0,0.0,1.0,2018,G2,EMEA,INF,LAT,INF,LAT,Red
Worlds 2018 Play-In,WCS,2018-10-07 04:53:00,INFINITY,G2 Esports,G2 Esports,2.0,12.0,38466.0,51959.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,2.0,2018,INF,LAT,G2,EMEA,G2,EMEA,Red
Worlds 2018 Play-In,WCS,2018-10-07 05:38:00,G2 Esports,INFINITY,G2 Esports,24.0,15.0,85276.0,72071.0,2.0,1.0,2.0,1.0,1.0,0.0,11.0,4.0,6.0,0.0,2018,G2,EMEA,INF,LAT,G2,EMEA,Blue
Worlds 2018 Play-In,WCS,2018-10-07 06:42:00,INFINITY,G2 Esports,G2 Esports,14.0,18.0,72213.0,73609.0,3.0,1.0,2.0,0.0,1.0,0.0,10.0,7.0,2.0,1.0,2018,INF,LAT,G2,EMEA,G2,EMEA,Red
Worlds 2018 Play-In,WCS,2018-10-07 07:39:00,G-Rex,SuperMassive Esports,SuperMassive Esports,3.0,16.0,45395.0,59783.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,2018,GRX,PCS,SUP,EMEA,SUP,EMEA,Red
Worlds 2018 Play-In,WCS,2018-10-07 08:38:00,SuperMassive Esports,G-Rex,G-Rex,13.0,17.0,66869.0,65009.0,4.0,1.0,1.0,1.0,1.0,0.0,8.0,5.0,1.0,1.0,2018,SUP,EMEA,GRX,PCS,GRX,PCS,Red
Worlds 2018 Play-In,WCS,2018-10-07 09:36:00,G-Rex,SuperMassive Esports,G-Rex,18.0,12.0,69853.0,60068.0,2.0,2.0,2.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2018,GRX,PCS,SUP,EMEA,GRX,PCS,Blue
Worlds 2018 Play-In,WCS,2018-10-07 10:36:00,SuperMassive Esports,G-Rex,G-Rex,9.0,20.0,53262.0,66746.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,10.0,0.0,1.0,2018,SUP,EMEA,GRX,PCS,GRX,PCS,Red
Worlds 2018 Main Event,WCS,2018-10-10 07:08:00,KT Rolster,Team Liquid,KT Rolster,14.0,4.0,65437.0,52637.0,1.0,3.0,1.0,0.0,1.0,0.0,10.0,2.0,2.0,0.0,2018,KT,KR,TL,NA,KT,KR,Blue
Worlds 2018 Main Event,WCS,2018-10-10 08:59:00,EDward Gaming,MAD Team,EDward Gaming,18.0,12.0,74420.0,66477.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,2018,EDG,CN,MAD,INT,EDG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-10 10:09:00,Phong Vũ Buffalo,Flash Wolves,Flash Wolves,1.0,11.0,40165.0,49363.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,1.0,2018,PVB,VN,FW,INT,FW,INT,Red
Worlds 2018 Main Event,WCS,2018-10-10 11:09:00,Afreeca Freecs,G2 Esports,G2 Esports,3.0,7.0,57780.0,67708.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,3.0,2018,KDF,KR,G2,EMEA,G2,EMEA,Red
Worlds 2018 Main Event,WCS,2018-10-10 12:15:00,Royal Never Give Up,Cloud9,Royal Never Give Up,11.0,3.0,48914.0,37101.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,2018,RNG,CN,C9,NA,RNG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-10 13:10:00,Gen.G,Team Vitality,Team Vitality,18.0,15.0,74775.0,82298.0,3.0,2.0,0.0,2.0,0.0,1.0,3.0,9.0,0.0,1.0,2018,GEN,KR,VIT,EMEA,VIT,EMEA,Red
Worlds 2018 Main Event,WCS,2018-10-11 07:00:00,Flash Wolves,Afreeca Freecs,Flash Wolves,12.0,2.0,78179.0,66001.0,2.0,3.0,2.0,0.0,1.0,0.0,9.0,3.0,1.0,0.0,2018,FW,INT,KDF,KR,FW,INT,Blue
Worlds 2018 Main Event,WCS,2018-10-11 08:53:00,Phong Vũ Buffalo,G2 Esports,Phong Vũ Buffalo,16.0,10.0,65742.0,56209.0,3.0,1.0,2.0,0.0,1.0,0.0,10.0,1.0,4.0,0.0,2018,PVB,VN,G2,EMEA,PVB,VN,Blue
Worlds 2018 Main Event,WCS,2018-10-11 09:53:00,100 Thieves,Fnatic,Fnatic,1.0,16.0,39912.0,56595.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,2.0,2018,100,NA,FNC,EMEA,FNC,EMEA,Red
Worlds 2018 Main Event,WCS,2018-10-11 10:48:00,Invictus Gaming,G-Rex,Invictus Gaming,13.0,4.0,53242.0,41558.0,2.0,1.0,1.0,0.0,0.0,1.0,7.0,3.0,1.0,0.0,2018,iG,CN,GRX,PCS,iG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-11 11:44:00,Team Vitality,Cloud9,Cloud9,16.0,17.0,84129.0,87125.0,0.0,4.0,2.0,1.0,1.0,0.0,8.0,8.0,1.0,1.0,2018,VIT,EMEA,C9,NA,C9,NA,Red
Worlds 2018 Main Event,WCS,2018-10-11 13:02:00,Gen.G,Royal Never Give Up,Royal Never Give Up,5.0,8.0,59698.0,62327.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,1.0,2018,GEN,KR,RNG,CN,RNG,CN,Red
Worlds 2018 Main Event,WCS,2018-10-12 07:02:00,MAD Team,KT Rolster,KT Rolster,2.0,14.0,38993.0,54648.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,2018,MAD,INT,KT,KR,KT,KR,Red
Worlds 2018 Main Event,WCS,2018-10-12 08:34:00,Team Liquid,EDward Gaming,EDward Gaming,5.0,16.0,41587.0,55153.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,2018,TL,NA,EDG,CN,EDG,CN,Red
Worlds 2018 Main Event,WCS,2018-10-12 09:26:00,Fnatic,Invictus Gaming,Invictus Gaming,9.0,21.0,43028.0,54842.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,9.0,0.0,2.0,2018,FNC,EMEA,iG,CN,iG,CN,Red
Worlds 2018 Main Event,WCS,2018-10-12 10:16:00,100 Thieves,G-Rex,100 Thieves,23.0,10.0,71322.0,58981.0,3.0,0.0,1.0,0.0,0.0,1.0,11.0,2.0,3.0,0.0,2018,100,NA,GRX,PCS,100,NA,Blue
Worlds 2018 Main Event,WCS,2018-10-12 11:19:00,Royal Never Give Up,Team Vitality,Royal Never Give Up,17.0,7.0,58597.0,46243.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,2.0,3.0,0.0,2018,RNG,CN,VIT,EMEA,RNG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-12 12:09:00,Cloud9,Gen.G,Gen.G,2.0,11.0,37010.0,47460.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,8.0,0.0,1.0,2018,C9,NA,GEN,KR,GEN,KR,Red
Worlds 2018 Main Event,WCS,2018-10-13 07:19:00,Afreeca Freecs,Phong Vũ Buffalo,Afreeca Freecs,12.0,2.0,56669.0,40794.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,3.0,0.0,2018,KDF,KR,PVB,VN,KDF,KR,Blue
Worlds 2018 Main Event,WCS,2018-10-13 08:36:00,G2 Esports,Flash Wolves,G2 Esports,4.0,3.0,57763.0,51760.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,2018,G2,EMEA,FW,INT,G2,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-13 09:34:00,Invictus Gaming,100 Thieves,Invictus Gaming,15.0,7.0,41751.0,32413.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,2018,iG,CN,100,NA,iG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-13 10:23:00,G-Rex,Fnatic,Fnatic,5.0,16.0,36666.0,50430.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,2018,GRX,PCS,FNC,EMEA,FNC,EMEA,Red
Worlds 2018 Main Event,WCS,2018-10-13 11:12:00,Team Liquid,MAD Team,Team Liquid,10.0,1.0,73793.0,55630.0,4.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,2018,TL,NA,MAD,INT,TL,NA,Blue
Worlds 2018 Main Event,WCS,2018-10-13 12:13:00,KT Rolster,EDward Gaming,KT Rolster,9.0,2.0,62692.0,50802.0,3.0,1.0,1.0,0.0,0.0,1.0,11.0,1.0,3.0,0.0,2018,KT,KR,EDG,CN,KT,KR,Blue
Worlds 2018 Main Event,WCS,2018-10-14 07:19:00,Team Vitality,Royal Never Give Up,Team Vitality,13.0,9.0,60153.0,52684.0,1.0,3.0,1.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,2018,VIT,EMEA,RNG,CN,VIT,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-14 08:41:00,Gen.G,Cloud9,Cloud9,6.0,13.0,55359.0,70576.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,2018,GEN,KR,C9,NA,C9,NA,Red
Worlds 2018 Main Event,WCS,2018-10-14 09:40:00,Team Vitality,Gen.G,Team Vitality,12.0,6.0,65421.0,56177.0,1.0,2.0,0.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,2018,VIT,EMEA,GEN,KR,VIT,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-14 10:39:00,Cloud9,Royal Never Give Up,Cloud9,13.0,4.0,56200.0,45382.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,3.0,1.0,0.0,2018,C9,NA,RNG,CN,C9,NA,Blue
Worlds 2018 Main Event,WCS,2018-10-14 11:33:00,Cloud9,Team Vitality,Cloud9,17.0,8.0,63196.0,54554.0,1.0,2.0,1.0,0.0,1.0,0.0,8.0,5.0,1.0,0.0,2018,C9,NA,VIT,EMEA,C9,NA,Blue
Worlds 2018 Main Event,WCS,2018-10-14 12:28:00,Royal Never Give Up,Gen.G,Royal Never Give Up,19.0,5.0,46238.0,34110.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2018,RNG,CN,GEN,KR,RNG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-14 13:10:00,Royal Never Give Up,Cloud9,Royal Never Give Up,19.0,19.0,71298.0,64993.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,2018,RNG,CN,C9,NA,RNG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-15 07:22:00,Afreeca Freecs,Flash Wolves,Afreeca Freecs,5.0,1.0,55433.0,45543.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2018,KDF,KR,FW,INT,KDF,KR,Blue
Worlds 2018 Main Event,WCS,2018-10-15 08:40:00,G2 Esports,Phong Vũ Buffalo,G2 Esports,23.0,8.0,86623.0,83283.0,2.0,5.0,1.0,2.0,0.0,1.0,8.0,6.0,1.0,0.0,2018,G2,EMEA,PVB,VN,G2,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-15 10:02:00,Flash Wolves,G2 Esports,Flash Wolves,28.0,18.0,79123.0,81580.0,1.0,4.0,1.0,2.0,1.0,0.0,9.0,6.0,2.0,0.0,2018,FW,INT,G2,EMEA,FW,INT,Blue
Worlds 2018 Main Event,WCS,2018-10-15 11:03:00,Phong Vũ Buffalo,Afreeca Freecs,Afreeca Freecs,6.0,12.0,55623.0,64302.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,7.0,0.0,1.0,2018,PVB,VN,KDF,KR,KDF,KR,Red
Worlds 2018 Main Event,WCS,2018-10-15 12:00:00,Flash Wolves,Phong Vũ Buffalo,Phong Vũ Buffalo,26.0,23.0,72657.0,86101.0,3.0,2.0,0.0,2.0,0.0,1.0,7.0,10.0,1.0,2.0,2018,FW,INT,PVB,VN,PVB,VN,Red
