,Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red,Win_RiftHeralds,Lose_RiftHeralds,Win_Towers,Lose_Towers,Win_Inhibitors,Lose_Inhibitors,Win_Kills,Lose_Kills,Win_Dragons,Lose_Dragons,Win_Barons,Lose_Barons
8503,NA LCS 2017 Spring,NA LCS,2017-01-21 22:22:00,Dignitas,Phoenix1,Dignitas,12,8,72400,61800,2,2,2,0,0,0,11,3,2,0,2017,DIG,NA,P1,NA,DIG,NA,Blue,0,0,11,3,2,0,12,8,2,2,2,0
8504,NA LCS 2017 Spring,NA LCS,2017-01-21 22:34:00,Echo Fox,Immortals,Echo Fox,18,10,91400,86000,4,1,2,0,0,0,11,5,5,0,2017,FOX,NA,IMT,NA,FOX,NA,Blue,0,0,11,5,5,0,18,10,4,1,2,0
8505,NA LCS 2017 Spring,NA LCS,2017-01-21 23:31:00,Phoenix1,Dignitas,Phoenix1,11,13,90100,85700,2,2,1,1,0,0,9,8,1,0,2017,P1,NA,DIG,NA,P1,NA,Blue,0,0,9,8,1,0,11,13,2,2,1,1
8506,NA LCS 2017 Spring,NA LCS,2017-01-21 23:53:00,Immortals,Echo Fox,Immortals,21,20,89500,79800,2,3,2,1,0,0,11,8,5,3,2017,IMT,NA,FOX,NA,IMT,NA,Blue,0,0,11,8,5,3,21,20,2,3,2,1
8507,NA LCS 2017 Spring,NA LCS,2017-01-22 00:43:00,Dignitas,Phoenix1,Dignitas,27,11,74600,60100,1,2,0,1,1,0,11,1,3,0,2017,DIG,NA,P1,NA,DIG,NA,Blue,1,0,11,1,3,0,27,11,1,2,0,1
8508,NA LCS 2017 Spring,NA LCS,2017-01-22 01:00:00,Echo Fox,Immortals,Immortals,18,19,87100,90500,2,3,1,2,0,0,10,8,5,1,2017,FOX,NA,IMT,NA,IMT,NA,Red,0,0,8,10,1,5,19,18,3,2,2,1
8509,OPL 2017 Split 1,OPL,2017-01-22 02:52:00,Abyss Esports,Sin Gaming,Abyss Esports,22,11,72000,59500,3,2,1,0,0,0,9,4,1,0,2017,ABY,PCS,SIN,PCS,ABY,PCS,Blue,0,0,9,4,1,0,22,11,3,2,1,0
8510,OPL 2017 Split 1,OPL,2017-01-22 05:02:00,Sin Gaming,Abyss Esports,Sin Gaming,18,15,65700,57000,1,2,1,0,0,0,10,0,1,0,2017,SIN,PCS,ABY,PCS,SIN,PCS,Blue,0,0,10,0,1,0,18,15,1,2,1,0
8512,OPL 2017 Split 1,OPL,2017-01-22 05:58:00,Abyss Esports,Sin Gaming,Sin Gaming,12,16,60200,70100,0,5,0,2,0,0,1,10,0,3,2017,ABY,PCS,SIN,PCS,SIN,PCS,Red,0,0,10,1,3,0,16,12,5,0,2,0
8526,TCL 2017 Winter,TCL,2017-01-22 10:49:00,HWA Gaming,Team AURORA,HWA Gaming,19,18,70800,70400,1,3,0,1,0,0,9,5,2,0,2017,HWA,EMEA,AUR,EMEA,HWA,EMEA,Blue,0,0,9,5,2,0,19,18,1,3,0,1
8529,TCL 2017 Winter,TCL,2017-01-22 11:59:00,Team AURORA,HWA Gaming,HWA Gaming,7,28,41600,59800,0,2,0,1,0,0,1,11,0,3,2017,AUR,EMEA,HWA,EMEA,HWA,EMEA,Red,0,0,11,1,3,0,28,7,2,0,1,0
8533,TCL 2017 Winter,TCL,2017-01-22 12:58:00,Crew e-Sports Club,Galakticos,Crew e-Sports Club,20,20,67400,58500,2,1,1,0,1,0,11,4,4,0,2017,CEC,EMEA,GAL,EMEA,CEC,EMEA,Blue,1,0,11,4,4,0,20,20,2,1,1,0
8535,TCL 2017 Winter,TCL,2017-01-22 13:49:00,Galakticos,Crew e-Sports Club,Galakticos,37,15,94700,83600,3,3,2,1,0,0,11,3,4,0,2017,GAL,EMEA,CEC,EMEA,GAL,EMEA,Blue,0,0,11,3,4,0,37,15,3,3,2,1
8536,CBLOL 2017 Split 1,CBLOL,2017-01-22 15:05:00,Operation Kino e-Sports,KaBuM! Esports,KaBuM! Esports,29,14,99900,93400,1,4,3,0,0,0,9,8,6,1,2017,OPK,BR,KBM,BR,KBM,BR,Red,0,0,8,9,1,6,14,29,4,1,0,3
8537,TCL 2017 Winter,TCL,2017-01-22 15:08:00,Dark Passage,Galatasaray Esports,Dark Passage,18,24,71500,71100,2,1,1,0,0,1,9,6,1,0,2017,DP,EMEA,GS,EMEA,DP,EMEA,Blue,0,1,9,6,1,0,18,24,2,1,1,0
8538,TCL 2017 Winter,TCL,2017-01-22 16:19:00,Galatasaray Esports,Dark Passage,Dark Passage,7,19,49000,66900,0,3,0,2,0,0,0,10,0,2,2017,GS,EMEA,DP,EMEA,DP,EMEA,Red,0,0,10,0,2,0,19,7,3,0,2,0
8539,CBLOL 2017 Split 1,CBLOL,2017-01-22 16:33:00,KaBuM! Esports,Operation Kino e-Sports,KaBuM! Esports,20,9,68100,54000,4,0,1,0,0,0,9,1,2,0,2017,KBM,BR,OPK,BR,KBM,BR,Blue,0,0,9,1,2,0,20,9,4,0,1,0
8542,NA LCS 2017 Spring,NA LCS,2017-01-22 19:13:00,Team EnVyUs,Counter Logic Gaming,Counter Logic Gaming,16,19,79400,80000,0,4,2,0,0,0,7,8,0,1,2017,NV,NA,CLG,NA,CLG,NA,Red,0,0,8,7,1,0,19,16,4,0,0,2
8543,NA LCS 2017 Spring,NA LCS,2017-01-22 19:21:00,TSM,Immortals,TSM,26,14,95300,95900,1,4,0,3,0,0,7,11,1,3,2017,TSM,NA,IMT,NA,TSM,NA,Blue,0,0,7,11,1,3,26,14,1,4,0,3
8544,NA LCS 2017 Spring,NA LCS,2017-01-22 21:03:00,Counter Logic Gaming,Team EnVyUs,Counter Logic Gaming,34,33,96800,96200,2,2,2,0,0,0,11,6,5,0,2017,CLG,NA,NV,NA,CLG,NA,Blue,0,0,11,6,5,0,34,33,2,2,2,0
8545,NA LCS 2017 Spring,NA LCS,2017-01-22 21:11:00,Immortals,TSM,Immortals,17,13,91900,92600,4,1,0,4,1,0,8,7,2,0,2017,IMT,NA,TSM,NA,IMT,NA,Blue,1,0,8,7,2,0,17,13,4,1,0,4
8546,NA LCS 2017 Spring,NA LCS,2017-01-22 22:19:00,Team Liquid,FlyQuest,Team Liquid,19,15,88200,76200,3,1,1,2,0,0,9,3,1,0,2017,TL,NA,FLY,NA,TL,NA,Blue,0,0,9,3,1,0,19,15,3,1,1,2
8547,NA LCS 2017 Spring,NA LCS,2017-01-22 22:24:00,TSM,Immortals,TSM,13,7,70700,60900,4,0,1,0,0,0,11,2,3,0,2017,TSM,NA,IMT,NA,TSM,NA,Blue,0,0,11,2,3,0,13,7,4,0,1,0
8548,NA LCS 2017 Spring,NA LCS,2017-01-22 23:24:00,Dignitas,Cloud9,Cloud9,9,11,71300,80300,2,3,0,1,0,0,4,8,0,1,2017,DIG,NA,C9,NA,C9,NA,Red,0,0,8,4,1,0,11,9,3,2,1,0
8549,NA LCS 2017 Spring,NA LCS,2017-01-22 23:28:00,FlyQuest,Team Liquid,FlyQuest,19,6,71400,58400,4,0,1,1,0,0,11,2,3,0,2017,FLY,NA,TL,NA,FLY,NA,Blue,0,0,11,2,3,0,19,6,4,0,1,1
8550,NA LCS 2017 Spring,NA LCS,2017-01-23 00:25:00,Team Liquid,FlyQuest,FlyQuest,6,16,39900,47100,0,2,0,0,0,0,2,6,0,1,2017,TL,NA,FLY,NA,FLY,NA,Red,0,0,6,2,1,0,16,6,2,0,0,0
8551,NA LCS 2017 Spring,NA LCS,2017-01-23 00:36:00,Cloud9,Dignitas,Dignitas,7,14,55500,64400,2,2,0,1,0,0,5,9,0,2,2017,C9,NA,DIG,NA,DIG,NA,Red,0,0,9,5,2,0,14,7,2,2,1,0
8552,NA LCS 2017 Spring,NA LCS,2017-01-23 01:33:00,Dignitas,Cloud9,Cloud9,6,13,63000,74000,1,3,1,1,0,0,3,9,0,2,2017,DIG,NA,C9,NA,C9,NA,Red,0,0,9,3,2,0,13,6,3,1,1,1
8553,TCL 2017 Winter,TCL,2017-01-23 13:56:00,SuperMassive Esports,HWA Gaming,SuperMassive Esports,14,8,61800,53800,3,0,1,0,0,0,8,4,1,0,2017,SUP,EMEA,HWA,EMEA,SUP,EMEA,Blue,0,0,8,4,1,0,14,8,3,0,1,0
8554,TCL 2017 Winter,TCL,2017-01-23 15:43:00,HWA Gaming,SuperMassive Esports,SuperMassive Esports,8,23,40900,58500,0,3,0,1,0,1,0,11,0,2,2017,HWA,EMEA,SUP,EMEA,SUP,EMEA,Red,1,0,11,0,2,0,23,8,3,0,1,0
8555,TCL 2017 Winter,TCL,2017-01-23 16:41:00,Team AURORA,Fenerbahçe Esports,Team AURORA,18,14,90300,75500,3,1,2,0,1,0,10,4,3,0,2017,AUR,EMEA,FB,EMEA,AUR,EMEA,Blue,1,0,10,4,3,0,18,14,3,1,2,0
8556,TCL 2017 Winter,TCL,2017-01-23 17:58:00,Fenerbahçe Esports,Team AURORA,Fenerbahçe Esports,13,5,65600,61600,1,3,1,0,0,1,10,5,2,0,2017,FB,EMEA,AUR,EMEA,FB,EMEA,Blue,0,1,10,5,2,0,13,5,1,3,1,0
8557,LLN 2017 Opening,LLN,2017-01-23 22:59:00,Predators Esports,Gaming Gaming,Predators Esports,17,8,79900,66100,3,1,1,0,1,0,11,2,3,0,2017,PDS,LAT,GG,LAT,PDS,LAT,Blue,1,0,11,2,3,0,17,8,3,1,1,0
8558,LLN 2017 Opening,LLN,2017-01-24 00:00:00,Gaming Gaming,Predators Esports,Predators Esports,1,16,32200,49900,0,3,0,1,0,1,0,9,0,1,2017,GG,LAT,PDS,LAT,PDS,LAT,Red,1,0,9,0,1,0,16,1,3,0,1,0
8559,LLN 2017 Opening,LLN,2017-01-24 00:57:00,Dash9 Gaming,ZAGA Talent Gaming,ZAGA Talent Gaming,15,24,62700,79400,1,4,0,2,0,0,3,11,0,3,2017,D9,INT,ZTG,INT,ZTG,INT,Red,0,0,11,3,3,0,24,15,4,1,2,0
8560,LLN 2017 Opening,LLN,2017-01-24 01:57:00,ZAGA Talent Gaming,Dash9 Gaming,Dash9 Gaming,4,15,57500,70100,1,3,0,2,0,0,3,11,0,4,2017,ZTG,INT,D9,INT,D9,INT,Red,0,0,11,3,4,0,15,4,3,1,2,0
8565,LLN 2017 Opening,LLN,2017-01-24 22:45:00,INFINITY,Lyon Gaming (2013 Latin American Team),Lyon Gaming (2013 Latin American Team),6,20,55700,71800,1,3,0,2,0,0,3,9,0,1,2017,INF,LAT,LYN,INT,LYN,INT,Red,0,0,9,3,1,0,20,6,3,1,2,0
8566,LLN 2017 Opening,LLN,2017-01-24 23:47:00,Lyon Gaming (2013 Latin American Team),INFINITY,Lyon Gaming (2013 Latin American Team),11,5,60600,44100,3,0,1,0,0,0,11,0,3,0,2017,LYN,INT,INF,LAT,LYN,INT,Blue,0,0,11,0,3,0,11,5,3,0,1,0
8567,LLN 2017 Opening,LLN,2017-01-25 00:47:00,Gaming Gaming,Infamous Gaming,Gaming Gaming,15,4,50300,36200,2,1,1,0,1,0,11,2,3,0,2017,GG,LAT,IFG,INT,GG,LAT,Blue,1,0,11,2,3,0,15,4,2,1,1,0
8572,LLN 2017 Opening,LLN,2017-01-25 22:47:00,Just Toys Havoks,ZAGA Talent Gaming,Just Toys Havoks,21,8,79400,61500,5,0,2,0,0,0,11,0,2,0,2017,JTH,INT,ZTG,INT,JTH,INT,Blue,0,0,11,0,2,0,21,8,5,0,2,0
8573,LLN 2017 Opening,LLN,2017-01-25 23:50:00,ZAGA Talent Gaming,Just Toys Havoks,ZAGA Talent Gaming,15,6,66000,51800,4,0,1,1,0,0,11,1,4,0,2017,ZTG,INT,JTH,INT,ZTG,INT,Blue,0,0,11,1,4,0,15,6,4,0,1,1
8574,LLN 2017 Opening,LLN,2017-01-26 00:48:00,Predators Esports,Dash9 Gaming,Predators Esports,16,8,59100,48000,3,0,1,0,0,0,10,4,2,0,2017,PDS,LAT,D9,INT,PDS,LAT,Blue,0,0,10,4,2,0,16,8,3,0,1,0
8575,LLN 2017 Opening,LLN,2017-01-26 01:45:00,Dash9 Gaming,Predators Esports,Dash9 Gaming,23,24,83100,77000,2,3,2,0,0,0,9,7,1,1,2017,D9,INT,PDS,LAT,D9,INT,Blue,0,0,9,7,1,1,23,24,2,3,2,0
8576,EU LCS 2017 Spring,EU LCS,2017-01-26 15:50:00,Origen,Unicorns of Love,Unicorns of Love,7,19,56300,64300,0,3,0,1,1,0,3,8,0,2,2017,OG,EMEA,UOL,EMEA,UOL,EMEA,Red,0,1,8,3,2,0,19,7,3,0,1,0
8577,EU LCS 2017 Spring,EU LCS,2017-01-26 16:53:00,Origen,Unicorns of Love,Unicorns of Love,8,22,41000,50600,0,0,0,1,0,0,2,7,0,1,2017,OG,EMEA,UOL,EMEA,UOL,EMEA,Red,0,0,7,2,1,0,22,8,0,0,1,0
8578,EU LCS 2017 Spring,EU LCS,2017-01-26 17:41:00,Misfits Gaming,Team ROCCAT,Misfits Gaming,16,1,64300,50200,4,0,1,0,0,0,10,1,2,0,2017,MSF,EMEA,ROC,EMEA,MSF,EMEA,Blue,0,0,10,1,2,0,16,1,4,0,1,0
8579,EU LCS 2017 Spring,EU LCS,2017-01-26 18:42:00,Team ROCCAT,Misfits Gaming,Misfits Gaming,12,12,83500,89100,3,2,1,2,0,0,7,10,1,2,2017,ROC,EMEA,MSF,EMEA,MSF,EMEA,Red,0,0,10,7,2,1,12,12,2,3,2,1
8580,CLS 2017 Opening,CLS,2017-01-26 20:06:00,Hafnet eSports,Kaos Latin Gamers,Hafnet eSports,17,7,58600,44700,2,2,1,0,0,0,9,2,1,0,2017,HAF,LAT,KLG,LAT,HAF,LAT,Blue,0,0,9,2,1,0,17,7,2,2,1,0
8581,CLS 2017 Opening,CLS,2017-01-26 22:16:00,Kaos Latin Gamers,Hafnet eSports,Hafnet eSports,9,19,37900,52700,2,1,0,1,0,0,2,10,0,1,2017,KLG,LAT,HAF,LAT,HAF,LAT,Red,0,0,10,2,1,0,19,9,1,2,1,0
8582,CLS 2017 Opening,CLS,2017-01-26 23:09:00,Last Kings,Furious Gaming,Last Kings,21,12,68400,65400,2,2,0,1,0,1,8,6,1,1,2017,LK,INT,FG,LAT,LK,INT,Blue,0,1,8,6,1,1,21,12,2,2,0,1
8583,CLS 2017 Opening,CLS,2017-01-27 00:27:00,Furious Gaming,Last Kings,Last Kings,11,15,71100,79700,1,4,0,1,0,0,4,10,0,2,2017,FG,LAT,LK,INT,LK,INT,Red,0,0,10,4,2,0,15,11,4,1,1,0
8584,LJL 2017 Spring,LJL,2017-01-27 10:46:00,SCARZ,7th heaven,SCARZ,28,19,81700,74300,3,1,1,0,0,0,11,3,3,0,2017,SZ,JP,7h,JP,SZ,JP,Blue,0,0,11,3,3,0,28,19,3,1,1,0
8585,LJL 2017 Spring,LJL,2017-01-27 11:58:00,7th heaven,SCARZ,7th heaven,28,16,82000,65500,4,0,2,0,0,0,11,3,5,0,2017,7h,JP,SZ,JP,7h,JP,Blue,0,0,11,3,5,0,28,16,4,0,2,0
8586,LJL 2017 Spring,LJL,2017-01-27 13:10:00,SCARZ,7th heaven,SCARZ,18,11,75400,70200,3,1,1,1,0,1,10,5,3,0,2017,SZ,JP,7h,JP,SZ,JP,Blue,0,1,10,5,3,0,18,11,3,1,1,1
8587,EU LCS 2017 Spring,EU LCS,2017-01-27 15:43:00,Splyce,Team Vitality,Splyce,6,3,80100,62900,4,0,1,1,0,0,11,0,4,0,2017,SPY,EMEA,VIT,EMEA,SPY,EMEA,Blue,0,0,11,0,4,0,6,3,4,0,1,1
8588,EU LCS 2017 Spring,EU LCS,2017-01-27 17:14:00,Splyce,Team Vitality,Splyce,19,6,55900,40900,3,0,1,0,0,0,10,2,1,0,2017,SPY,EMEA,VIT,EMEA,SPY,EMEA,Blue,0,0,10,2,1,0,19,6,3,0,1,0
8589,EU LCS 2017 Spring,EU LCS,2017-01-27 17:51:00,Giants Gaming,Fnatic,Giants Gaming,12,4,71500,61000,2,1,2,0,0,0,11,4,4,0,2017,GIA,EMEA,FNC,EMEA,GIA,EMEA,Blue,0,0,11,4,4,0,12,4,2,1,2,0
8590,EU LCS 2017 Spring,EU LCS,2017-01-27 18:56:00,Fnatic,Giants Gaming,Fnatic,14,7,81400,63100,3,1,2,0,0,0,10,1,2,0,2017,FNC,EMEA,GIA,EMEA,FNC,EMEA,Blue,0,0,10,1,2,0,14,7,3,1,2,0
8591,EU LCS 2017 Spring,EU LCS,2017-01-27 19:58:00,Giants Gaming,Fnatic,Fnatic,6,23,43000,57600,0,3,0,1,0,0,1,9,0,1,2017,GIA,EMEA,FNC,EMEA,FNC,EMEA,Red,0,0,9,1,1,0,23,6,3,0,1,0
8592,CLS 2017 Opening,CLS,2017-01-27 20:56:00,Kaos Latin Gamers,Isurus,Isurus,19,22,52400,61900,1,3,0,1,0,0,4,11,0,3,2017,KLG,LAT,ISG,LAT,ISG,LAT,Red,0,0,11,4,3,0,22,19,3,1,1,0
8593,NA LCS 2017 Spring,NA LCS,2017-01-27 21:34:00,FlyQuest,Counter Logic Gaming,FlyQuest,26,14,78900,71200,3,2,0,0,0,0,8,5,1,0,2017,FLY,NA,CLG,NA,FLY,NA,Blue,0,0,8,5,1,0,26,14,3,2,0,0
8594,CLS 2017 Opening,CLS,2017-01-27 22:07:00,Isurus,Kaos Latin Gamers,Isurus,25,11,61000,49600,3,0,0,1,0,0,10,2,3,0,2017,ISG,LAT,KLG,LAT,ISG,LAT,Blue,0,0,10,2,3,0,25,11,3,0,0,1
8595,CLS 2017 Opening,CLS,2017-01-27 23:02:00,Rebirth eSports,Last Kings,Last Kings,4,12,46800,60500,0,4,0,1,0,0,2,10,0,2,2017,RBT,LAT,LK,INT,LK,INT,Red,0,0,10,2,2,0,12,4,4,0,1,0
8596,NA LCS 2017 Spring,NA LCS,2017-01-27 23:59:00,Counter Logic Gaming,FlyQuest,FlyQuest,8,19,47900,62400,1,2,0,1,0,0,1,9,0,1,2017,CLG,NA,FLY,NA,FLY,NA,Red,0,0,9,1,1,0,19,8,2,1,1,0
8597,CLS 2017 Opening,CLS,2017-01-28 00:10:00,Last Kings,Rebirth eSports,Rebirth eSports,15,31,61800,77700,0,5,0,2,0,0,2,9,0,2,2017,LK,INT,RBT,LAT,RBT,LAT,Red,0,0,9,2,2,0,31,15,5,0,2,0
8598,NA LCS 2017 Spring,NA LCS,2017-01-28 00:52:00,TSM,Dignitas,Dignitas,19,14,88500,94300,1,4,1,2,0,0,5,10,1,2,2017,TSM,NA,DIG,NA,DIG,NA,Red,0,0,10,5,2,1,14,19,4,1,2,1
8599,NA LCS 2017 Spring,NA LCS,2017-01-28 02:08:00,Dignitas,TSM,TSM,5,10,61500,75100,2,3,0,2,0,0,2,11,0,4,2017,DIG,NA,TSM,NA,TSM,NA,Red,0,0,11,2,4,0,10,5,3,2,2,0
8601,NA LCS 2017 Spring,NA LCS,2017-01-28 03:08:00,TSM,Dignitas,TSM,12,3,58300,46200,2,1,1,0,0,0,10,2,2,0,2017,TSM,NA,DIG,NA,TSM,NA,Blue,0,0,10,2,2,0,12,3,2,1,1,0
8603,OPL 2017 Split 1,OPL,2017-01-28 05:57:00,Legacy Esports,Abyss Esports,Legacy Esports,12,5,83700,68200,3,1,2,1,0,0,11,5,4,0,2017,LGC,PCS,ABY,PCS,LGC,PCS,Blue,0,0,11,5,4,0,12,5,3,1,2,1
8604,OPL 2017 Split 1,OPL,2017-01-28 07:09:00,Abyss Esports,Legacy Esports,Legacy Esports,10,25,59200,77600,1,4,0,2,0,0,3,11,0,3,2017,ABY,PCS,LGC,PCS,LGC,PCS,Red,0,0,11,3,3,0,25,10,4,1,2,0
8605,LJL 2017 Spring,LJL,2017-01-28 07:38:00,Rascal Jester,Rampage,Rampage,7,22,46400,61100,0,3,1,0,0,1,2,11,0,4,2017,RJ,JP,RPG,JP,RPG,JP,Red,1,0,11,2,4,0,22,7,3,0,0,1
8606,LJL 2017 Spring,LJL,2017-01-28 08:44:00,Rampage,Rascal Jester,Rampage,24,3,57000,37700,2,0,1,0,1,0,11,0,3,0,2017,RPG,JP,RJ,JP,RPG,JP,Blue,1,0,11,0,3,0,24,3,2,0,1,0
8607,LJL 2017 Spring,LJL,2017-01-28 09:33:00,Unsold Stuff Gaming,DetonatioN FocusMe,DetonatioN FocusMe,13,22,63500,72800,2,3,0,2,0,0,2,7,0,1,2017,USG,JP,DFM,JP,DFM,JP,Red,0,0,7,2,1,0,22,13,3,2,2,0
8608,TCL 2017 Winter,TCL,2017-01-28 10:34:00,Galakticos,Team AURORA,Galakticos,21,15,52600,49100,0,2,1,0,1,0,7,7,1,0,2017,GAL,EMEA,AUR,EMEA,GAL,EMEA,Blue,1,0,7,7,1,0,21,15,0,2,1,0
8609,LJL 2017 Spring,LJL,2017-01-28 10:50:00,DetonatioN FocusMe,Unsold Stuff Gaming,DetonatioN FocusMe,22,18,73500,68700,3,2,1,0,0,0,8,3,1,0,2017,DFM,JP,USG,JP,DFM,JP,Blue,0,0,8,3,1,0,22,18,3,2,1,0
8610,TCL 2017 Winter,TCL,2017-01-28 11:45:00,Team AURORA,Galakticos,Team AURORA,36,15,66200,54500,0,3,1,0,0,1,9,5,1,0,2017,AUR,EMEA,GAL,EMEA,AUR,EMEA,Blue,0,1,9,5,1,0,36,15,0,3,1,0
8611,TCL 2017 Winter,TCL,2017-01-28 12:34:00,Fenerbahçe Esports,SuperMassive Esports,SuperMassive Esports,6,14,48900,56000,1,2,0,1,1,0,5,8,0,1,2017,FB,EMEA,SUP,EMEA,SUP,EMEA,Red,0,1,8,5,1,0,14,6,2,1,1,0
8613,TCL 2017 Winter,TCL,2017-01-28 13:47:00,SuperMassive Esports,Fenerbahçe Esports,SuperMassive Esports,12,6,45000,34300,2,0,1,0,0,0,8,1,1,0,2017,SUP,EMEA,FB,EMEA,SUP,EMEA,Blue,0,0,8,1,1,0,12,6,2,0,1,0
8614,TCL 2017 Winter,TCL,2017-01-28 14:33:00,HWA Gaming,Galatasaray Esports,HWA Gaming,27,14,75700,61100,4,0,1,0,1,0,11,2,3,0,2017,HWA,EMEA,GS,EMEA,HWA,EMEA,Blue,1,0,11,2,3,0,27,14,4,0,1,0
8615,EU LCS 2017 Spring,EU LCS,2017-01-28 14:47:00,H2k-Gaming,Unicorns of Love,Unicorns of Love,9,20,68300,77600,3,1,0,1,0,0,5,10,0,2,2017,H2K,EMEA,UOL,EMEA,UOL,EMEA,Red,0,0,10,5,2,0,20,9,1,3,1,0
8616,CBLOL 2017 Split 1,CBLOL,2017-01-28 15:09:00,RED Canids,INTZ,RED Canids,11,5,61300,49900,3,0,1,0,0,0,11,2,3,0,2017,RED,BR,ITZ,BR,RED,BR,Blue,0,0,11,2,3,0,11,5,3,0,1,0
8617,TCL 2017 Winter,TCL,2017-01-28 15:44:00,Galatasaray Esports,HWA Gaming,HWA Gaming,13,21,62400,73900,0,4,0,1,0,0,2,9,0,1,2017,GS,EMEA,HWA,EMEA,HWA,EMEA,Red,0,0,9,2,1,0,21,13,4,0,1,0
8618,LCL 2017 Spring,LCL,2017-01-28 15:58:00,M19,Team Just Alpha,M19,17,22,96700,93000,3,2,2,2,0,1,11,6,3,0,2017,M19,INT,Just A,INT,M19,INT,Blue,0,1,11,6,3,0,17,22,3,2,2,2
8619,EU LCS 2017 Spring,EU LCS,2017-01-28 16:01:00,H2k-Gaming,Unicorns of Love,H2k-Gaming,14,8,59600,49200,3,1,0,0,0,0,8,1,1,0,2017,H2K,EMEA,UOL,EMEA,H2K,EMEA,Blue,0,0,8,1,1,0,14,8,3,1,0,0
8620,CBLOL 2017 Split 1,CBLOL,2017-01-28 16:20:00,INTZ,RED Canids,RED Canids,4,13,45800,52200,0,3,0,1,0,1,6,9,0,2,2017,ITZ,BR,RED,BR,RED,BR,Red,1,0,9,6,2,0,13,4,3,0,1,0
8622,EU LCS 2017 Spring,EU LCS,2017-01-28 16:59:00,Unicorns of Love,H2k-Gaming,Unicorns of Love,25,19,80200,69800,1,4,1,1,0,0,9,3,1,0,2017,UOL,EMEA,H2K,EMEA,UOL,EMEA,Blue,0,0,9,3,1,0,25,19,1,4,1,1
8624,EU LCS 2017 Spring,EU LCS,2017-01-28 18:08:00,Misfits Gaming,G2 Esports,Misfits Gaming,15,6,81200,68600,5,0,1,0,0,0,9,3,1,0,2017,MSF,EMEA,G2,EMEA,MSF,EMEA,Blue,0,0,9,3,1,0,15,6,5,0,1,0
8626,NA LCS 2017 Spring,NA LCS,2017-01-28 19:10:00,Phoenix1,Team EnVyUs,Phoenix1,12,5,75100,69000,4,1,1,0,0,0,9,4,2,0,2017,P1,NA,NV,NA,P1,NA,Blue,0,0,9,4,2,0,12,5,4,1,1,0
8627,EU LCS 2017 Spring,EU LCS,2017-01-28 19:21:00,G2 Esports,Misfits Gaming,G2 Esports,13,6,83400,68300,3,2,2,0,0,0,11,1,4,0,2017,G2,EMEA,MSF,EMEA,G2,EMEA,Blue,0,0,11,1,4,0,13,6,3,2,2,0
8628,NA LCS 2017 Spring,NA LCS,2017-01-28 19:50:00,Immortals,Cloud9,Cloud9,3,13,40700,51700,1,1,0,0,0,0,1,10,0,3,2017,IMT,NA,C9,NA,C9,NA,Red,0,0,10,1,3,0,13,3,1,1,0,0
8629,NA LCS 2017 Spring,NA LCS,2017-01-28 20:45:00,Cloud9,Immortals,Cloud9,20,5,77300,61500,4,1,1,0,0,0,11,2,4,0,2017,C9,NA,IMT,NA,C9,NA,Blue,0,0,11,2,4,0,20,5,4,1,1,0
8630,EU LCS 2017 Spring,EU LCS,2017-01-28 20:51:00,Misfits Gaming,G2 Esports,G2 Esports,3,9,54700,66900,3,1,0,2,0,0,3,10,0,2,2017,MSF,EMEA,G2,EMEA,G2,EMEA,Red,0,0,10,3,2,0,9,3,1,3,2,0
8631,NA LCS 2017 Spring,NA LCS,2017-01-28 20:58:00,Team EnVyUs,Phoenix1,Phoenix1,8,14,42300,55400,0,3,0,1,0,0,0,10,0,2,2017,NV,NA,P1,NA,P1,NA,Red,0,0,10,0,2,0,14,8,3,0,1,0
8632,NA LCS 2017 Spring,NA LCS,2017-01-28 21:44:00,TSM,Team Liquid,TSM,21,16,81200,71200,2,3,1,1,0,0,10,3,1,0,2017,TSM,NA,TL,NA,TSM,NA,Blue,0,0,10,3,1,0,21,16,2,3,1,1
8633,NA LCS 2017 Spring,NA LCS,2017-01-28 21:46:00,Dignitas,Echo Fox,Dignitas,13,3,61200,45300,4,0,1,0,0,0,9,0,1,0,2017,DIG,NA,FOX,NA,DIG,NA,Blue,0,0,9,0,1,0,13,3,4,0,1,0
8634,NA LCS 2017 Spring,NA LCS,2017-01-28 22:47:00,Echo Fox,Dignitas,Echo Fox,20,9,97900,77900,4,1,2,0,0,0,11,0,5,0,2017,FOX,NA,DIG,NA,FOX,NA,Blue,0,0,11,0,5,0,20,9,4,1,2,0
8635,NA LCS 2017 Spring,NA LCS,2017-01-28 22:51:00,Team Liquid,TSM,Team Liquid,17,6,79400,66000,2,2,1,0,1,0,9,3,1,0,2017,TL,NA,TSM,NA,TL,NA,Blue,1,0,9,3,1,0,17,6,2,2,1,0
8636,NA LCS 2017 Spring,NA LCS,2017-01-28 23:53:00,Dignitas,Echo Fox,Echo Fox,5,16,35200,50600,0,2,0,1,0,0,0,11,0,3,2017,DIG,NA,FOX,NA,FOX,NA,Red,0,0,11,0,3,0,16,5,2,0,1,0
