,Team,ID,Nationality,Country,Birthdate,IsRetired,Region
2468,Astralis,Finn,,Sweden,1999-06-03,0,EMEA
2469,Astralis,Jandro,,Spain,,0,EMEA
2470,Astralis,JeongHoon,,South Korea,2000-02-22,0,EMEA
2471,Astralis,Kobbe,,Denmark,1996-09-21,0,EMEA
2472,Astralis,LIDER,,Norway,1999-07-03,0,EMEA
2473,Astralis,Venzer,,Bulgaria,1998-10-16,0,EMEA
2474,Astralis,xPeke,,Spain,1992-04-24,0,EMEA
2475,Atleta Esport,Cospect,,Estonia,,0,EMEA
2476,Atleta Esport,Creon,,Italy,1999-08-26,0,EMEA
2477,Atleta Esport,Kikis,,Poland,1996-03-16,0,EMEA
2478,Atleta Esport,Obelisk,,Germany,,0,EMEA
2479,Atleta Esport,Sebekx,,Poland,,0,EMEA
2480,Atleta Esport,xTheBlackRussian,,Italy,,0,EMEA
2481,Atletec,Cook,,France,,0,EMEA
2482,Atletec,CRoNiiK,,Spain,,0,EMEA
2483,Atletec,Deimos,France,,2003-07-22,0,EMEA
2484,Atletec,Kamiloo,,France,,0,EMEA
2485,Atletec,Myrtus,France,Italy,2005-10-11,0,EMEA
2486,Atletec,Rift,,Switzerland,,0,EMEA
2487,Austrian Force willhaben,Highway,,Poland,2000-07-13,0,EMEA
2488,Austrian Force willhaben,Light,Vietnam,Germany,2000-07-03,0,EMEA
2489,Austrian Force willhaben,Nan0,Austria,India,2004-01-25,0,EMEA
2490,Austrian Force willhaben,Noltey,,United Kingdom,1998-07-19,0,EMEA
2491,Austrian Force willhaben,Piwek,,Poland,,0,EMEA
2492,Austrian Force willhaben,Sven,,Germany,,0,EMEA
2493,Away from Normal,Exos,,Netherlands,2001-07-08,0,EMEA
2494,Away from Normal,GeeGee,,Netherlands,1996-05-31,0,EMEA
2495,Away from Normal,Laurus,,Italy,2005-01-11,0,EMEA
2496,Away from Normal,MatteoITA,,Italy,,0,EMEA
2497,Away from Normal,Mezza,,Italy,2003-04-30,0,EMEA
2498,Away from Normal,Mysterias,,Netherlands,,0,EMEA
2499,Away from Normal,Pinkmin,,Spain,,0,EMEA
2500,Away from Normal,Ryxsen,Poland,,,0,EMEA
2501,Away from Normal,Stifler,,Spain,1998-02-24,0,EMEA
2502,AXIZ,Cube,,South Korea,1996-08-16,0,Japan
2503,AXIZ,Dicey,,Japan,,0,Japan
2504,AXIZ,Hoglet,,South Korea,1999-10-08,0,Japan
2505,AXIZ,Ino,Japan,,1997-04-01,0,Japan
2506,AXIZ,Megumiin,,Japan,2001-03-07,0,Japan
2507,AXIZ,Nolisio,,Japan,,0,Japan
2508,AXIZ,Valkyrie,,South Korea,2000-12-06,0,Japan
2509,AXIZ Academy,fonix,,Japan,,0,Japan
2510,AXIZ Academy,Rando,,Japan,,0,Japan
2511,AXIZ Academy,Search,,South Korea,1995-10-26,0,Japan
2512,Axolotl,Dreampull,,Russia,1999-05-11,0,EMEA
2513,Axolotl,Enryy,,Italy,2001-02-14,0,EMEA
2514,Axolotl,Feed,Italy,,,0,EMEA
2515,Axolotl,ImFurby,,Sweden,,0,EMEA
2516,Axolotl,Pako,,Turkey,,0,EMEA
2517,Axolotl,ReizHhh,,Italy,,0,EMEA
2518,Axolotl,tooshi,Ukraine,,2001-06-20,0,EMEA
2519,AYM Esports,Karakal Jr,,Spain,1995-07-10,0,EMEA
2520,AYM Esports,Mega,,Spain,,0,EMEA
2521,AYM Esports,Mirbs,,Sweden,,0,EMEA
2522,AYM Esports,Siler,,Spain,,0,EMEA
2523,AYM Esports,Westlander,,Sweden,,0,EMEA
2524,AYM Esports,xeonerr,,Poland,,0,EMEA
2525,Baby Whales,Anoker,,Vietnam,2005-01-02,0,Vietnam
2526,Baby Whales,Darkrai,,Vietnam,2005-09-15,0,Vietnam
2527,Baby Whales,Harky,,Vietnam,2005-08-21,0,Vietnam
2528,Baby Whales,Hizto,,Vietnam,2007-09-15,0,Vietnam
2529,Baby Whales,Kiru,,Vietnam,2006-08-09,0,Vietnam
2530,Baby Whales,LLT,,Vietnam,2004-04-12,0,Vietnam
2531,Baby Whales,Tire,,Vietnam,2006-11-22,0,Vietnam
2532,Back2TheGame Outlaws,Catra,,Poland,,0,EMEA
2533,Back2TheGame Outlaws,Crystalerr,,Poland,1996-06-12,0,EMEA
2534,Back2TheGame Outlaws,Mietek,,Poland,,0,EMEA
2535,Back2TheGame Outlaws,Salami,,Poland,,0,EMEA
2536,Back2TheGame Outlaws,ShazQ,,Poland,,0,EMEA
2537,Back2TheGame Outlaws,Syzyf,,Poland,2003-04-12,0,EMEA
2538,Back2TheGame Outlaws,Szafa,,Poland,,0,EMEA
2539,Bandits Gaming,Baula,,Costa Rica,1998-03-28,0,Latin America
2540,Bandits Gaming,Couch Gen,Ecuador,Ukraine,1990-05-01,0,Latin America
2541,Bandits Gaming,Icytower,,Mexico,1999-04-25,0,Latin America
2542,Bandits Gaming,Jauny,,Costa Rica,2001-04-12,0,Latin America
2543,Bandits Gaming,KatsuJikan,,Ecuador,,0,Latin America
2544,Bandits Gaming,Kazuo,,Dominican Republic,,0,Latin America
2545,Bandits Gaming,MrLemon,,Mexico,,0,Latin America
2546,Bandits Gaming,Pinky,,Colombia,,0,Latin America
2547,Bandits Gaming,SrVenancio,,Brazil,,0,Latin America
2548,Bandits Gaming,VirusFx,,Mexico,,0,Latin America
2549,Barça eSports,Deadly,,United Kingdom,1999-08-28,0,EMEA
2550,Barça eSports,Efias,"Italy,Ukraine",Ukraine,1998-07-30,0,EMEA
2551,Barça eSports,Garih,,Spain,1996-08-14,0,EMEA
2552,Barça eSports,Mapache,,Spain,,0,EMEA
2553,Barça eSports,Maxlore,"United Kingdom,Armenia",United Kingdom,1996-07-01,0,EMEA
2554,Barça eSports,naau,,Spain,,0,EMEA
2555,Barça eSports,Sajator,,Czech Republic,2004-10-11,0,EMEA
2556,Barça eSports,WhiteKnight,,Finland,1996-02-16,0,EMEA
2557,Barça eSports,Xixauxas,,Spain,,0,EMEA
2558,Barcelona BG,Ayeye,,Ecuador,2001-09-07,0,Latin America
2559,Barcelona BG,Deliver,,Ecuador,1997-03-01,0,Latin America
2560,Barcelona BG,Manjarres,,Ecuador,,0,Latin America
2561,Barcelona BG,Wamdejo,,Ecuador,2003-03-24,0,Latin America
2562,Barcelona BG,Whiplash,,Venezuela,,0,Latin America
2563,Bastu Five,Atmo,,Finland,,0,EMEA
2564,Bastu Five,Jonse,,Finland,,0,EMEA
2565,Bastu Five,THRN,,Finland,,0,EMEA
2566,Bastu Five,Tobai,,Finland,,0,EMEA
2567,Bastu Five,Westikka,,Finland,,0,EMEA
2568,Berlin International Gaming,HARPOON,,Poland,2005-04-18,0,EMEA
2569,Berlin International Gaming,Kaymin,,Germany,2003-01-04,0,EMEA
2570,Berlin International Gaming,Leon,,Germany,2001-10-08,0,EMEA
2571,Berlin International Gaming,Nugget,,Germany,,0,EMEA
2572,Berlin International Gaming,Outlandisch,"Germany,Iraq",Germany,1995-05-15,0,EMEA
2573,Berlin International Gaming,Rulfchen,,Germany,1996-10-24,0,EMEA
2574,Berlin International Gaming,Sh0x,,Germany,1999-06-09,0,EMEA
2575,Berlin International Gaming,Vizicsacsi,,Hungary,1993-06-14,0,EMEA
2576,Berlin International Gaming,Xagog,,Germany,,0,EMEA
2577,Berlin International Gaming Chroma,CrowMac,,France,,0,EMEA
2578,Berlin International Gaming Chroma,Lumi,,Germany,,0,EMEA
2579,Berlin International Gaming Chroma,Trez,United Kingdom,,1997-11-13,0,EMEA
2580,Berlin International Gaming Chroma,Zavee,,Germany,2001-07-19,0,EMEA
2581,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,0,EMEA
2582,Beşiktaş Esports,ANDARIEL,,Turkey,,0,EMEA
2583,Beşiktaş Esports,Kireas,Turkey,Denmark,,0,EMEA
2584,Beşiktaş Esports,KSAEZ,,Turkey,,0,EMEA
2585,Beşiktaş Esports,Lykia,,Turkey,,0,EMEA
2586,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,0,EMEA
2587,Beşiktaş Esports,Zetsu,,Turkey,,0,EMEA
2588,Bethany Lutheran College,Coach Coso,,Canada,,0,North America
2589,Bethany Lutheran College,DoA,,United States,,0,North America
2590,Bethany Lutheran College,dog2,,United States,1998-07-09,0,North America
2591,Bethany Lutheran College,EQon,,Mongolia,,0,North America
2592,Bethany Lutheran College,Gweiss,,United States,,0,North America
2593,Bethany Lutheran College,MCFLURRY,,United States,,0,North America
2594,Bethany Lutheran College,wizardish,,United States,,0,North America
2595,Beyond Gaming,1116,,Taiwan,2002-11-16,0,PCS
2596,Beyond Gaming,Betty,,Taiwan,2000-01-16,0,PCS
2597,Beyond Gaming,Butter,,Taiwan,1995-10-26,0,PCS
2598,Beyond Gaming,DinTer,,Taiwan,1990-11-26,0,PCS
2599,Beyond Gaming,Eason,,Taiwan,1997-08-19,0,PCS
2600,Beyond Gaming,Feng,,Taiwan,,0,PCS
2601,Beyond Gaming,Keres,,Hong Kong,1999-09-15,0,PCS
2602,Beyond Gaming,Kongyue,,Taiwan,1999-07-19,0,PCS
2603,Beyond Gaming,Likai,,Taiwan,2002-09-11,0,PCS
2604,Beyond Gaming,RenYe,,Taiwan,,0,PCS
2605,Beyond Gaming,Stanley,,Taiwan,1991-05-06,0,PCS
2606,Beyond Gaming Academy,Puyu,,Taiwan,2003-05-29,0,PCS
2607,Beyond Gaming Academy,Winable,,Taiwan,,0,PCS
2608,Bilibili Gaming,Baiye,,China,,0,China
2609,Bilibili Gaming,BigWei,,Taiwan,,0,China
2610,Bilibili Gaming,Bin,,China,2003-09-28,0,China
2611,Bilibili Gaming,Duan,,China,1996-02-25,0,China
2612,Bilibili Gaming,Elk,,China,2001-09-29,0,China
2613,Bilibili Gaming,ON,,China,2003-05-12,0,China
2614,Bilibili Gaming,Tabe,,Hong Kong,1991-01-18,0,China
2615,Bilibili Gaming,Xiasu,,China,,0,China
2616,Bilibili Gaming,XUN,,China,2002-02-05,0,China
2617,Bilibili Gaming,Yagao,,China,1998-10-19,0,China
2618,Bilibili Gaming Junior,616,,China,,0,China
2619,Bilibili Gaming Junior,Aherusi,,China,,0,China
2620,Bilibili Gaming Junior,can,,China,,0,China
2621,Bilibili Gaming Junior,huanhuan,,China,,0,China
2622,Bilibili Gaming Junior,Hunter,,China,,0,China
2623,Bilibili Gaming Junior,Junhao,,China,,0,China
2624,Bilibili Gaming Junior,Jwei,,China,2003-01-05,0,China
2625,Bilibili Gaming Junior,lamb,,China,,0,China
2626,Bilibili Gaming Junior,Price,,China,,0,China
2627,Bilibili Gaming Junior,Rise,,China,2002-06-11,0,China
2628,Bilibili Gaming Junior,Xiaoxia,,China,,0,China
2629,Bis Esports,Carbono,,Spain,,0,EMEA
2630,Bis Esports,Enigma,,Spain,,0,EMEA
2631,Bis Esports,Eskiper,,Spain,2003-09-19,0,EMEA
2632,Bis Esports,Espejo,,Spain,,0,EMEA
2633,Bis Esports,Foxie,,Slovenia,,0,EMEA
2634,Bis Esports,Murci,,Spain,,0,EMEA
2635,Bis Esports,Sh3ry,,Spain,,0,EMEA
2636,Bis Esports,Uthred,,Spain,,0,EMEA
2637,BISONS ECLUB,Legolas,,Spain,2000-12-20,0,EMEA
2638,BISONS ECLUB,Machuki,,Spain,,0,EMEA
2639,BISONS ECLUB,Myrwn,,Spain,2003-06-13,0,EMEA
2640,BISONS ECLUB,NoName,,United Kingdom,2003-08-15,0,EMEA
2641,BISONS ECLUB,Oscure,,Spain,2000-04-30,0,EMEA
2642,BISONS ECLUB,Random,,Czech Republic,2001-12-30,0,EMEA
2643,BISONS ECLUB,Rubenxico,,Spain,,0,EMEA
2644,BK ROG Esports,21XXX,,France,,0,EMEA
2645,BK ROG Esports,Czekolad,,Poland,2000-02-15,0,EMEA
2646,BK ROG Esports,Howling,,South Korea,2003-09-17,0,EMEA
2647,BK ROG Esports,Jarge,,United Kingdom,,0,EMEA
2648,BK ROG Esports,Pridestalkr,,Netherlands,1999-01-19,0,EMEA
2649,BK ROG Esports,Trigger,,South Korea,2000-10-10,0,EMEA
2650,BK ROG Esports,Veignorem,,France,2000-01-31,0,EMEA
2651,Black Lion,Joselu,,Spain,1994-01-28,0,EMEA
2652,Black Star Gaming,SaDJesteRRR,,Russia,1991-08-03,0,CIS
2653,BlueWhites,Egetz,,Finland,,0,EMEA
2654,BlueWhites,h0la,,Finland,,0,EMEA
2655,BlueWhites,Massiivinen,,Finland,,0,EMEA
2656,BlueWhites,Mörkö,,Finland,2002-09-07,0,EMEA
2657,BlueWhites,yones,,Finland,,0,EMEA
2658,Boavista FC,Campello,,Brazil,1999-07-30,0,EMEA
2659,Boavista FC,Endeavor,,Portugal,,0,EMEA
2660,Boavista FC,PikaSensei,,Portugal,,0,EMEA
2661,Boavista FC,Rezso,,Portugal,,0,EMEA
2662,Boavista FC,rnz,,Portugal,,0,EMEA
2663,Boavista FC,TiaguuZ,,Portugal,,0,EMEA
2664,Boavista FC,Unversed,,Portugal,,0,EMEA
2665,Boavista FC,Zen,,Portugal,,0,EMEA
2666,Boca Juniors Gaming,ZURDitw,,Argentina,,0,Latin America
2667,Braves Rising,Face,,Colombia,,0,Latin America
2668,BRUTE,AKEN,Turkey,Germany,2001-06-28,0,EMEA
2669,BRUTE,Bp,,Portugal,2000-12-01,0,EMEA
2670,BRUTE,eaRyz,,France,1999-12-21,0,EMEA
2671,BRUTE,hainess,,Poland,,0,EMEA
2672,BRUTE,Munet,,Czech Republic,1999-05-19,0,EMEA
2673,BRUTE,Peto,,Slovakia,,0,EMEA
2674,BRUTE,raining,,Slovakia,2002-12-12,0,EMEA
2675,BRUTE,Ryu0,,Germany,,0,EMEA
2676,BRUTE,Silk,"Spain,Ukraine",Ukraine,,0,EMEA
2677,Burning Core,34,,South Korea,1995-03-29,0,Japan
2678,Burning Core,Broooock,,Japan,1998-06-10,0,Japan
2679,Burning Core,Dice,,South Korea,2003-12-16,0,Japan
2680,Burning Core,EL,,South Korea,2002-09-01,0,Japan
2681,Burning Core,koisi,,Japan,,0,Japan
2682,Burning Core,Raina,,Japan,1997-03-04,0,Japan
2683,Burning Core,RayFarky,,Japan,1999-05-28,0,Japan
2684,Burning Core,Yuhi,,Japan,1999-08-12,0,Japan
2685,Burning Core Academy,AIM4,,Japan,,0,Japan
2686,Burning Core Academy,Calamity,,Japan,,0,Japan
2687,Burning Core Academy,Enapon,,Japan,,0,Japan
2688,Burning Core Academy,KirinBoss,,Taiwan,,0,Japan
2689,Burning Core Academy,Sai,,Taiwan,,0,Japan
2690,Burning Core Academy,Sunleaf,,Japan,,0,Japan
2691,Burst The Sky Esports,Tidus,,Vietnam,,0,Vietnam
2692,Byteway Esports,Gaio,,Portugal,,0,EMEA
2693,Byteway Esports,Henra,,Portugal,,0,EMEA
2694,Byteway Esports,Kamyta,,Portugal,,0,EMEA
2695,Byteway Esports,MetroArcher,,Portugal,,0,EMEA
2696,Byteway Esports,Misaki,,Portugal,2001-03-15,0,EMEA
2697,Byteway Esports,Rpramp,,Portugal,,0,EMEA
2698,Byteway Esports,TMuKK,,Portugal,1997-12-07,0,EMEA
2699,Byteway Esports,yanjee,,Portugal,,0,EMEA
2700,Carleton University,Never Story,,Canada,,0,North America
2701,Carleton University,ptalp,,Canada,,0,North America
2702,Carleton University,Undefined,,Canada,2001-02-21,0,North America
2703,Case Esports,Ace,"Spain,Uruguay",Uruguay,,0,EMEA
2704,Case Esports,Coldraa,,Turkey,2002-08-14,0,EMEA
2705,Case Esports,Javier,,Spain,,0,EMEA
2706,Case Esports,LeBron,,Bulgaria,1999-11-26,0,EMEA
2707,Case Esports,Pyrka,,Poland,2000-06-04,0,EMEA
2708,Case Esports,Ray,,South Korea,1998-03-15,0,EMEA
2709,Case Esports,Rhuckz,,Portugal,1996-08-28,0,EMEA
2710,Case Esports,Xaio,,Spain,1991-05-13,0,EMEA
2711,CCG Esports,Geiger,,United States,,0,North America
2712,CCG Esports,Gryffinn,,United States,2006-09-07,0,North America
2713,CCG Esports,SophistSage,,South Korea,,0,North America
2714,CCG Esports,Yama,,United States,1999-05-16,0,North America
2715,CCG Esports,Yunbee,,Canada,,0,North America
2716,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,0,PCS
2717,Chiefs Esports Club,Babip,,Australia,1998-09-04,0,PCS
2718,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,0,PCS
2719,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,0,PCS
2720,Chiefs Esports Club,Jellal,,Australia,,0,PCS
2721,Chiefs Esports Club,Kevy,,Australia,2000-11-22,0,PCS
2722,Chiefs Esports Club,Kisee,,Australia,2003-03-07,0,PCS
2723,Chiefs Esports Club,Mirin,,Australia,1995-12-17,0,PCS
2724,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,0,PCS
2725,Chilli Esport,Blice,,Hungary,1999-03-08,0,EMEA
2726,Chilli Esport,Hobko,,Slovakia,,0,EMEA
2727,Chilli Esport,Marzo,,Slovakia,,0,EMEA
2728,Chilli Esport,MjrDee,,Czech Republic,1998-12-28,0,EMEA
2729,Chilli Esport,riotdopa,,Czech Republic,,0,EMEA
2730,Chilli Esport,Toumes,,Czech Republic,,0,EMEA
2731,Chilli Esport,Vibe,,Czech Republic,,0,EMEA
2732,Cidade Curiosa Esports,Travanques,,Portugal,,0,Europe
2733,Cienciano Esports,Sukoi,,Peru,,0,Latin America
2734,Cincinnati Fear,JayJ,,Canada,1997-09-13,0,North America
2735,Cincinnati Fear,Kade,,United States,,0,North America
2736,Cincinnati Fear,Kiao,,Poland,,0,North America
2737,Cincinnati Fear,LE0,,United States,,0,North America
2738,Cincinnati Fear,Minui,,United States,2003-03-26,0,North America
2739,Cincinnati Fear,Perry,,United States,2004-04-22,0,North America
2740,Cincinnati Fear,Philip,,Canada,2002-07-28,0,North America
2741,Cincinnati Fear,shochi,,United States,2002-01-25,0,North America
2742,Cleary University,EnerChi,,United States,,0,North America
2743,Cleary University,Kyuki,,United States,,0,North America
2744,Cleary University,Leomarc,,Philippines,,0,North America
2745,Cleary University,Painshell,,Philippines,,0,North America
2746,Cleary University,Peak Human,,Philippines,,0,North America
2747,Cleary University,YuzukiJG,,United States,,0,North America
2748,Cleveland State University,Amertria,,United States,2003-01-04,0,North America
2749,Cleveland State University,aqualad2012,,United States,2002-09-08,0,North America
2750,Cleveland State University,chungles,,United States,,0,North America
2751,Cleveland State University,CSU Hondo,,United States,,0,North America
2752,Cleveland State University,HisBeardsWeird,,United States,1995-02-09,0,North America
2753,Cleveland State University,Rekt by Kakarot,,United States,1998-02-16,0,North America
2754,Cleveland State University,Shoes,,United States,1997-02-10,0,North America
2755,Cleveland State University,ShySept,,Turkey,1995-04-07,0,North America
2756,Cleveland State University,Skrub McLord,,United States,2004-09-10,0,North America
2757,Cleveland State University,SynVT,Mexico,United States,2004-04-20,0,North America
2758,Cleveland State University,Tarp,,United States,1984-05-18,0,North America
2759,Cleveland State University,TheOGMudkip,,United States,1998-09-01,0,North America
2760,Cloud9,autumn,,South Korea,1998-04-19,0,North America
2761,Cloud9,Berserker,,South Korea,2003-05-25,0,North America
2762,Cloud9,Blaber,,United States,2000-01-04,0,North America
2763,Cloud9,David Han,,South Korea,,0,North America
2764,Cloud9,Duffman,,United Kingdom,1990-07-29,0,North America
2765,Cloud9,EMENES,,South Korea,2001-01-01,0,North America
2766,Cloud9,Emilia,,United States,,0,North America
2767,Cloud9,Fudge,,Australia,2002-05-23,0,North America
2768,Cloud9,Jack,,United States,1972-12-26,0,North America
2769,Cloud9,Mithy,,Spain,1994-10-05,0,North America
2770,Cloud9,Rigby,,South Korea,1995-12-15,0,North America
2771,Cloud9,Sneaky,,United States,1994-03-19,0,North America
2772,Cloud9,Veigar v2,,Norway,,0,North America
2773,Cloud9,xSojin,,United States,1993-11-05,0,North America
2774,Cloud9,Zven,,Denmark,1997-06-24,0,North America
2775,Columbia College,Paragxn,,United States,,0,North America
2776,Columbia College,Pengu,,United States,,0,North America
2777,Columbia College,Shari,,United States,,0,North America
2778,Connecting Esports,Pillow,,Netherlands,1997-03-30,0,EMEA
2779,Connecting Esports,Zorka XL,,Netherlands,2001-08-29,0,EMEA
2780,Contingent Esports,Ajax,,United States,1997-06-02,0,North America
2781,Contingent Esports,Arlant,,United States,2000-09-28,0,North America
2782,Contingent Esports,Bazz B,,Canada,2001-09-07,0,North America
2783,Contingent Esports,Benjimex,,United States,1999-12-16,0,North America
2784,Contingent Esports,Blank,,Canada,2000-10-27,0,North America
2785,Contingent Esports,Clown Mcgee,,United States,2001-09-13,0,North America
2786,Contingent Esports,CuddleSnuffles,,United States,2003-05-13,0,North America
2787,Contingent Esports,Muwa,,Lebanon,1999-12-14,0,North America
2788,Converse University,Alastair,,Canada,,0,North America
2789,Converse University,Budda,,United States,2002-03-07,0,North America
2790,Converse University,Daydream,,United States,,0,North America
2791,Converse University,DinosaurChainsaw,,United States,,0,North America
2792,Converse University,Gummyhat,,United States,,0,North America
2793,Converse University,xav,,Canada,,0,North America
2794,ConViction,Aojune,,China,,0,North America
2795,ConViction,Crucile,,United States,2002-01-11,0,North America
2796,ConViction,Huntervault,,United States,,0,North America
2797,ConViction,Mixtsure,,United States,2002-07-16,0,North America
2798,ConViction,Nano,,United States,,0,North America
2799,ConViction,Nightstar,"United States,Mexico",United States,2001-09-27,0,North America
2800,ConViction,Sandwitch,,United States,,0,North America
2801,ConViction,Shimmer,"United States,Turkey",United States,2002-04-13,0,North America
2802,Coscu Army,Coscu,,Argentina,1991-08-04,0,Latin America
2803,Coscu Army,Zzk,,Uruguay,,1,Latin America
2804,Counter Logic Gaming,HotshotGG,,Canada,1990-06-23,1,North America
2805,CowBoySquad Imperials Esports,JinJin,,Greece,1997-09-12,0,Europe
2806,CowBoySquad Imperials Esports,KingMagnus,,Greece,,0,Europe
2807,CPLAY,Anbé,,Germany,,1,EMEA
2808,CPLAY,BlueViper77,,Austria,,0,EMEA
2809,Crest Gaming Act,Alchemy,,Japan,1995-12-30,0,Japan
2810,Crest Gaming Act,Cassin,,South Korea,2000-03-07,0,Japan
2811,Crest Gaming Act,Eugeo,,Japan,2002-01-23,0,Japan
2812,Crest Gaming Act,Honey,,South Korea,2000-09-08,0,Japan
2813,Crest Gaming Act,Nap,,Japan,1997-01-29,0,Japan
2814,Crest Gaming Act,Primo,,Japan,2002-05-25,0,Japan
2815,Crest Gaming Act,Qoo,,Japan,1995-08-26,0,Japan
2816,Crest Gaming Act,rre,,Japan,,0,Japan
2817,Crest Gaming Act Academy,Funahwi,,Japan,2002-11-05,0,Japan
2818,Crest Gaming Act Academy,Natsuki,,Japan,1994-05-06,0,Japan
2819,Crvena zvezda Esports,6ax,,Bulgaria,,0,EMEA
2820,Crvena zvezda Esports,Aytekn,,Turkey,,0,EMEA
2821,Crvena zvezda Esports,Cripple,,Serbia,2003-03-25,0,EMEA
2822,Crvena zvezda Esports,Farfetch,,Turkey,1998-09-09,0,EMEA
2823,Crvena zvezda Esports,Flash,,Poland,1998-03-17,0,EMEA
2824,Crvena zvezda Esports,Hazel,,Romania,,0,EMEA
2825,Crvena zvezda Esports,Nedara,,Serbia,,0,EMEA
2826,Crvena zvezda Esports,Shone,,Serbia,1999-05-24,0,EMEA
2827,Crvena zvezda Esports,Uciu,,Poland,2004-11-02,0,EMEA
2828,Cryptova,Defflok,,Czech Republic,,0,EMEA
2829,Cryptova,Hiro Hai,,Czech Republic,2000-08-27,0,EMEA
2830,Cryptova,Kokos,,Poland,,0,EMEA
2831,Cryptova,Kulvas,,Czech Republic,2001-07-09,0,EMEA
2832,Cryptova,Lukke,,Czech Republic,,0,EMEA
2833,Cryptova,Meleks,,Poland,,0,EMEA
2834,Cryptova,Nardoš,,Czech Republic,,0,EMEA
2835,CTBC Flying Oyster,Achie,,Taiwan,1992-09-23,0,PCS
2836,CTBC Flying Oyster,Bob,,Taiwan,1994-02-27,0,PCS
2837,CTBC Flying Oyster,Gemini,,Taiwan,1998-06-09,0,PCS
2838,CTBC Flying Oyster,JimieN,,Taiwan,2002-07-24,0,PCS
2839,CTBC Flying Oyster,JokerHan,,Taiwan,,0,PCS
2840,CTBC Flying Oyster,Koala,,Taiwan,1995-08-16,0,PCS
2841,CTBC Flying Oyster,Rest,,Taiwan,1998-12-11,0,PCS
2842,CTBC Flying Oyster,s1aytrue,,Taiwan,2001-01-17,0,PCS
2843,CTBC Flying Oyster,ShiauC,,Taiwan,1999-07-12,0,PCS
2844,CTBC Flying Oyster,Shunn,,Taiwan,2002-06-02,0,PCS
2845,CUT Esports,Darko,,Spain,,0,MENA
2846,Cyber Wolves,Dmitar,,Serbia,,0,EMEA
2847,Cyber Wolves,klowny,,Serbia,1999-01-02,0,EMEA
2848,Cyber Wolves,Peppe,,Greece,2002-07-19,0,EMEA
2849,Cyber Wolves,Rygel,,Slovenia,,0,EMEA
2850,Cyber Wolves,TasteLess,,Serbia,1997-11-02,0,EMEA
2851,Cyber Wolves,Vaynedeta,,Greece,2001-09-27,0,EMEA
2852,Cyber Wolves,Velja,,Serbia,2002-03-22,0,EMEA
2853,Cyberground Gaming,Arkhe,,Turkey,2003-06-15,0,EMEA
2854,Cyberground Gaming,Fatihcan,,Turkey,1999-01-15,0,EMEA
2855,Cyberground Gaming,Fleshy,,Turkey,2000-11-24,0,EMEA
2856,Cyberground Gaming,Gabbo,,Italy,1999-08-05,0,EMEA
2857,Cyberground Gaming,MGX,,Turkey,,0,EMEA
2858,Cyberground Gaming,MxDragon,,Ukraine,1999-04-02,0,EMEA
2859,Dare Black,Gizers,,United States,,0,North America
2860,Dark Passage,chef,,Turkey,,0,EMEA
2861,Dark Passage,HiRit,,South Korea,1998-07-24,0,EMEA
2862,Dark Passage,Pbd,,Turkey,,0,EMEA
2863,Dark Passage,Sangchu,,South Korea,2000-06-24,0,EMEA
2864,Dark Passage,stillnumb,,Turkey,,0,EMEA
2865,Dark Passage,tacocat,"Turkey,Spain",Turkey,,0,EMEA
2866,Deep Cross Gaming,665,,Taiwan,2003-03-24,0,PCS
2867,Deep Cross Gaming,Cryscata,,Taiwan,2002-09-16,0,PCS
2868,Deep Cross Gaming,Enzz,,Taiwan,,0,PCS
2869,Deep Cross Gaming,Hana,,Taiwan,1996-10-29,0,PCS
2870,Deep Cross Gaming,Hanabi,,Taiwan,2000-08-12,0,PCS
2871,Deep Cross Gaming,Nestea,,Taiwan,1999-10-18,0,PCS
2872,Deep Cross Gaming,Orca,,Taiwan,2003-10-09,0,PCS
2873,Deep Cross Gaming,REFRA1N,,Taiwan,1993-10-19,0,PCS
2874,Deliverance Esports Peru,S1te,,Peru,1997-09-25,0,Latin America
2875,DELTALAND,Avarosa,,Turkey,,0,EMEA
2876,DELTALAND,emiserra,,Italy,2003-04-18,0,EMEA
2877,DELTALAND,LewaR,,Poland,,0,EMEA
2878,DELTALAND,Silent,,Italy,1998-08-24,0,EMEA
2879,DELTALAND,Undefined,,Greece,2001-05-04,0,EMEA
2880,Des Moines DMG,deathwalker222,Vietnam,United States,2002-08-05,0,North America
2881,Des Moines DMG,Lojaz,,United States,2000-10-04,0,North America
2882,Des Moines DMG,Plez,,United States,,0,North America
2883,Des Moines DMG,Slurps,,Canada,,0,North America
2884,Des Moines DMG,Solitified,,Canada,,0,North America
2885,Descuydado Aucas Esports,Acerola,,Costa Rica,,0,Latin America
2886,Descuydado Aucas Esports,Fatorix,"Argentina,United States",Argentina,,0,Latin America
2887,Descuydado Aucas Esports,MARSH,,Venezuela,,0,Latin America
2888,Descuydado Aucas Esports,Nickleaf,,Ecuador,,0,Latin America
2889,Descuydado Aucas Esports,Nishkyu,,Ecuador,1999-04-12,0,Latin America
