,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
2765,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-31 22:30:00,Immortals,100 Thieves,0,1,2
11868,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-31 23:00:00,Rainbow7,Team Aze,1,0,1
2766,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-31 23:30:00,Dignitas,Counter Logic Gaming,0,1,2
11869,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-08-01 00:00:00,All Knights,XTEN Esports,1,0,1
7909,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-01 09:00:00,Anyone's Legend,Royal Never Give Up,0,2,2
7910,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-01 11:00:00,Ultra Prime,FunPlus Phoenix,0,2,2
7911,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-02 09:00:00,Rare Atom,Invictus Gaming,1,2,2
7912,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-02 11:00:00,Bilibili Gaming,Victory Five,0,2,2
5247,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-03 08:00:00,Liiv SANDBOX,DWG KIA,2,0,1
7913,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-03 09:00:00,LGD Gaming,ThunderTalk Gaming,1,2,2
11222,LJL 2022 Summer,LoL Japan League,LJL,2022-08-03 09:00:00,Burning Core,Fukuoka SoftBank HAWKS gaming,0,1,2
11223,LJL 2022 Summer,LoL Japan League,LJL,2022-08-03 10:00:00,DetonatioN FocusMe,V3 Esports,1,0,1
11224,LJL 2022 Summer,LoL Japan League,LJL,2022-08-03 11:00:00,Sengoku Gaming,Crest Gaming Act,1,0,1
7914,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-03 11:00:00,Weibo Gaming,JD Gaming,0,2,2
5248,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-03 11:00:00,Kwangdong Freecs,Gen.G,0,2,2
11225,LJL 2022 Summer,LoL Japan League,LJL,2022-08-03 12:00:00,Rascal Jester,AXIZ,0,1,2
13388,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-04 08:00:00,J Team,Meta Falcon Team,1,0,1
5249,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-04 08:00:00,KT Rolster,Fredit BRION,2,1,1
7915,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-04 09:00:00,Team WE,EDward Gaming,0,2,2
13389,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-04 09:00:00,Frank Esports,Impunity,1,0,1
13390,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-04 10:00:00,Dewish Team,J Team,0,1,2
14139,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-04 10:00:00,AS Esports,GAM Esports,0,2,2
5250,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-04 11:00:00,T1,Hanwha Life Esports,2,0,1
7916,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-04 11:00:00,Rare Atom,LNG Esports,2,1,1
13391,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-04 11:00:00,Meta Falcon Team,PSG Talon,0,1,2
13392,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-04 12:00:00,SEM9,CTBC Flying Oyster,0,1,2
13393,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-04 13:00:00,Beyond Gaming,Deep Cross Gaming,1,0,1
14140,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-04 13:00:00,Genius Esports,SBTC Esports,0,2,2
13394,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-05 08:00:00,PSG Talon,J Team,0,1,2
5251,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-05 08:00:00,DRX,Nongshim RedForce,2,1,1
11226,LJL 2022 Summer,LoL Japan League,LJL,2022-08-05 09:00:00,Fukuoka SoftBank HAWKS gaming,Rascal Jester,1,0,1
7917,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-05 09:00:00,LGD Gaming,Top Esports,0,2,2
13395,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-05 09:00:00,Meta Falcon Team,Frank Esports,0,1,2
11227,LJL 2022 Summer,LoL Japan League,LJL,2022-08-05 10:00:00,Burning Core,Crest Gaming Act,0,1,2
14141,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-05 10:00:00,Saigon Buffalo,Team Secret (Vietnamese Team),2,1,1
13396,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-05 10:00:00,Deep Cross Gaming,Dewish Team,1,0,1
5252,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-05 11:00:00,DWG KIA,Gen.G,1,2,2
7918,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-05 11:00:00,Bilibili Gaming,Oh My God,2,0,1
13397,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-05 11:00:00,Beyond Gaming,SEM9,1,0,1
11228,LJL 2022 Summer,LoL Japan League,LJL,2022-08-05 11:00:00,AXIZ,V3 Esports,0,1,2
11229,LJL 2022 Summer,LoL Japan League,LJL,2022-08-05 12:00:00,DetonatioN FocusMe,Sengoku Gaming,0,1,2
13398,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-05 12:00:00,PSG Talon,Impunity,1,0,1
14142,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-05 13:00:00,CERBERUS Esports (Vietnamese Team),Team Whales,0,2,2
13399,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-05 13:00:00,CTBC Flying Oyster,J Team,0,1,2
3734,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-05 16:00:00,Misfits Gaming,Astralis,1,0,1
3735,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-05 17:00:00,Team Vitality,Team BDS,1,0,1
3736,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-05 18:00:00,SK Gaming,Fnatic,0,1,2
3737,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-05 19:00:00,Rogue (European Team),MAD Lions,1,0,1
3738,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-05 20:00:00,G2 Esports,Excel Esports,1,0,1
11870,LLA 2022 Closing Playoffs,Liga Latinoamerica,LLA,2022-08-05 20:00:00,INFINITY,All Knights,3,0,1
13400,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-06 08:00:00,J Team,Impunity,1,0,1
5253,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-06 08:00:00,Hanwha Life Esports,Fredit BRION,1,2,2
7919,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-06 09:00:00,Royal Never Give Up,Invictus Gaming,2,1,1
13401,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-06 09:00:00,Dewish Team,SEM9,0,1,2
13402,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-06 10:00:00,Impunity,Meta Falcon Team,0,1,2
14143,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-06 10:00:00,Team Secret (Vietnamese Team),CERBERUS Esports (Vietnamese Team),2,0,1
7920,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-06 11:00:00,FunPlus Phoenix,Weibo Gaming,0,2,2
13403,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-06 11:00:00,CTBC Flying Oyster,PSG Talon,0,1,2
15692,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-06 11:00:00,Beşiktaş Esports,5 Ronin,1,0,1
5254,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-06 11:00:00,KT Rolster,Liiv SANDBOX,1,2,2
15693,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-06 12:00:00,Fenerbahçe Esports,Istanbul Wildcats,0,1,2
13404,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-06 12:00:00,Frank Esports,Deep Cross Gaming,1,0,1
13405,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-06 13:00:00,J Team,Beyond Gaming,0,1,2
14144,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-06 13:00:00,GAM Esports,Saigon Buffalo,2,1,1
15694,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-06 13:00:00,Team AURORA,SuperMassive Blaze,0,1,2
15695,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-06 14:00:00,Galatasaray Esports,Dark Passage,1,0,1
15696,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-06 15:00:00,NASR eSports Turkey,Galakticos,1,0,1
3739,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-06 15:00:00,Team Vitality,Astralis,0,1,2
9354,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-06 16:00:00,FURIA,Flamengo Los Grandes,1,0,1
3740,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-06 16:00:00,Team BDS,Excel Esports,1,0,1
9355,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-06 17:00:00,RED Canids,Liberty,1,0,1
3741,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-06 17:00:00,Misfits Gaming,MAD Lions,1,0,1
3742,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-06 18:00:00,SK Gaming,Rogue (European Team),1,0,1
9356,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-06 18:00:00,Rensga Esports,KaBuM! Esports,0,1,2
9357,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-06 19:00:00,Miners,LOUD,0,1,2
3743,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-06 19:00:00,G2 Esports,Fnatic,1,0,1
9358,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-06 20:00:00,paiN Gaming,INTZ,1,0,1
11871,LLA 2022 Closing Playoffs,Liga Latinoamerica,LLA,2022-08-06 20:00:00,Estral Esports,Team Aze,3,0,1
2767,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-06 20:30:00,Golden Guardians,100 Thieves,0,1,2
2768,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-06 21:30:00,Evil Geniuses.NA,TSM,1,0,1
2769,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-06 22:30:00,Team Liquid,FlyQuest,1,0,1
2770,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-06 23:30:00,Counter Logic Gaming,Cloud9,1,0,1
2771,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-07 00:30:00,Immortals,Dignitas,0,1,2
5255,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-07 08:00:00,Nongshim RedForce,T1,1,2,2
11230,LJL 2022 Summer,LoL Japan League,LJL,2022-08-07 09:00:00,Crest Gaming Act,AXIZ,1,0,1
13406,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-07 09:00:00,CTBC Flying Oyster,Frank Esports,1,0,1
7921,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-07 09:00:00,Ultra Prime,Victory Five,1,2,2
14145,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-07 10:00:00,SBTC Esports,AS Esports,2,0,1
13407,PCS 2022 Summer,Pacific Championship Series,PCS,2022-08-07 10:00:00,J Team,Deep Cross Gaming,0,1,2
11231,LJL 2022 Summer,LoL Japan League,LJL,2022-08-07 10:00:00,Rascal Jester,DetonatioN FocusMe,0,1,2
15697,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-07 11:00:00,SuperMassive Blaze,Istanbul Wildcats,0,1,2
5256,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-07 11:00:00,Kwangdong Freecs,DRX,0,2,2
7922,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-07 11:00:00,JD Gaming,Anyone's Legend,2,0,1
11232,LJL 2022 Summer,LoL Japan League,LJL,2022-08-07 11:00:00,V3 Esports,Fukuoka SoftBank HAWKS gaming,0,1,2
15698,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-07 12:00:00,NASR eSports Turkey,5 Ronin,1,0,1
11233,LJL 2022 Summer,LoL Japan League,LJL,2022-08-07 12:00:00,Sengoku Gaming,Burning Core,1,0,1
15699,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-07 13:00:00,Galatasaray Esports,Beşiktaş Esports,1,0,1
14146,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-07 13:00:00,Team Whales,Genius Esports,2,0,1
15700,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-07 14:00:00,Galakticos,Fenerbahçe Esports,0,1,2
15701,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-07 15:00:00,Team AURORA,Dark Passage,0,1,2
9359,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-07 16:00:00,KaBuM! Esports,Miners,1,0,1
9360,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-07 17:00:00,Flamengo Los Grandes,paiN Gaming,1,0,1
9361,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-07 18:00:00,INTZ,RED Canids,0,1,2
9362,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-07 19:00:00,Liberty,Rensga Esports,1,0,1
2772,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-07 19:30:00,FlyQuest,Counter Logic Gaming,0,1,2
9363,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-08-07 20:00:00,LOUD,FURIA,1,0,1
11872,LLA 2022 Closing Playoffs,Liga Latinoamerica,LLA,2022-08-07 20:00:00,Isurus,Rainbow7,3,2,1
2773,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-07 20:30:00,Cloud9,100 Thieves,0,1,2
2774,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-07 21:30:00,Evil Geniuses.NA,Team Liquid,0,1,2
2775,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-07 22:30:00,Immortals,Golden Guardians,1,0,1
2776,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-07 23:30:00,TSM,Dignitas,1,0,1
7923,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-08 09:00:00,ThunderTalk Gaming,Royal Never Give Up,0,2,2
7924,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-08 11:00:00,Bilibili Gaming,Team WE,2,1,1
7925,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-09 09:00:00,LGD Gaming,Rare Atom,2,1,1
7926,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-09 11:00:00,Top Esports,Victory Five,0,2,2
5257,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-10 08:00:00,Gen.G,Fredit BRION,2,0,1
7927,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-10 09:00:00,EDward Gaming,Anyone's Legend,2,0,1
11234,LJL 2022 Summer,LoL Japan League,LJL,2022-08-10 09:00:00,V3 Esports,Burning Core,1,0,1
11235,LJL 2022 Summer,LoL Japan League,LJL,2022-08-10 10:00:00,Crest Gaming Act,DetonatioN FocusMe,0,1,2
5258,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-10 11:00:00,Liiv SANDBOX,T1,2,0,1
11236,LJL 2022 Summer,LoL Japan League,LJL,2022-08-10 11:00:00,Sengoku Gaming,Rascal Jester,1,0,1
7928,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-10 11:00:00,Invictus Gaming,Oh My God,1,2,2
11237,LJL 2022 Summer,LoL Japan League,LJL,2022-08-10 12:00:00,Fukuoka SoftBank HAWKS gaming,AXIZ,1,0,1
5259,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-11 08:00:00,Kwangdong Freecs,DWG KIA,0,2,2
7929,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-11 09:00:00,Team WE,FunPlus Phoenix,0,2,2
14147,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-11 10:00:00,Team Secret (Vietnamese Team),Team Whales,2,1,1
7930,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-11 11:00:00,ThunderTalk Gaming,Ultra Prime,2,0,1
5260,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-11 11:00:00,DRX,KT Rolster,0,2,2
14148,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-11 13:00:00,GAM Esports,Genius Esports,2,0,1
5261,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-12 08:00:00,Nongshim RedForce,Hanwha Life Esports,2,0,1
7931,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-12 09:00:00,Invictus Gaming,LGD Gaming,2,1,1
11238,LJL 2022 Summer,LoL Japan League,LJL,2022-08-12 09:00:00,Rascal Jester,Crest Gaming Act,0,1,2
11239,LJL 2022 Summer,LoL Japan League,LJL,2022-08-12 10:00:00,V3 Esports,Sengoku Gaming,0,1,2
14149,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-12 10:00:00,Saigon Buffalo,SBTC Esports,2,1,1
7932,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-12 11:00:00,Weibo Gaming,LNG Esports,0,2,2
11240,LJL 2022 Summer,LoL Japan League,LJL,2022-08-12 11:00:00,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,0,1,2
5262,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-12 11:00:00,Fredit BRION,Liiv SANDBOX,0,2,2
11241,LJL 2022 Summer,LoL Japan League,LJL,2022-08-12 12:00:00,AXIZ,Burning Core,0,1,2
14150,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-12 13:00:00,CERBERUS Esports (Vietnamese Team),AS Esports,2,0,1
3744,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-12 16:00:00,Team BDS,Misfits Gaming,0,1,2
9364,CBLOL 2022 Split 2 Playoffs,Circuit Brazilian League of Legends,CBLOL,2022-08-12 16:00:00,KaBuM! Esports,Miners,3,0,1
3745,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-12 17:00:00,Team Vitality,SK Gaming,0,1,2
3746,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-12 18:00:00,Rogue (European Team),Excel Esports,1,0,1
3747,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-12 19:00:00,Fnatic,Astralis,1,0,1
3748,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-12 20:00:00,MAD Lions,G2 Esports,0,1,2
2777,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-12 21:30:00,Team Liquid,Dignitas,1,0,1
2778,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-12 22:30:00,Evil Geniuses.NA,Golden Guardians,1,0,1
2779,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-12 23:30:00,FlyQuest,100 Thieves,1,0,1
2780,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-13 00:30:00,TSM,Counter Logic Gaming,1,0,1
2781,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-13 01:30:00,Immortals,Cloud9,0,1,2
5263,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-13 08:00:00,Gen.G,KT Rolster,2,1,1
7933,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-13 09:00:00,ThunderTalk Gaming,Rare Atom,1,2,2
14151,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-13 10:00:00,Team Whales,SBTC Esports,2,1,1
7934,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-13 11:00:00,Anyone's Legend,Top Esports,0,2,2
15702,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-13 11:00:00,Istanbul Wildcats,Dark Passage,0,1,2
5264,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-13 11:00:00,T1,DWG KIA,2,0,1
15703,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-13 12:00:00,NASR eSports Turkey,Beşiktaş Esports,0,1,2
15704,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-13 13:00:00,Team AURORA,Galatasaray Esports,1,0,1
14152,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-13 13:00:00,Team Secret (Vietnamese Team),AS Esports,2,0,1
15705,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-13 14:00:00,Fenerbahçe Esports,5 Ronin,1,0,1
15706,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-13 15:00:00,SuperMassive Blaze,Galakticos,1,0,1
3749,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-13 15:00:00,Team BDS,Rogue (European Team),1,0,1
3750,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-13 16:00:00,SK Gaming,Excel Esports,0,1,2
9365,CBLOL 2022 Split 2 Playoffs,Circuit Brazilian League of Legends,CBLOL,2022-08-13 16:00:00,FURIA,paiN Gaming,1,3,2
3751,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-13 17:00:00,MAD Lions,Astralis,1,0,1
3752,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-13 18:00:00,Team Vitality,Fnatic,0,1,2
3753,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-13 19:00:00,Misfits Gaming,G2 Esports,0,1,2
11873,LLA 2022 Closing Playoffs,Liga Latinoamerica,LLA,2022-08-13 20:00:00,Team Aze,INFINITY,3,1,1
2782,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-13 20:30:00,Counter Logic Gaming,100 Thieves,0,1,2
2783,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-13 21:30:00,Team Liquid,Golden Guardians,1,0,1
2784,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-13 22:30:00,TSM,Cloud9,0,1,2
2785,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-13 23:30:00,Immortals,FlyQuest,0,1,2
2786,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-14 00:30:00,Evil Geniuses.NA,Dignitas,1,0,1
5265,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-14 06:00:00,DRX,Hanwha Life Esports,1,2,2
7935,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-14 09:00:00,Ultra Prime,Team WE,2,0,1
11242,LJL 2022 Summer,LoL Japan League,LJL,2022-08-14 09:00:00,AXIZ,Sengoku Gaming,0,1,2
5266,LCK 2022 Summer,LoL Champions Korea,LCK,2022-08-14 09:00:00,Nongshim RedForce,Kwangdong Freecs,2,0,1
11243,LJL 2022 Summer,LoL Japan League,LJL,2022-08-14 10:00:00,Fukuoka SoftBank HAWKS gaming,Crest Gaming Act,1,0,1
14153,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-14 10:00:00,Saigon Buffalo,Genius Esports,2,0,1
11244,LJL 2022 Summer,LoL Japan League,LJL,2022-08-14 11:00:00,V3 Esports,Rascal Jester,0,1,2
15707,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-14 11:00:00,Team AURORA,Istanbul Wildcats,0,1,2
7936,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-08-14 11:00:00,LGD Gaming,Royal Never Give Up,2,1,1
11245,LJL 2022 Summer,LoL Japan League,LJL,2022-08-14 12:00:00,Burning Core,DetonatioN FocusMe,0,1,2
15708,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-14 12:00:00,Fenerbahçe Esports,Beşiktaş Esports,1,0,1
14154,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-08-14 13:00:00,GAM Esports,CERBERUS Esports (Vietnamese Team),2,0,1
15709,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-14 13:00:00,SuperMassive Blaze,5 Ronin,1,0,1
15710,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-14 14:00:00,NASR eSports Turkey,Galatasaray Esports,1,0,1
15711,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-14 15:00:00,Galakticos,Dark Passage,0,1,2
3754,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-14 15:00:00,Excel Esports,Astralis,1,0,1
15712,TCL 2022 Summer,Turkish Championship League,TCL,2022-08-14 16:00:00,Dark Passage,Istanbul Wildcats,0,1,2
9366,CBLOL 2022 Split 2 Playoffs,Circuit Brazilian League of Legends,CBLOL,2022-08-14 16:00:00,RED Canids,LOUD,1,3,2
3755,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-14 16:00:00,Team BDS,MAD Lions,0,1,2
3756,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-14 17:00:00,SK Gaming,G2 Esports,0,1,2
3757,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-14 18:00:00,Team Vitality,Rogue (European Team),0,1,2
3758,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-14 19:00:00,Misfits Gaming,Fnatic,0,1,2
2787,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-14 19:30:00,Immortals,Counter Logic Gaming,0,1,2
3759,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-14 20:00:00,Excel Esports,Team Vitality,1,0,1
11874,LLA 2022 Closing Playoffs,Liga Latinoamerica,LLA,2022-08-14 20:00:00,Estral Esports,Isurus,3,1,1
2788,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-14 20:30:00,Evil Geniuses.NA,Cloud9,1,0,1
3760,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-08-14 21:00:00,Fnatic,Misfits Gaming,0,1,2
2789,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-14 21:30:00,TSM,FlyQuest,0,1,2
2790,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-14 22:30:00,Team Liquid,100 Thieves,0,1,2
2791,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-14 23:30:00,Golden Guardians,Dignitas,1,0,1
2792,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-08-15 00:30:00,Cloud9,FlyQuest,1,0,1
7937,LPL 2022 Summer Playoffs,Tencent LoL Pro League,LPL,2022-08-16 09:00:00,Oh My God,FunPlus Phoenix,2,3,2
5267,LCK 2022 Summer Playoffs,LoL Champions Korea,LCK,2022-08-17 08:00:00,Liiv SANDBOX,DRX,3,1,1
7938,LPL 2022 Summer Playoffs,Tencent LoL Pro League,LPL,2022-08-17 09:00:00,LNG Esports,Bilibili Gaming,3,1,1
11246,LJL 2022 Summer,LoL Japan League,LJL,2022-08-17 09:00:00,DetonatioN FocusMe,AXIZ,1,0,1
11247,LJL 2022 Summer,LoL Japan League,LJL,2022-08-17 10:00:00,Burning Core,Rascal Jester,1,0,1
11248,LJL 2022 Summer,LoL Japan League,LJL,2022-08-17 11:00:00,Sengoku Gaming,Fukuoka SoftBank HAWKS gaming,1,0,1
11249,LJL 2022 Summer,LoL Japan League,LJL,2022-08-17 12:00:00,Crest Gaming Act,V3 Esports,0,1,2
5268,LCK 2022 Summer Playoffs,LoL Champions Korea,LCK,2022-08-18 08:00:00,DWG KIA,KT Rolster,3,2,1
13408,PCS 2022 Summer Playoffs,Pacific Championship Series,PCS,2022-08-18 09:00:00,J Team,Beyond Gaming,1,3,2
7939,LPL 2022 Summer Playoffs,Tencent LoL Pro League,LPL,2022-08-18 09:00:00,EDward Gaming,FunPlus Phoenix,3,1,1
