,Tournament,League,Date,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Year
29937,EU LCS 2015 Summer,EU LCS,2015-07-24 17:06:00,36:46,Gambit Gaming,H2k-Gaming,0,1,H2k-Gaming,2015
29938,EU LCS 2015 Summer,EU LCS,2015-07-24 18:09:00,47:4,SK Gaming,Elements,1,0,SK Gaming,2015
9269,LPL 2015 Summer,LPL,2015-07-24 19:00:00,34:00,Team King,Invictus Gaming,0,1,Invictus Gaming,2015
9270,LPL 2015 Summer,LPL,2015-07-24 19:00:00,40:30,Invictus Gaming,Team King,2,0,Invictus Gaming,2015
29939,EU LCS 2015 Summer,EU LCS,2015-07-24 19:20:00,38:32,Origen,Team ROCCAT,0,1,Team ROCCAT,2015
29940,EU LCS 2015 Summer,EU LCS,2015-07-24 20:24:00,23:48,Fnatic,Unicorns of Love,1,0,Fnatic,2015
9272,LPL 2015 Summer,LPL,2015-07-24 21:00:00,48:20,Qiao Gu Reapers,EDward Gaming,0,1,EDward Gaming,2015
9271,LPL 2015 Summer,LPL,2015-07-24 21:00:00,29:13,EDward Gaming,Qiao Gu Reapers,2,0,EDward Gaming,2015
29941,EU LCS 2015 Summer,EU LCS,2015-07-24 21:13:00,47:21,Giants Gaming,Team ROCCAT,0,1,Team ROCCAT,2015
9274,LPL 2015 Summer,LPL,2015-07-24 23:00:00,39:09,Team WE,LGD Gaming,0,2,LGD Gaming,2015
9273,LPL 2015 Summer,LPL,2015-07-24 23:00:00,34:45,LGD Gaming,Team WE,1,0,LGD Gaming,2015
17217,LJL 2015 Season 2,LJL,2015-07-24 23:00:00,34:19,DetonatioN FocusMe,Ozone Rampage,0,1,Ozone Rampage,2015
17218,LJL 2015 Season 2,LJL,2015-07-25 00:00:00,37:47,Ozone Rampage,DetonatioN FocusMe,2,0,Ozone Rampage,2015
17219,LJL 2015 Season 2,LJL,2015-07-25 01:00:00,31:21,DetonatioN FocusMe,Ozone Rampage,1,2,DetonatioN FocusMe,2015
17220,LJL 2015 Season 2,LJL,2015-07-25 02:00:00,39:52,Ozone Rampage,DetonatioN FocusMe,3,1,Ozone Rampage,2015
25675,LMS 2015 Summer Playoffs,LMS,2015-07-25 08:56:00,45:39,Flash Wolves,Hong Kong Esports,0,1,Hong Kong Esports,2015
25676,LMS 2015 Summer Playoffs,LMS,2015-07-25 10:15:00,41:08,Hong Kong Esports,Flash Wolves,1,1,Flash Wolves,2015
23575,TCL 2015 Summer Playoffs,TCL,2015-07-25 10:47:00,45:25,Team Turquality,Oyun Hizmetleri,1,0,Team Turquality,2015
25677,LMS 2015 Summer Playoffs,LMS,2015-07-25 11:21:00,39:44,Flash Wolves,Hong Kong Esports,1,2,Hong Kong Esports,2015
23576,TCL 2015 Summer Playoffs,TCL,2015-07-25 12:05:00,31:31,Oyun Hizmetleri,Team Turquality,0,2,Team Turquality,2015
25678,LMS 2015 Summer Playoffs,LMS,2015-07-25 12:15:00,36:08,Hong Kong Esports,Flash Wolves,3,1,Hong Kong Esports,2015
23577,TCL 2015 Summer Playoffs,TCL,2015-07-25 13:07:00,32:30,Team Turquality,Oyun Hizmetleri,2,1,Oyun Hizmetleri,2015
23578,TCL 2015 Summer Playoffs,TCL,2015-07-25 14:03:00,39:25,Oyun Hizmetleri,Team Turquality,1,3,Team Turquality,2015
14734,CBLOL 2015 Split 2 Playoffs,CBLOL,2015-07-25 16:00:00,44:41,g3nerationX,Keyd Stars,0,1,Keyd Stars,2015
9275,LPL 2015 Summer,LPL,2015-07-25 17:00:00,28:43,Snake Esports,Qiao Gu Reapers,1,1,Snake Esports,2015
14735,CBLOL 2015 Split 2 Playoffs,CBLOL,2015-07-25 17:00:00,30:49,Keyd Stars,g3nerationX,2,0,Keyd Stars,2015
9276,LPL 2015 Summer,LPL,2015-07-25 17:00:00,41:17,Qiao Gu Reapers,Snake Esports,1,0,Qiao Gu Reapers,2015
14736,CBLOL 2015 Split 2 Playoffs,CBLOL,2015-07-25 18:00:00,28:37,g3nerationX,Keyd Stars,0,3,Keyd Stars,2015
27829,NA LCS 2015 Summer,NA LCS,2015-07-25 18:48:00,41:57,Team 8,Team Liquid,0,1,Team Liquid,2015
9278,LPL 2015 Summer,LPL,2015-07-25 19:00:00,47:34,Masters 3,Vici Gaming,0,1,Vici Gaming,2015
9277,LPL 2015 Summer,LPL,2015-07-25 19:00:00,33:50,Vici Gaming,Masters 3,1,1,Masters 3,2015
27830,NA LCS 2015 Summer,NA LCS,2015-07-25 20:04:00,29:05,Dignitas,Counter Logic Gaming,0,1,Counter Logic Gaming,2015
27831,NA LCS 2015 Summer,NA LCS,2015-07-25 20:54:00,34:06,Gravity (North American Team),Team Impulse,0,1,Team Impulse,2015
9280,LPL 2015 Summer,LPL,2015-07-25 21:00:00,41:35,Team WE,Royal Never Give Up,1,0,Team WE,2015
9279,LPL 2015 Summer,LPL,2015-07-25 21:00:00,29:35,Royal Never Give Up,Team WE,0,2,Team WE,2015
27832,NA LCS 2015 Summer,NA LCS,2015-07-25 21:50:00,57:34,Enemy,TSM,0,1,TSM,2015
9281,LPL 2015 Summer,LPL,2015-07-25 23:00:00,43:06,Invictus Gaming,Oh My God,1,0,Invictus Gaming,2015
9282,LPL 2015 Summer,LPL,2015-07-25 23:00:00,44:23,Oh My God,Invictus Gaming,1,1,Oh My God,2015
27833,NA LCS 2015 Summer,NA LCS,2015-07-25 23:14:00,37:55,Team Dragon Knights,Cloud9,1,0,Team Dragon Knights,2015
25679,LMS 2015 Summer Playoffs,LMS,2015-07-26 09:13:00,43:46,Hong Kong Esports,ahq eSports Club,0,1,ahq eSports Club,2015
25680,LMS 2015 Summer Playoffs,LMS,2015-07-26 10:10:00,39:09,ahq eSports Club,Hong Kong Esports,2,0,ahq eSports Club,2015
23579,TCL 2015 Summer Playoffs,TCL,2015-07-26 10:38:00,26:04,HWA Gaming,NumberOne Esports,1,0,HWA Gaming,2015
25681,LMS 2015 Summer Playoffs,LMS,2015-07-26 11:06:00,41:08,Hong Kong Esports,ahq eSports Club,0,3,ahq eSports Club,2015
23580,TCL 2015 Summer Playoffs,TCL,2015-07-26 11:46:00,38:59,NumberOne Esports,HWA Gaming,0,2,HWA Gaming,2015
23581,TCL 2015 Summer Playoffs,TCL,2015-07-26 12:53:00,43:09,HWA Gaming,NumberOne Esports,3,0,HWA Gaming,2015
27834,NA LCS 2015 Summer,NA LCS,2015-07-26 18:51:00,31:28,Enemy,Dignitas,0,1,Dignitas,2015
27835,NA LCS 2015 Summer,NA LCS,2015-07-26 19:49:00,27:52,Counter Logic Gaming,Team 8,1,0,Counter Logic Gaming,2015
27836,NA LCS 2015 Summer,NA LCS,2015-07-26 20:39:00,31:48,TSM,Cloud9,0,1,Cloud9,2015
27837,NA LCS 2015 Summer,NA LCS,2015-07-26 21:34:00,32:2,Gravity (North American Team),Team Dragon Knights,0,1,Team Dragon Knights,2015
27838,NA LCS 2015 Summer,NA LCS,2015-07-26 22:26:00,59:26,Team Liquid,Team Impulse,1,0,Team Liquid,2015
27839,NA LCS 2015 Summer,NA LCS,2015-07-26 23:48:00,32:38,Team 8,Cloud9,0,1,Cloud9,2015
32079,LAS 2016 Opening Cup Promotion,CLS,2015-07-27 21:00:00,52:22,Isurus,Freedom Dive,0,1,Freedom Dive,2015
32080,LAS 2016 Opening Cup Promotion,CLS,2015-07-27 22:00:00,39:35,Freedom Dive,Isurus,1,1,Isurus,2015
32081,LAS 2016 Opening Cup Promotion,CLS,2015-07-27 23:00:00,49:39,Isurus,Freedom Dive,2,1,Isurus,2015
32082,LAS 2016 Opening Cup Promotion,CLS,2015-07-28 00:00:00,30:45,Freedom Dive,Isurus,1,3,Isurus,2015
27840,NA LCS 2015 Summer,NA LCS,2015-07-28 00:45:00,28:32,Team Impulse,Gravity (North American Team),1,0,Team Impulse,2015
27841,NA LCS 2015 Summer,NA LCS,2015-07-28 01:32:00,35:2,Team Liquid,Counter Logic Gaming,1,0,Team Liquid,2015
32083,LAS 2016 Opening Cup Promotion,CLS,2015-07-29 21:00:00,23:32,Bencheados,Hafnet eSports,0,1,Hafnet eSports,2015
32084,LAS 2016 Opening Cup Promotion,CLS,2015-07-29 22:00:00,34:13,Hafnet eSports,Bencheados,2,0,Hafnet eSports,2015
32085,LAS 2016 Opening Cup Promotion,CLS,2015-07-29 23:00:00,35:57,Bencheados,Hafnet eSports,0,3,Hafnet eSports,2015
9284,LPL 2015 Summer,LPL,2015-07-30 17:00:00,45:07,Unlimited Potential,Vici Gaming,0,1,Vici Gaming,2015
9283,LPL 2015 Summer,LPL,2015-07-30 17:00:00,31:28,Vici Gaming,Unlimited Potential,2,0,Vici Gaming,2015
9286,LPL 2015 Summer,LPL,2015-07-30 19:00:00,37:53,Team King,LGD Gaming,1,1,Team King,2015
9285,LPL 2015 Summer,LPL,2015-07-30 19:00:00,31:18,LGD Gaming,Team King,1,0,LGD Gaming,2015
9287,LPL 2015 Summer,LPL,2015-07-30 21:00:00,36:30,Royal Never Give Up,Snake Esports,2,0,Royal Never Give Up,2015
9288,LPL 2015 Summer,LPL,2015-07-30 21:00:00,39:23,Snake Esports,Royal Never Give Up,0,1,Royal Never Give Up,2015
9289,LPL 2015 Summer,LPL,2015-07-30 23:00:00,25:54,Team WE,EDward Gaming,0,1,EDward Gaming,2015
9290,LPL 2015 Summer,LPL,2015-07-30 23:00:00,30:35,EDward Gaming,Team WE,2,0,EDward Gaming,2015
9292,LPL 2015 Summer,LPL,2015-07-31 17:00:00,40:29,Qiao Gu Reapers,Royal Never Give Up,1,0,Qiao Gu Reapers,2015
9291,LPL 2015 Summer,LPL,2015-07-31 17:00:00,27:56,Royal Never Give Up,Qiao Gu Reapers,1,1,Royal Never Give Up,2015
9294,LPL 2015 Summer,LPL,2015-07-31 19:00:00,30:50,Snake Esports,Unlimited Potential,2,0,Snake Esports,2015
9293,LPL 2015 Summer,LPL,2015-07-31 19:00:00,26:11,Unlimited Potential,Snake Esports,0,1,Snake Esports,2015
9295,LPL 2015 Summer,LPL,2015-07-31 21:00:00,36:24,Masters 3,Invictus Gaming,0,2,Invictus Gaming,2015
9296,LPL 2015 Summer,LPL,2015-07-31 21:00:00,38:51,Invictus Gaming,Masters 3,1,0,Invictus Gaming,2015
9297,LPL 2015 Summer,LPL,2015-07-31 23:00:00,31:43,Team WE,Team King,1,1,Team WE,2015
9298,LPL 2015 Summer,LPL,2015-07-31 23:00:00,34:46,Team King,Team WE,1,0,Team King,2015
23582,TCL 2015 Summer Playoffs,TCL,2015-08-01 10:58:00,44:28,Beşiktaş Esports,Team Turquality,1,0,Beşiktaş Esports,2015
23583,TCL 2015 Summer Playoffs,TCL,2015-08-01 12:09:00,40:23,Team Turquality,Beşiktaş Esports,1,1,Team Turquality,2015
23584,TCL 2015 Summer Playoffs,TCL,2015-08-01 13:12:00,37:31,Beşiktaş Esports,Team Turquality,2,1,Beşiktaş Esports,2015
23585,TCL 2015 Summer Playoffs,TCL,2015-08-01 14:15:00,47:52,Team Turquality,Beşiktaş Esports,2,2,Team Turquality,2015
23586,TCL 2015 Summer Playoffs,TCL,2015-08-01 15:53:00,42:01,Beşiktaş Esports,Team Turquality,3,2,Beşiktaş Esports,2015
9300,LPL 2015 Summer,LPL,2015-08-01 17:00:00,27:41,Masters 3,Snake Esports,0,2,Snake Esports,2015
9299,LPL 2015 Summer,LPL,2015-08-01 17:00:00,23:44,Snake Esports,Masters 3,1,0,Snake Esports,2015
9302,LPL 2015 Summer,LPL,2015-08-01 19:00:00,34:02,Team WE,Qiao Gu Reapers,1,1,Team WE,2015
9301,LPL 2015 Summer,LPL,2015-08-01 19:00:00,33:31,Qiao Gu Reapers,Team WE,1,0,Qiao Gu Reapers,2015
9304,LPL 2015 Summer,LPL,2015-08-01 21:00:00,43:44,Royal Never Give Up,Invictus Gaming,1,1,Royal Never Give Up,2015
9303,LPL 2015 Summer,LPL,2015-08-01 21:00:00,31:59,Invictus Gaming,Royal Never Give Up,1,0,Invictus Gaming,2015
9306,LPL 2015 Summer,LPL,2015-08-01 23:00:00,33:19,Team King,Oh My God,1,0,Team King,2015
9305,LPL 2015 Summer,LPL,2015-08-01 23:00:00,25:46,Oh My God,Team King,1,1,Oh My God,2015
23587,TCL 2015 Summer Playoffs,TCL,2015-08-02 06:52:00,48:23,Oyun Hizmetleri,NumberOne Esports,0,1,NumberOne Esports,2015
23588,TCL 2015 Summer Playoffs,TCL,2015-08-02 08:30:00,40:09,NumberOne Esports,Oyun Hizmetleri,2,0,NumberOne Esports,2015
23589,TCL 2015 Summer Playoffs,TCL,2015-08-02 09:54:00,34:26,Dark Passage,HWA Gaming,1,0,Dark Passage,2015
23590,TCL 2015 Summer Playoffs,TCL,2015-08-02 11:54:00,40:06,HWA Gaming,Dark Passage,0,2,Dark Passage,2015
23591,TCL 2015 Summer Playoffs,TCL,2015-08-02 12:56:00,30:08,Dark Passage,HWA Gaming,3,0,Dark Passage,2015
485,GPL 2015 Summer,GPL,2015-08-03 08:00:00,38:20,Asus ImbaFate,Boba Marines,0,1,Boba Marines,2015
486,GPL 2015 Summer,GPL,2015-08-03 09:00:00,35:51,Saigon Fantastic Five,Bangkok Titans,0,1,Bangkok Titans,2015
487,GPL 2015 Summer,GPL,2015-08-03 10:00:00,33:42,Saigon Jokers,ZOTAC United,1,0,Saigon Jokers,2015
488,GPL 2015 Summer,GPL,2015-08-03 11:00:00,29:08,Full Louis,Kuala Lumpur Hunters,1,0,Full Louis,2015
489,GPL 2015 Summer,GPL,2015-08-03 12:00:00,33:28,Asus ImbaFate,Saigon Fantastic Five,0,1,Saigon Fantastic Five,2015
490,GPL 2015 Summer,GPL,2015-08-03 13:00:00,45:20,Saigon Jokers,Bangkok Titans,0,1,Bangkok Titans,2015
491,GPL 2015 Summer,GPL,2015-08-04 08:00:00,28:48,Full Louis,ZOTAC United,1,0,Full Louis,2015
492,GPL 2015 Summer,GPL,2015-08-04 09:00:00,33:48,Boba Marines,Kuala Lumpur Hunters,1,0,Boba Marines,2015
493,GPL 2015 Summer,GPL,2015-08-04 10:00:00,24:33,Saigon Jokers,Saigon Fantastic Five,1,0,Saigon Jokers,2015
494,GPL 2015 Summer,GPL,2015-08-04 11:00:00,24:58,Full Louis,Asus ImbaFate,0,1,Asus ImbaFate,2015
495,GPL 2015 Summer,GPL,2015-08-04 12:00:00,25:55,Kuala Lumpur Hunters,ZOTAC United,0,1,ZOTAC United,2015
496,GPL 2015 Summer,GPL,2015-08-05 03:00:00,35:01,Bangkok Titans,Boba Marines,0,1,Boba Marines,2015
497,GPL 2015 Summer,GPL,2015-08-05 08:00:00,42:25,Asus ImbaFate,ZOTAC United,0,1,ZOTAC United,2015
498,GPL 2015 Summer,GPL,2015-08-05 09:00:00,35:15,Boba Marines,Saigon Fantastic Five,1,0,Boba Marines,2015
499,GPL 2015 Summer,GPL,2015-08-05 10:00:00,39:10,Bangkok Titans,Full Louis,0,1,Full Louis,2015
500,GPL 2015 Summer,GPL,2015-08-05 11:00:00,30:57,Saigon Jokers,Kuala Lumpur Hunters,1,0,Saigon Jokers,2015
501,GPL 2015 Summer,GPL,2015-08-05 12:00:00,29:19,Saigon Fantastic Five,ZOTAC United,1,0,Saigon Fantastic Five,2015
502,GPL 2015 Summer,GPL,2015-08-05 13:00:00,27:37,Full Louis,Boba Marines,0,1,Boba Marines,2015
503,GPL 2015 Summer,GPL,2015-08-06 08:00:00,27:40,Kuala Lumpur Hunters,Bangkok Titans,0,1,Bangkok Titans,2015
504,GPL 2015 Summer,GPL,2015-08-06 09:00:00,34:58,Saigon Jokers,Asus ImbaFate,1,0,Saigon Jokers,2015
505,GPL 2015 Summer,GPL,2015-08-06 11:00:00,29:52,Saigon Fantastic Five,Full Louis,0,1,Full Louis,2015
506,GPL 2015 Summer,GPL,2015-08-06 12:00:00,42:09,ZOTAC United,Bangkok Titans,0,1,Bangkok Titans,2015
507,GPL 2015 Summer,GPL,2015-08-06 13:00:00,26:52,Asus ImbaFate,Kuala Lumpur Hunters,1,0,Asus ImbaFate,2015
508,GPL 2015 Summer,GPL,2015-08-06 13:00:00,37:30,Saigon Jokers,Boba Marines,1,0,Saigon Jokers,2015
9308,LPL 2015 Summer,LPL,2015-08-06 17:00:00,56:58,Oh My God,Qiao Gu Reapers,0,2,Qiao Gu Reapers,2015
9307,LPL 2015 Summer,LPL,2015-08-06 17:00:00,28:59,Qiao Gu Reapers,Oh My God,1,0,Qiao Gu Reapers,2015
9310,LPL 2015 Summer,LPL,2015-08-06 19:00:00,43:19,Vici Gaming,Royal Never Give Up,1,0,Vici Gaming,2015
9309,LPL 2015 Summer,LPL,2015-08-06 19:00:00,31:57,Royal Never Give Up,Vici Gaming,1,1,Royal Never Give Up,2015
9312,LPL 2015 Summer,LPL,2015-08-06 21:00:00,29:15,EDward Gaming,Unlimited Potential,2,0,EDward Gaming,2015
9311,LPL 2015 Summer,LPL,2015-08-06 21:00:00,23:00,Unlimited Potential,EDward Gaming,0,1,EDward Gaming,2015
9313,LPL 2015 Summer,LPL,2015-08-06 23:00:00,24:24,Invictus Gaming,LGD Gaming,0,1,LGD Gaming,2015
9314,LPL 2015 Summer,LPL,2015-08-06 23:00:00,33:06,LGD Gaming,Invictus Gaming,1,1,Invictus Gaming,2015
17141,LJL 2015 Grand Finals,LJL,2015-08-07 04:00:00,40:02,DetonatioN FocusMe,Ozone Rampage,0,1,Ozone Rampage,2015
17142,LJL 2015 Grand Finals,LJL,2015-08-07 05:00:00,45:40,Ozone Rampage,DetonatioN FocusMe,2,0,Ozone Rampage,2015
17143,LJL 2015 Grand Finals,LJL,2015-08-07 06:00:00,36:28,DetonatioN FocusMe,Ozone Rampage,1,2,DetonatioN FocusMe,2015
17144,LJL 2015 Grand Finals,LJL,2015-08-07 07:00:00,29:00,Ozone Rampage,DetonatioN FocusMe,2,2,DetonatioN FocusMe,2015
17145,LJL 2015 Grand Finals,LJL,2015-08-07 08:00:00,48:18,DetonatioN FocusMe,Ozone Rampage,3,2,DetonatioN FocusMe,2015
509,GPL 2015 Summer,GPL,2015-08-07 08:00:00,28:17,Saigon Jokers,Full Louis,0,1,Full Louis,2015
510,GPL 2015 Summer,GPL,2015-08-07 09:00:00,30:39,Boba Marines,ZOTAC United,1,0,Boba Marines,2015
511,GPL 2015 Summer,GPL,2015-08-07 10:00:00,25:00,Kuala Lumpur Hunters,Saigon Fantastic Five,0,1,Saigon Fantastic Five,2015
512,GPL 2015 Summer,GPL,2015-08-07 11:00:00,32:25,Bangkok Titans,Asus ImbaFate,1,0,Bangkok Titans,2015
9315,LPL 2015 Summer,LPL,2015-08-07 17:00:00,36:54,Unlimited Potential,Team King,1,0,Unlimited Potential,2015
513,GPL 2015 Summer Playoffs,GPL,2015-08-08 03:00:00,44:43,Full Louis,Bangkok Titans,0,1,Bangkok Titans,2015
514,GPL 2015 Summer Playoffs,GPL,2015-08-08 04:00:00,35:05,Full Louis,Bangkok Titans,0,2,Bangkok Titans,2015
515,GPL 2015 Summer Playoffs,GPL,2015-08-08 05:00:00,27:35,Bangkok Titans,Full Louis,3,0,Bangkok Titans,2015
9316,LPL 2015 Summer,LPL,2015-08-08 06:00:00,44:37,Team King,Unlimited Potential,1,1,Team King,2015
9317,LPL 2015 Summer,LPL,2015-08-08 07:00:00,53:12,Masters 3,EDward Gaming,0,1,EDward Gaming,2015
19588,OPL 2015 Split 2 Playoffs,OPL,2015-08-08 07:31:00,37:15,Chiefs Esports Club,Legacy Esports,1,0,Chiefs Esports Club,2015
516,GPL 2015 Summer Playoffs,GPL,2015-08-08 08:00:00,47:40,Boba Marines,Saigon Jokers,0,1,Saigon Jokers,2015
9318,LPL 2015 Summer,LPL,2015-08-08 08:00:00,26:06,EDward Gaming,Masters 3,2,0,EDward Gaming,2015
19589,OPL 2015 Split 2 Playoffs,OPL,2015-08-08 08:43:00,33:51,Chiefs Esports Club,Legacy Esports,2,0,Chiefs Esports Club,2015
9319,LPL 2015 Summer,LPL,2015-08-08 09:00:00,33:25,LGD Gaming,Oh My God,1,0,LGD Gaming,2015
517,GPL 2015 Summer Playoffs,GPL,2015-08-08 09:00:00,53:44,Boba Marines,Saigon Jokers,0,2,Saigon Jokers,2015
19590,OPL 2015 Split 2 Playoffs,OPL,2015-08-08 09:38:00,27:43,Legacy Esports,Chiefs Esports Club,1,2,Legacy Esports,2015
9320,LPL 2015 Summer,LPL,2015-08-08 10:00:00,46:53,Oh My God,LGD Gaming,0,2,LGD Gaming,2015
518,GPL 2015 Summer Playoffs,GPL,2015-08-08 10:00:00,36:06,Boba Marines,Saigon Jokers,0,3,Saigon Jokers,2015
19591,OPL 2015 Split 2 Playoffs,OPL,2015-08-08 10:36:00,41:45,Chiefs Esports Club,Legacy Esports,3,1,Chiefs Esports Club,2015
9321,LPL 2015 Summer,LPL,2015-08-08 11:00:00,41:05,Invictus Gaming,Team WE,0,1,Team WE,2015
9322,LPL 2015 Summer,LPL,2015-08-08 12:00:00,35:00,Team WE,Invictus Gaming,2,0,Team WE,2015
23592,TCL 2015 Summer Playoffs,TCL,2015-08-08 12:47:00,41:10,Beşiktaş Esports,Dark Passage,0,1,Dark Passage,2015
23593,TCL 2015 Summer Playoffs,TCL,2015-08-08 13:51:00,37:00,Dark Passage,Beşiktaş Esports,2,0,Dark Passage,2015
23594,TCL 2015 Summer Playoffs,TCL,2015-08-08 14:57:00,40:36,Beşiktaş Esports,Dark Passage,1,2,Beşiktaş Esports,2015
14737,CBLOL 2015 Split 2 Playoffs,CBLOL,2015-08-08 15:00:00,46:15,INTZ,paiN Gaming,0,1,paiN Gaming,2015
29942,EU LCS 2015 Summer Playoffs,EU LCS,2015-08-08 15:00:00,29:39,H2k-Gaming,Giants Gaming,1,0,H2k-Gaming,2015
29943,EU LCS 2015 Summer Playoffs,EU LCS,2015-08-08 16:00:00,28:33,H2k-Gaming,Giants Gaming,2,0,H2k-Gaming,2015
14738,CBLOL 2015 Split 2 Playoffs,CBLOL,2015-08-08 16:00:00,61:26,INTZ,paiN Gaming,0,2,paiN Gaming,2015
23595,TCL 2015 Summer Playoffs,TCL,2015-08-08 16:07:00,33:56,Dark Passage,Beşiktaş Esports,3,1,Dark Passage,2015
29944,EU LCS 2015 Summer Playoffs,EU LCS,2015-08-08 17:00:00,30:19,Giants Gaming,H2k-Gaming,0,3,H2k-Gaming,2015
14739,CBLOL 2015 Split 2 Playoffs,CBLOL,2015-08-08 17:00:00,42:22,paiN Gaming,INTZ,3,0,paiN Gaming,2015
27842,NA LCS 2015 Summer Playoffs,NA LCS,2015-08-08 19:00:00,40:38,Team Impulse,Dignitas,1,0,Team Impulse,2015
27843,NA LCS 2015 Summer Playoffs,NA LCS,2015-08-08 20:00:00,37:49,Dignitas,Team Impulse,0,2,Team Impulse,2015
27844,NA LCS 2015 Summer Playoffs,NA LCS,2015-08-08 21:00:00,37:25,Team Impulse,Dignitas,3,0,Team Impulse,2015
519,GPL 2015 Summer Playoffs,GPL,2015-08-09 03:00:00,34:41,Boba Marines,Full Louis,1,0,Boba Marines,2015
520,GPL 2015 Summer Playoffs,GPL,2015-08-09 04:00:00,46:56,Boba Marines,Full Louis,1,1,Full Louis,2015
9323,LPL 2015 Summer,LPL,2015-08-09 05:00:00,46:11,Snake Esports,Invictus Gaming,0,1,Invictus Gaming,2015
521,GPL 2015 Summer Playoffs,GPL,2015-08-09 05:00:00,35:50,Full Louis,Boba Marines,1,2,Boba Marines,2015
9324,LPL 2015 Summer,LPL,2015-08-09 06:00:00,39:06,Invictus Gaming,Snake Esports,2,0,Invictus Gaming,2015
522,GPL 2015 Summer Playoffs,GPL,2015-08-09 06:00:00,40:05,Boba Marines,Full Louis,2,2,Full Louis,2015
9325,LPL 2015 Summer,LPL,2015-08-09 07:00:00,38:36,LGD Gaming,Vici Gaming,1,0,LGD Gaming,2015
523,GPL 2015 Summer Playoffs,GPL,2015-08-09 07:00:00,27:42,Full Louis,Boba Marines,3,2,Full Louis,2015
9326,LPL 2015 Summer,LPL,2015-08-09 08:00:00,51:02,Vici Gaming,LGD Gaming,1,1,Vici Gaming,2015
9327,LPL 2015 Summer,LPL,2015-08-09 09:00:00,40:26,Unlimited Potential,Team WE,1,0,Unlimited Potential,2015
9328,LPL 2015 Summer,LPL,2015-08-09 10:00:00,35:48,Team WE,Unlimited Potential,0,2,Unlimited Potential,2015
9329,LPL 2015 Summer,LPL,2015-08-09 11:00:00,39:50,Oh My God,EDward Gaming,0,1,EDward Gaming,2015
9330,LPL 2015 Summer,LPL,2015-08-09 12:00:00,48:35,EDward Gaming,Oh My God,2,0,EDward Gaming,2015
29945,EU LCS 2015 Summer Playoffs,EU LCS,2015-08-09 15:00:00,42:03,Unicorns of Love,Team ROCCAT,1,0,Unicorns of Love,2015
29946,EU LCS 2015 Summer Playoffs,EU LCS,2015-08-09 16:00:00,47:45,Unicorns of Love,Team ROCCAT,2,0,Unicorns of Love,2015
29947,EU LCS 2015 Summer Playoffs,EU LCS,2015-08-09 17:00:00,46:40,Team ROCCAT,Unicorns of Love,1,2,Team ROCCAT,2015
29948,EU LCS 2015 Summer Playoffs,EU LCS,2015-08-09 18:00:00,59:49,Unicorns of Love,Team ROCCAT,2,2,Team ROCCAT,2015
29949,EU LCS 2015 Summer Playoffs,EU LCS,2015-08-09 19:00:00,48:54,Team ROCCAT,Unicorns of Love,2,3,Unicorns of Love,2015
27845,NA LCS 2015 Summer Playoffs,NA LCS,2015-08-09 19:00:00,39:54,Gravity (North American Team),TSM,0,1,TSM,2015
27846,NA LCS 2015 Summer Playoffs,NA LCS,2015-08-09 20:00:00,46:47,Gravity (North American Team),TSM,1,1,Gravity (North American Team),2015
27847,NA LCS 2015 Summer Playoffs,NA LCS,2015-08-09 21:00:00,31:18,TSM,Gravity (North American Team),2,1,TSM,2015
27848,NA LCS 2015 Summer Playoffs,NA LCS,2015-08-09 22:00:00,29:56,Gravity (North American Team),TSM,1,3,TSM,2015
524,GPL 2015 Summer Playoffs,GPL,2015-08-09 23:00:00,38:55,Saigon Jokers,Bangkok Titans,0,1,Bangkok Titans,2015
526,GPL 2015 Summer Playoffs,GPL,2015-08-10 00:00:00,32:52,Saigon Jokers,Bangkok Titans,0,3,Bangkok Titans,2015
525,GPL 2015 Summer Playoffs,GPL,2015-08-10 00:00:00,25:11,Bangkok Titans,Saigon Jokers,2,0,Bangkok Titans,2015
9639,LPL 2016 Spring Promotion,LPL,2015-08-10 03:00:00,31:50,Royal Never Give Up,Young Glory,1,0,Royal Never Give Up,2015
9640,LPL 2016 Spring Promotion,LPL,2015-08-10 04:00:00,46:38,Young Glory,Royal Never Give Up,1,1,Young Glory,2015
9641,LPL 2016 Spring Promotion,LPL,2015-08-10 05:00:00,32:17,Royal Never Give Up,Young Glory,2,1,Royal Never Give Up,2015
9642,LPL 2016 Spring Promotion,LPL,2015-08-10 06:00:00,51:04,Young Glory,Royal Never Give Up,2,2,Young Glory,2015
9643,LPL 2016 Spring Promotion,LPL,2015-08-10 07:00:00,34:00,Team King,2144 Danmu Gaming,0,1,2144 Danmu Gaming,2015
9644,LPL 2016 Spring Promotion,LPL,2015-08-10 07:00:00,36:13,Royal Never Give Up,Young Glory,3,2,Royal Never Give Up,2015
9645,LPL 2016 Spring Promotion,LPL,2015-08-10 08:00:00,52:36,2144 Danmu Gaming,Team King,2,0,2144 Danmu Gaming,2015
9646,LPL 2016 Spring Promotion,LPL,2015-08-10 09:00:00,20:33,Team King,2144 Danmu Gaming,1,2,Team King,2015
9647,LPL 2016 Spring Promotion,LPL,2015-08-10 10:00:00,44:15,2144 Danmu Gaming,Team King,3,1,2144 Danmu Gaming,2015
